devanagari,iast,slp1,count,pct,slot1,slot2,slot3,slot4,slot5
ञ्चुः,ñcuḥ,YcuH,9,0.0001,0,0,2,7,0
ञ्चू,ñcū,YcU,18,0.0001,0,6,9,1,2
ञ्चे,ñce,Yce,429,0.003,125,96,96,83,29
ञ्चेः,ñceḥ,YceH,2,0.0,0,2,0,0,0
ञ्चै,ñcai,YcE,159,0.0011,22,47,47,35,8
ञ्चैः,ñcaiḥ,YcEH,1,0.0,0,0,0,1,0
ञ्चो,ñco,Yco,254,0.0018,148,21,40,35,10
ञ्चौ,ñcau,YcO,74,0.0005,69,1,1,1,2
ञ्च्य्,ñcy,Ycy,10,0.0001,10,0,0,0,0
ञ्च्य,ñcya,Ycya,34,0.0002,1,6,7,11,9
ञ्च्यं,ñcyaṃ,YcyaM,1,0.0,0,0,0,0,1
ञ्च्यः,ñcyaḥ,YcyaH,1,0.0,0,0,1,0,0
ञ्च्या,ñcyā,YcyA,32,0.0002,5,0,3,21,3
ञ्च्यां,ñcyāṃ,YcyAM,6,0.0,0,0,0,4,2
ञ्च्याः,ñcyāḥ,YcyAH,2,0.0,0,0,1,1,0
ञ्च्यु,ñcyu,Ycyu,1,0.0,0,0,0,0,1
ञ्च्यृ,ñcyṛ,Ycyf,1,0.0,0,1,0,0,0
ञ्च्यै,ñcyai,YcyE,1,0.0,1,0,0,0,0
ञ्च्यैः,ñcyaiḥ,YcyEH,1,0.0,0,1,0,0,0
ञ्च्योः,ñcyoḥ,YcyoH,1,0.0,0,1,0,0,0
ञ्च्वा,ñcvā,YcvA,17,0.0001,0,0,2,13,2
ञ्च्वो,ñcvo,Ycvo,1,0.0,0,0,0,0,1
ञ्च्वोः,ñcvoḥ,YcvoH,1,0.0,0,0,0,1,0
ञ्छ,ñcha,YCa,432,0.003,92,74,112,118,36
ञ्छं,ñchaṃ,YCaM,15,0.0001,6,2,4,1,2
ञ्छः,ñchaḥ,YCaH,6,0.0,1,2,1,2,0
ञ्छा,ñchā,YCA,93,0.0006,24,11,29,16,13
ञ्छां,ñchāṃ,YCAM,4,0.0,0,0,1,3,0
ञ्छि,ñchi,YCi,162,0.0011,15,10,48,47,42
ञ्छिं,ñchiṃ,YCiM,1,0.0,0,0,1,0,0
ञ्छी,ñchī,YCI,11,0.0001,1,3,7,0,0
ञ्छु,ñchu,YCu,68,0.0005,26,6,16,7,13
ञ्छू,ñchū,YCU,22,0.0002,11,1,6,1,3
ञ्छृ,ñchṛ,YCf,46,0.0003,11,2,17,13,3
ञ्छे,ñche,YCe,26,0.0002,5,6,11,4,0
ञ्छै,ñchai,YCE,8,0.0001,2,0,5,0,1
ञ्छो,ñcho,YCo,16,0.0001,5,2,4,4,1
ञ्छौ,ñchau,YCO,1,0.0,0,0,1,0,0
ञ्छ्न,ñchna,YCna,1,0.0,1,0,0,0,0
ञ्छ्य,ñchya,YCya,2,0.0,0,0,0,2,0
ञ्छ्या,ñchyā,YCyA,5,0.0,5,0,0,0,0
ञ्छ्ये,ñchye,YCye,3,0.0,3,0,0,0,0
ञ्छ्यै,ñchyai,YCyE,2,0.0,2,0,0,0,0
ञ्छ्र,ñchra,YCra,8,0.0001,4,0,1,2,1
ञ्छ्रा,ñchrā,YCrA,12,0.0001,1,0,3,7,1
ञ्छ्रि,ñchri,YCri,5,0.0,4,1,0,0,0
ञ्छ्री,ñchrī,YCrI,11,0.0001,3,0,4,2,2
ञ्छ्रु,ñchru,YCru,7,0.0,3,1,3,0,0
ञ्छ्रू,ñchrū,YCrU,1,0.0,0,1,0,0,0
ञ्छ्रे,ñchre,YCre,8,0.0001,5,1,0,1,1
ञ्छ्रै,ñchrai,YCrE,1,0.0,1,0,0,0,0
ञ्छ्रो,ñchro,YCro,20,0.0001,6,3,10,1,0
ञ्छ्ल,ñchla,YCla,2,0.0,0,1,1,0,0
ञ्छ्ले,ñchle,YCle,2,0.0,0,0,1,1,0
ञ्छ्लो,ñchlo,YClo,1,0.0,1,0,0,0,0
ञ्छ्व,ñchva,YCva,4,0.0,1,0,2,1,0
ञ्छ्वा,ñchvā,YCvA,3,0.0,3,0,0,0,0
ञ्छ्वि,ñchvi,YCvi,2,0.0,1,0,1,0,0
ञ्छ्वे,ñchve,YCve,7,0.0,1,0,3,2,1
ञ्छ्वो,ñchvo,YCvo,1,0.0,1,0,0,0,0
ञ्ज,ñja,Yja,6785,0.0474,1017,1916,1809,1586,456
ञ्जं,ñjaṃ,YjaM,69,0.0005,8,9,15,29,8
ञ्जः,ñjaḥ,YjaH,48,0.0003,10,3,8,24,3
ञ्जा,ñjā,YjA,944,0.0066,170,174,142,374,84
ञ्जां,ñjāṃ,YjAM,24,0.0002,1,5,3,14,1
ञ्जाः,ñjāḥ,YjAH,25,0.0002,9,6,3,4,3
ञ्जि,ñji,Yji,935,0.0065,56,77,250,423,129
ञ्जिः,ñjiḥ,YjiH,3,0.0,2,0,0,1,0
ञ्जी,ñjī,YjI,842,0.0059,194,147,296,155,50
ञ्जीं,ñjīṃ,YjIM,16,0.0001,14,0,1,1,0
ञ्जु,ñju,Yju,198,0.0014,14,18,61,40,62
ञ्जुं,ñjuṃ,YjuM,1,0.0,0,1,0,0,0
ञ्जुः,ñjuḥ,YjuH,4,0.0,0,3,0,1,0
ञ्जू,ñjū,YjU,87,0.0006,34,13,5,25,10
ञ्जृ,ñjṛ,Yjf,1,0.0,0,0,0,1,0
ञ्जे,ñje,Yje,130,0.0009,27,32,27,31,13
ञ्जेः,ñjeḥ,YjeH,3,0.0,0,1,0,0,2
ञ्जै,ñjai,YjE,38,0.0003,0,0,3,24,11
ञ्जैः,ñjaiḥ,YjEH,8,0.0001,2,0,0,4,2
ञ्जो,ñjo,Yjo,64,0.0004,5,17,5,32,5
ञ्जोः,ñjoḥ,YjoH,1,0.0,0,1,0,0,0
ञ्जौ,ñjau,YjO,6,0.0,0,0,3,1,2
ञ्ज्ञ,ñjña,YjYa,1,0.0,0,0,1,0,0
ञ्ज्ञं,ñjñaṃ,YjYaM,8,0.0001,0,0,8,0,0
ञ्ज्ञा,ñjñā,YjYA,138,0.001,2,86,46,2,2
ञ्ज्ञां,ñjñāṃ,YjYAM,1,0.0,0,0,0,1,0
ञ्ज्ञी,ñjñī,YjYI,1,0.0,0,0,1,0,0
ञ्ज्ञो,ñjño,YjYo,8,0.0001,0,0,8,0,0
ञ्ज्ञौ,ñjñau,YjYO,3,0.0,0,1,2,0,0
ञ्ज्म,ñjma,Yjma,5,0.0,0,3,1,1,0
ञ्ज्मः,ñjmaḥ,YjmaH,3,0.0,3,0,0,0,0
ञ्ज्मो,ñjmo,Yjmo,1,0.0,1,0,0,0,0
ञ्ज्य्,ñjy,Yjy,5,0.0,5,0,0,0,0
ञ्ज्य,ñjya,Yjya,14,0.0001,0,1,2,10,1
ञ्ज्यं,ñjyaṃ,YjyaM,3,0.0,0,0,2,1,0
ञ्ज्यः,ñjyaḥ,YjyaH,3,0.0,2,0,1,0,0
ञ्ज्या,ñjyā,YjyA,182,0.0013,57,16,75,18,16
ञ्ज्यां,ñjyāṃ,YjyAM,2,0.0,0,1,0,1,0
ञ्ज्याः,ñjyāḥ,YjyAH,2,0.0,0,0,0,2,0
ञ्ज्यु,ñjyu,Yjyu,1,0.0,1,0,0,0,0
ञ्ज्युः,ñjyuḥ,YjyuH,2,0.0,2,0,0,0,0
ञ्ज्ये,ñjye,Yjye,5,0.0,3,1,1,0,0
ञ्ज्यो,ñjyo,Yjyo,7,0.0,2,1,2,2,0
ञ्ज्व,ñjva,Yjva,13,0.0001,0,6,2,4,1
ञ्झ,ñjha,YJa,2,0.0,0,0,1,1,0
ञ्झा,ñjhā,YJA,5,0.0,0,0,2,3,0
ञ्झि,ñjhi,YJi,4,0.0,0,0,0,4,0
ञ्झी,ñjhī,YJI,2,0.0,0,0,0,1,1
ञ्झ्वे,ñjhve,YJve,1,0.0,0,0,1,0,0
ञ्ञि,ññi,YYi,1,0.0,0,1,0,0,0
ञ्ञौ,ññau,YYO,1,0.0,0,1,0,0,0
ञ्ञ्य,ññya,YYya,1,0.0,0,1,0,0,0
ञ्ठ,ñṭha,YWa,1,0.0,0,1,0,0,0
ञ्णि,ñṇi,YRi,3,0.0,0,3,0,0,0
ञ्ण्य,ñṇya,YRya,1,0.0,0,1,0,0,0
ञ्दुः,ñduḥ,YduH,1,0.0,0,1,0,0,0
ञ्द्व,ñdva,Ydva,1,0.0,0,1,0,0,0
ञ्ना,ñnā,YnA,1,0.0,0,1,0,0,0
ञ्नि,ñni,Yni,2,0.0,0,2,0,0,0
ञ्पू,ñpū,YpU,3,0.0,0,3,0,0,0
ञ्प्र,ñpra,Ypra,1,0.0,0,1,0,0,0
ञ्भ्यः,ñbhyaḥ,YByaH,3,0.0,0,3,0,0,0
ञ्भ्यां,ñbhyāṃ,YByAM,1,0.0,0,1,0,0,0
ञ्म,ñma,Yma,1,0.0,0,1,0,0,0
ञ्मा,ñmā,YmA,3,0.0,1,2,0,0,0
ञ्य्,ñy,Yy,1,0.0,0,1,0,0,0
ञ्य,ñya,Yya,6,0.0,0,6,0,0,0
ञ्यः,ñyaḥ,YyaH,8,0.0001,0,8,0,0,0
ञ्या,ñyā,YyA,1,0.0,0,1,0,0,0
ञ्यु,ñyu,Yyu,1,0.0,0,1,0,0,0
ञ्यो,ñyo,Yyo,1,0.0,0,1,0,0,0
ञ्रो,ñro,Yro,1,0.0,0,1,0,0,0
ञ्व,ñva,Yva,3,0.0,0,2,1,0,0
ञ्वि,ñvi,Yvi,2,0.0,0,2,0,0,0
ञ्श्,ñś,YS,1,0.0,1,0,0,0,0
ञ्श,ñśa,YSa,122,0.0009,6,85,11,19,1
ञ्शं,ñśaṃ,YSaM,1,0.0,0,1,0,0,0
ञ्शा,ñśā,YSA,29,0.0002,0,19,3,6,1
ञ्शि,ñśi,YSi,29,0.0002,7,10,6,5,1
ञ्शिं,ñśiṃ,YSiM,2,0.0,2,0,0,0,0
ञ्शी,ñśī,YSI,15,0.0001,0,12,0,2,1
ञ्शु,ñśu,YSu,42,0.0003,5,28,7,2,0
ञ्शू,ñśū,YSU,18,0.0001,2,10,5,0,1
ञ्शृ,ñśṛ,YSf,16,0.0001,0,9,4,3,0
ञ्शे,ñśe,YSe,5,0.0,3,1,1,0,0
ञ्शै,ñśai,YSE,11,0.0001,0,10,1,0,0
ञ्शो,ñśo,YSo,15,0.0001,1,7,2,5,0
ञ्शौ,ñśau,YSO,2,0.0,0,1,0,1,0
ञ्श्म,ñśma,YSma,2,0.0,0,1,1,0,0
ञ्श्या,ñśyā,YSyA,1,0.0,0,0,1,0,0
ञ्श्र,ñśra,YSra,7,0.0,1,4,2,0,0
ञ्श्रा,ñśrā,YSrA,16,0.0001,2,7,7,0,0
ञ्श्रि,ñśri,YSri,8,0.0001,0,6,1,1,0
ञ्श्री,ñśrī,YSrI,2,0.0,0,1,1,0,0
ञ्श्रु,ñśru,YSru,16,0.0001,0,11,5,0,0
ञ्श्रू,ñśrū,YSrU,1,0.0,0,1,0,0,0
ञ्श्रे,ñśre,YSre,5,0.0,0,4,0,1,0
ञ्श्रो,ñśro,YSro,11,0.0001,0,6,5,0,0
ञ्श्ल,ñśla,YSla,7,0.0,0,7,0,0,0
ञ्श्ला,ñślā,YSlA,1,0.0,0,0,0,1,0
ञ्श्लो,ñślo,YSlo,1,0.0,0,0,0,1,0
ञ्श्व,ñśva,YSva,5,0.0,0,4,0,1,0
ञ्श्वः,ñśvaḥ,YSvaH,1,0.0,1,0,0,0,0
ञ्श्वा,ñśvā,YSvA,1,0.0,0,1,0,0,0
ञ्श्वे,ñśve,YSve,4,0.0,0,4,0,0,0
ञ्स,ñsa,Ysa,1,0.0,0,1,0,0,0
ञ्सु,ñsu,Ysu,1,0.0,0,1,0,0,0
ञ्स्न,ñsna,Ysna,1,0.0,0,1,0,0,0
ट्,ṭ,w,1408,0.0098,443,350,239,284,92
ट,ṭa,wa,8428,0.0588,252,1333,2441,3440,960
टं,ṭaṃ,waM,1500,0.0105,44,175,220,868,193
टः,ṭaḥ,waH,442,0.0031,22,105,103,191,21
टा,ṭā,wA,2346,0.0164,96,492,659,870,229
टां,ṭāṃ,wAM,72,0.0005,5,24,20,20,3
टाः,ṭāḥ,wAH,173,0.0012,6,55,67,37,8
टि,ṭi,wi,3637,0.0254,30,554,1053,1428,572
टिं,ṭiṃ,wiM,70,0.0005,1,27,13,23,6
टिः,ṭiḥ,wiH,70,0.0005,0,10,20,36,4
टी,ṭī,wI,1526,0.0107,21,342,290,588,285
टीं,ṭīṃ,wIM,144,0.001,5,29,18,76,16
टीः,ṭīḥ,wIH,20,0.0001,1,0,2,11,6
टु,ṭu,wu,2316,0.0162,20,230,792,1011,263
टुं,ṭuṃ,wuM,17,0.0001,0,1,4,10,2
टुः,ṭuḥ,wuH,144,0.001,0,6,30,99,9
टू,ṭū,wU,237,0.0017,2,8,47,164,16
टॄ,ṭṝ,wF,3,0.0,0,0,0,0,3
टे,ṭe,we,2165,0.0151,182,177,294,1169,343
टेः,ṭeḥ,weH,17,0.0001,0,6,0,11,0
टै,ṭai,wE,208,0.0015,11,23,38,103,33
टैः,ṭaiḥ,wEH,263,0.0018,0,27,46,166,24
टो,ṭo,wo,1155,0.0081,23,330,340,374,88
टोः,ṭoḥ,woH,10,0.0001,0,5,1,4,0
टौ,ṭau,wO,58,0.0004,2,24,19,10,3
ट्क,ṭka,wka,197,0.0014,117,12,14,33,21
ट्कं,ṭkaṃ,wkaM,45,0.0003,0,4,7,26,8
ट्कः,ṭkaḥ,wkaH,5,0.0,0,4,1,0,0
ट्का,ṭkā,wkA,328,0.0023,202,37,37,25,27
ट्कि,ṭki,wki,2,0.0,0,0,0,2,0
ट्कु,ṭku,wku,81,0.0006,70,1,6,3,1
ट्कृ,ṭkṛ,wkf,315,0.0022,288,5,8,4,10
ट्के,ṭke,wke,13,0.0001,0,0,2,10,1
ट्कैः,ṭkaiḥ,wkEH,1,0.0,0,0,1,0,0
ट्को,ṭko,wko,64,0.0004,0,1,3,47,13
ट्कौ,ṭkau,wkO,4,0.0,0,1,2,1,0
ट्क्र,ṭkra,wkra,5,0.0,4,0,0,1,0
ट्क्रि,ṭkri,wkri,9,0.0001,6,1,2,0,0
ट्क्रु,ṭkru,wkru,1,0.0,0,0,1,0,0
ट्क्रो,ṭkro,wkro,1,0.0,0,1,0,0,0
ट्क्ल,ṭkla,wkla,2,0.0,0,0,2,0,0
ट्क्ले,ṭkle,wkle,1,0.0,0,0,0,1,0
ट्क्ष,ṭkṣa,wkza,10,0.0001,0,2,6,2,0
ट्क्षा,ṭkṣā,wkzA,1,0.0,0,0,0,1,0
ट्क्षु,ṭkṣu,wkzu,2,0.0,0,0,1,1,0
ट्ख,ṭkha,wKa,10,0.0001,0,0,1,7,2
ट्गु,ṭgu,wgu,1,0.0,0,0,0,1,0
ट्च,ṭca,wca,42,0.0003,3,3,13,20,3
ट्चि,ṭci,wci,1,0.0,1,0,0,0,0
ट्चू,ṭcū,wcU,1,0.0,0,0,1,0,0
ट्छ,ṭcha,wCa,33,0.0002,3,4,13,12,1
ट्छि,ṭchi,wCi,2,0.0,0,1,1,0,0
ट्छू,ṭchū,wCU,2,0.0,0,0,1,1,0
ट्ट,ṭṭa,wwa,706,0.0049,5,116,216,289,80
ट्टं,ṭṭaṃ,wwaM,130,0.0009,0,3,18,82,27
ट्टः,ṭṭaḥ,wwaH,14,0.0001,0,1,3,10,0
ट्टा,ṭṭā,wwA,185,0.0013,2,48,27,86,22
ट्टां,ṭṭāṃ,wwAM,7,0.0,0,0,4,2,1
ट्टाः,ṭṭāḥ,wwAH,5,0.0,0,2,2,1,0
ट्टि,ṭṭi,wwi,313,0.0022,3,90,126,75,19
ट्टी,ṭṭī,wwI,12,0.0001,0,2,3,5,2
ट्टु,ṭṭu,wwu,1,0.0,0,0,0,1,0
ट्टू,ṭṭū,wwU,1,0.0,0,0,1,0,0
ट्टे,ṭṭe,wwe,76,0.0005,23,3,27,21,2
ट्टै,ṭṭai,wwE,24,0.0002,0,11,5,6,2
ट्टैः,ṭṭaiḥ,wwEH,9,0.0001,0,3,4,2,0
ट्टो,ṭṭo,wwo,17,0.0001,0,1,6,6,4
ट्टौ,ṭṭau,wwO,2,0.0,0,0,2,0,0
ट्ट्य,ṭṭya,wwya,3,0.0,0,0,1,1,1
ट्णा,ṭṇā,wRA,4,0.0,4,0,0,0,0
ट्त,ṭta,wta,6,0.0,1,0,0,4,1
ट्ता,ṭtā,wtA,5,0.0,0,1,3,0,1
ट्ति,ṭti,wti,1,0.0,0,0,0,1,0
ट्तु,ṭtu,wtu,5,0.0,0,0,5,0,0
ट्तृ,ṭtṛ,wtf,5,0.0,0,0,4,1,0
ट्ते,ṭte,wte,1,0.0,0,0,0,1,0
ट्त्र,ṭtra,wtra,3,0.0,1,0,0,2,0
ट्त्रि,ṭtri,wtri,4,0.0,0,1,0,2,1
ट्त्रिं,ṭtriṃ,wtriM,200,0.0014,97,18,29,40,16
ट्त्रु,ṭtru,wtru,1,0.0,0,0,0,0,1
ट्त्व,ṭtva,wtva,12,0.0001,4,2,2,3,1
ट्त्वं,ṭtvaṃ,wtvaM,9,0.0001,0,2,2,5,0
ट्त्वे,ṭtve,wtve,1,0.0,0,1,0,0,0
ट्दृ,ṭdṛ,wdf,1,0.0,0,1,0,0,0
ट्द्व्य,ṭdvya,wdvya,1,0.0,0,0,0,0,1
ट्न,ṭna,wna,1,0.0,0,0,0,0,1
ट्प,ṭpa,wpa,170,0.0012,17,43,48,50,12
ट्पा,ṭpā,wpA,31,0.0002,1,21,4,3,2
ट्पि,ṭpi,wpi,6,0.0,0,1,4,1,0
ट्पी,ṭpī,wpI,3,0.0,0,0,2,1,0
ट्पु,ṭpu,wpu,9,0.0001,2,0,0,6,1
ट्पू,ṭpū,wpU,1,0.0,0,0,1,0,0
ट्प्र,ṭpra,wpra,27,0.0002,1,1,16,8,1
ट्प्रा,ṭprā,wprA,1,0.0,0,0,0,1,0
ट्प्रो,ṭpro,wpro,1,0.0,0,0,0,1,0
ट्फ,ṭpha,wPa,80,0.0006,0,6,45,25,4
ट्म,ṭma,wma,1,0.0,1,0,0,0,0
ट्य्,ṭy,wy,3,0.0,0,3,0,0,0
ट्य,ṭya,wya,384,0.0027,2,78,194,81,29
ट्यं,ṭyaṃ,wyaM,21,0.0001,0,1,8,10,2
ट्यः,ṭyaḥ,wyaH,26,0.0002,1,9,6,9,1
ट्या,ṭyā,wyA,212,0.0015,52,30,46,74,10
ट्यां,ṭyāṃ,wyAM,66,0.0005,5,18,24,15,4
ट्याः,ṭyāḥ,wyAH,7,0.0,1,1,4,1,0
ट्यु,ṭyu,wyu,5,0.0,0,3,1,1,0
ट्यू,ṭyū,wyU,7,0.0,0,0,7,0,0
ट्ये,ṭye,wye,16,0.0001,0,1,9,6,0
ट्यै,ṭyai,wyE,2,0.0,0,0,1,1,0
ट्यो,ṭyo,wyo,59,0.0004,0,16,21,10,12
ट्योः,ṭyoḥ,wyoH,3,0.0,0,0,0,3,0
ट्यौ,ṭyau,wyO,6,0.0,0,1,2,3,0
ट्ल,ṭla,wla,1,0.0,0,1,0,0,0
ट्व्,ṭv,wv,3,0.0,1,0,0,1,1
ट्व,ṭva,wva,98,0.0007,11,11,34,33,9
ट्वं,ṭvaṃ,wvaM,12,0.0001,12,0,0,0,0
ट्वा,ṭvā,wvA,175,0.0012,85,10,38,35,7
ट्वां,ṭvāṃ,wvAM,4,0.0,0,2,1,1,0
ट्वि,ṭvi,wvi,3,0.0,0,1,2,0,0
ट्वी,ṭvī,wvI,17,0.0001,0,1,8,4,4
ट्वे,ṭve,wve,7,0.0,4,1,2,0,0
ट्वै,ṭvai,wvE,1,0.0,0,0,1,0,0
ट्वो,ṭvo,wvo,2,0.0,0,0,2,0,0
ट्वौ,ṭvau,wvO,1,0.0,0,0,1,0,0
ट्व्य्,ṭvy,wvy,1,0.0,0,0,0,1,0
ट्श,ṭśa,wSa,46,0.0003,9,12,8,13,4
ट्शा,ṭśā,wSA,3,0.0,0,1,0,2,0
ट्शि,ṭśi,wSi,4,0.0,0,2,1,1,0
ट्शी,ṭśī,wSI,2,0.0,0,1,0,1,0
ट्शू,ṭśū,wSU,42,0.0003,2,12,15,8,5
ट्शै,ṭśai,wSE,1,0.0,0,0,1,0,0
ट्शो,ṭśo,wSo,3,0.0,0,0,1,2,0
ट्श्र,ṭśra,wSra,4,0.0,0,0,2,2,0
ट्श्ले,ṭśle,wSle,2,0.0,0,1,1,0,0
ट्श्वा,ṭśvā,wSvA,4,0.0,0,1,2,1,0
ट्श्व्योः,ṭśvyoḥ,wSvyoH,1,0.0,0,1,0,0,0
ट्ष,ṭṣa,wza,12,0.0001,3,1,3,3,2
ट्स,ṭsa,wsa,68,0.0005,2,15,31,15,5
ट्सं,ṭsaṃ,wsaM,15,0.0001,2,2,2,8,1
ट्सा,ṭsā,wsA,97,0.0007,0,1,96,0,0
ट्सि,ṭsi,wsi,4,0.0,0,1,1,2,0
ट्सु,ṭsu,wsu,69,0.0005,20,19,14,12,4
ट्सू,ṭsū,wsU,4,0.0,0,1,1,1,1
ट्से,ṭse,wse,1,0.0,0,1,0,0,0
ट्स्त,ṭsta,wsta,1,0.0,1,0,0,0,0
ट्स्तु,ṭstu,wstu,1,0.0,0,1,0,0,0
ट्स्तृ,ṭstṛ,wstf,1,0.0,1,0,0,0,0
ट्स्था,ṭsthā,wsTA,1,0.0,0,0,0,1,0
ट्स्फो,ṭspho,wsPo,2,0.0,0,0,2,0,0
ट्स्र,ṭsra,wsra,1,0.0,0,0,0,1,0
ट्स्रं,ṭsraṃ,wsraM,1,0.0,0,0,1,0,0
ट्स्व्,ṭsv,wsv,8,0.0001,8,0,0,0,0
ट्स्व,ṭsva,wsva,12,0.0001,1,2,2,6,1
ट्स्वि,ṭsvi,wsvi,1,0.0,0,0,0,1,0
ट्स्वे,ṭsve,wsve,7,0.0,0,1,6,0,0
ठ,ṭha,Wa,1234,0.0086,86,224,354,399,168
ठं,ṭhaṃ,WaM,130,0.0009,2,19,18,66,25
ठः,ṭhaḥ,WaH,105,0.0007,0,15,11,61,18
ठा,ṭhā,WA,499,0.0035,3,51,192,206,46
ठां,ṭhāṃ,WAM,22,0.0002,0,4,16,2,0
ठाः,ṭhāḥ,WAH,21,0.0001,1,8,6,2,4
ठि,ṭhi,Wi,523,0.0037,2,54,179,211,77
ठिः,ṭhiḥ,WiH,2,0.0,1,0,0,1,0
ठी,ṭhī,WI,120,0.0008,3,2,45,63,7
ठीं,ṭhīṃ,WIM,19,0.0001,0,0,6,13,0
ठीः,ṭhīḥ,WIH,1,0.0,0,0,1,0,0
ठे,ṭhe,We,334,0.0023,7,54,125,105,43
ठै,ṭhai,WE,13,0.0001,0,4,2,4,3
ठैः,ṭhaiḥ,WEH,7,0.0,0,1,3,2,1
ठो,ṭho,Wo,105,0.0007,0,12,41,38,14
ठौ,ṭhau,WO,2,0.0,0,2,0,0,0
ठ्ठ,ṭhṭha,WWa,1,0.0,0,0,0,1,0
ठ्य,ṭhya,Wya,108,0.0008,1,21,61,16,9
ठ्यं,ṭhyaṃ,WyaM,27,0.0002,1,4,17,3,2
ठ्यः,ṭhyaḥ,WyaH,1,0.0,0,0,0,0,1
ठ्या,ṭhyā,WyA,12,0.0001,0,1,8,3,0
ठ्यां,ṭhyāṃ,WyAM,3,0.0,0,0,1,2,0
ठ्ये,ṭhye,Wye,23,0.0002,0,5,9,2,7
ठ्यो,ṭhyo,Wyo,1,0.0,0,0,0,1,0
ठ्सु,ṭhsu,Wsu,1,0.0,0,1,0,0,0
ड्,ḍ,q,1069,0.0075,685,184,105,60,35
ड,ḍa,qa,6470,0.0452,1066,1233,1861,1670,638
डं,ḍaṃ,qaM,435,0.003,59,43,117,166,50
डः,ḍaḥ,qaH,200,0.0014,29,45,53,51,22
डा,ḍā,qA,2962,0.0207,1202,437,602,508,212
डां,ḍāṃ,qAM,155,0.0011,48,28,42,26,11
डाः,ḍāḥ,qAH,80,0.0006,24,33,14,6,3
डि,ḍi,qi,2257,0.0158,121,826,709,413,186
डिं,ḍiṃ,qiM,2,0.0,0,0,0,2,0
डिः,ḍiḥ,qiH,4,0.0,0,0,1,2,1
डी,ḍī,qI,628,0.0044,48,57,156,242,123
डीं,ḍīṃ,qIM,41,0.0003,2,0,20,9,10
डीः,ḍīḥ,qIH,8,0.0001,1,0,4,3,0
डु,ḍu,qu,391,0.0027,176,79,49,64,23
डुं,ḍuṃ,quM,14,0.0001,3,2,8,1,0
डुः,ḍuḥ,quH,4,0.0,3,1,0,0,0
डू,ḍū,qU,427,0.003,10,112,135,130,40
डृ,ḍṛ,qf,26,0.0002,14,2,5,5,0
डे,ḍe,qe,608,0.0042,117,47,107,288,49
डेः,ḍeḥ,qeH,1,0.0,0,0,0,0,1
डै,ḍai,qE,70,0.0005,4,15,27,18,6
डैः,ḍaiḥ,qEH,61,0.0004,0,27,13,14,7
डो,ḍo,qo,354,0.0025,31,64,70,162,27
डों,ḍoṃ,qoM,1,0.0,0,0,0,1,0
डौ,ḍau,qO,22,0.0002,2,3,11,6,0
ड्ग,ḍga,qga,295,0.0021,12,123,65,79,15
ड्गं,ḍgaṃ,qgaM,133,0.0009,3,62,16,46,6
ड्गः,ḍgaḥ,qgaH,13,0.0001,1,6,1,5,0
ड्गा,ḍgā,qgA,54,0.0004,1,22,11,19,1
ड्गां,ḍgāṃ,qgAM,12,0.0001,0,11,0,0,1
ड्गाः,ḍgāḥ,qgAH,10,0.0001,1,8,0,1,0
ड्गि,ḍgi,qgi,9,0.0001,0,3,5,1,0
ड्गी,ḍgī,qgI,32,0.0002,0,18,7,5,2
ड्गु,ḍgu,qgu,213,0.0015,0,24,17,140,32
ड्गृ,ḍgṛ,qgf,1,0.0,1,0,0,0,0
ड्गे,ḍge,qge,85,0.0006,2,38,10,30,5
ड्गै,ḍgai,qgE,27,0.0002,0,20,4,0,3
ड्गैः,ḍgaiḥ,qgEH,9,0.0001,0,8,0,0,1
ड्गो,ḍgo,qgo,30,0.0002,1,14,3,12,0
ड्गौ,ḍgau,qgO,9,0.0001,0,8,0,1,0
ड्ग्र,ḍgra,qgra,37,0.0003,0,1,22,11,3
ड्ग्रा,ḍgrā,qgrA,1,0.0,0,0,0,1,0
ड्ग्ला,ḍglā,qglA,4,0.0,0,0,3,1,0
ड्घ,ḍgha,qGa,4,0.0,0,0,1,3,0
ड्घा,ḍghā,qGA,3,0.0,0,0,1,2,0
ड्घ्नः,ḍghnaḥ,qGnaH,1,0.0,0,0,0,1,0
ड्घ्रा,ḍghrā,qGrA,1,0.0,0,1,0,0,0
ड्च,ḍca,qca,1,0.0,0,0,1,0,0
ड्ज,ḍja,qja,19,0.0001,0,5,10,4,0
ड्जं,ḍjaṃ,qjaM,2,0.0,0,0,1,1,0
ड्जा,ḍjā,qjA,8,0.0001,0,0,8,0,0
ड्जी,ḍjī,qjI,1,0.0,0,0,0,1,0
ड्जो,ḍjo,qjo,1,0.0,0,0,1,0,0
ड्ज्ञा,ḍjñā,qjYA,1,0.0,0,1,0,0,0
ड्ज्व,ḍjva,qjva,14,0.0001,0,0,11,2,1
ड्ड,ḍḍa,qqa,8,0.0001,0,1,0,3,4
ड्डा,ḍḍā,qqA,24,0.0002,0,2,0,4,18
ड्डि,ḍḍi,qqi,8,0.0001,1,1,0,1,5
ड्डी,ḍḍī,qqI,63,0.0004,0,4,10,20,29
ड्डु,ḍḍu,qqu,12,0.0001,0,2,2,8,0
ड्ड्यौ,ḍḍyau,qqyO,2,0.0,0,2,0,0,0
ड्ढ,ḍḍha,qQa,16,0.0001,10,1,4,1,0
ड्ढा,ḍḍhā,qQA,4,0.0,1,1,0,2,0
