devanagari,iast,slp1,count,pct,slot1,slot2,slot3,slot4,slot5
ङ्व,ṅva,Nva,5,0.0,1,3,1,0,0
ङ्वा,ṅvā,NvA,4,0.0,4,0,0,0,0
ङ्वी,ṅvī,NvI,1,0.0,0,0,1,0,0
ङ्वै,ṅvai,NvE,1,0.0,1,0,0,0,0
ङ्वो,ṅvo,Nvo,3,0.0,3,0,0,0,0
ङ्शा,ṅśā,NSA,1,0.0,1,0,0,0,0
ङ्शि,ṅśi,NSi,1,0.0,0,1,0,0,0
ङ्स,ṅsa,Nsa,1,0.0,0,1,0,0,0
ङ्सि,ṅsi,Nsi,2,0.0,0,2,0,0,0
ङ्स्था,ṅsthā,NsTA,4,0.0,0,4,0,0,0
ङ्स्वि,ṅsvi,Nsvi,1,0.0,0,1,0,0,0
ङ्ह,ṅha,Nha,1,0.0,0,1,0,0,0
ङ्ह्र,ṅhra,Nhra,1,0.0,0,1,0,0,0
च्,c,c,4732,0.033,1612,817,1154,862,287
च,ca,ca,178343,1.2448,28949,61662,42780,32494,12428
चं,caṃ,caM,2074,0.0145,920,425,277,326,126
चः,caḥ,caH,2450,0.0171,577,1172,322,302,77
चा,cā,cA,33954,0.237,5371,12028,8976,5636,1941
चां,cāṃ,cAM,228,0.0016,54,49,74,44,7
चाः,cāḥ,cAH,107,0.0007,40,24,24,16,3
चि,ci,ci,31412,0.2193,4073,10351,8109,6814,2051
चिं,ciṃ,ciM,140,0.001,18,39,42,33,8
चिः,ciḥ,ciH,622,0.0043,110,193,151,121,47
ची,cī,cI,3570,0.0249,1693,674,552,489,162
चीं,cīṃ,cIM,353,0.0025,194,76,38,31,14
चीः,cīḥ,cIH,127,0.0009,109,2,7,5,4
चु,cu,cu,1699,0.0119,190,516,442,384,167
चुं,cuṃ,cuM,14,0.0001,0,3,9,1,1
चुः,cuḥ,cuH,761,0.0053,115,225,263,90,68
चू,cū,cU,3388,0.0236,59,306,753,1897,373
चूं,cūṃ,cUM,1,0.0,0,0,1,0,0
चृ,cṛ,cf,80,0.0006,76,2,0,0,2
चे,ce,ce,10848,0.0757,1778,3245,2764,2487,571
चेः,ceḥ,ceH,53,0.0004,12,11,20,9,1
चै,cai,cE,10963,0.0765,939,4613,2902,1805,701
चैः,caiḥ,cEH,93,0.0006,20,43,8,20,2
चो,co,co,6071,0.0424,1207,2169,1419,927,349
चों,coṃ,coM,3,0.0,2,0,1,0,0
चोः,coḥ,coH,6,0.0,2,1,3,0,0
चौ,cau,cO,794,0.0055,187,167,269,118,53
चौं,cauṃ,cOM,2,0.0,0,0,1,0,1
च्क,cka,cka,1,0.0,0,0,0,1,0
च्का,ckā,ckA,2,0.0,0,1,0,1,0
च्कृ,ckṛ,ckf,1,0.0,0,1,0,0,0
च्के,cke,cke,4,0.0,0,0,0,4,0
च्क्तौ,cktau,cktO,1,0.0,0,1,0,0,0
च्खु,ckhu,cKu,1,0.0,0,1,0,0,0
च्च,cca,cca,5889,0.0411,274,1988,1628,1595,401
च्चं,ccaṃ,ccaM,13,0.0001,0,3,6,1,3
च्चः,ccaḥ,ccaH,5,0.0,0,4,1,0,0
च्चा,ccā,ccA,1718,0.012,96,658,485,307,171
च्चां,ccāṃ,ccAM,7,0.0,0,0,5,1,1
च्चि,cci,cci,1124,0.0078,44,724,150,174,31
च्ची,ccī,ccI,15,0.0001,4,4,5,2,0
च्चु,ccu,ccu,54,0.0004,1,17,1,34,1
च्चू,ccū,ccU,243,0.0017,1,6,50,159,27
च्चृ,ccṛ,ccf,1,0.0,1,0,0,0,0
च्चे,cce,cce,192,0.0013,14,70,54,47,7
च्चै,ccai,ccE,756,0.0053,107,300,226,79,44
च्चैः,ccaiḥ,ccEH,257,0.0018,95,63,54,28,17
च्चो,cco,cco,133,0.0009,5,49,45,31,3
च्चौ,ccau,ccO,19,0.0001,0,4,11,4,0
च्च्य,ccya,ccya,22,0.0002,4,11,3,4,0
च्च्या,ccyā,ccyA,7,0.0,1,2,2,0,2
च्च्यु,ccyu,ccyu,74,0.0005,0,39,14,11,10
च्च्यो,ccyo,ccyo,1,0.0,0,0,0,0,1
च्छ,ccha,cCa,16354,0.1142,4156,5631,3264,2451,851
च्छं,cchaṃ,cCaM,571,0.004,202,85,92,146,46
च्छः,cchaḥ,cCaH,82,0.0006,25,11,10,22,14
च्छा,cchā,cCA,4612,0.0322,816,1572,1018,926,278
च्छां,cchāṃ,cCAM,46,0.0003,1,15,15,14,1
च्छाः,cchāḥ,cCAH,26,0.0002,1,10,11,1,3
च्छि,cchi,cCi,2723,0.019,691,490,756,581,205
च्छिं,cchiṃ,cCiM,15,0.0001,13,2,0,0,0
च्छी,cchī,cCI,284,0.002,18,83,84,80,19
च्छु,cchu,cCu,890,0.0062,147,145,199,322,76
च्छुं,cchuṃ,cCuM,2,0.0,0,0,0,2,0
च्छुः,cchuḥ,cCuH,50,0.0003,4,18,17,11,0
च्छू,cchū,cCU,254,0.0018,24,75,74,50,31
च्छूं,cchūṃ,cCUM,4,0.0,0,0,4,0,0
च्छूः,cchūḥ,cCUH,10,0.0001,0,0,3,5,2
च्छृ,cchṛ,cCf,332,0.0023,59,94,85,57,37
च्छे,cche,cCe,3241,0.0226,816,1001,723,373,327
च्छेः,ccheḥ,cCeH,29,0.0002,1,24,1,3,0
च्छै,cchai,cCE,109,0.0008,31,36,16,18,8
च्छैः,cchaiḥ,cCEH,8,0.0001,0,5,1,2,0
च्छो,ccho,cCo,393,0.0027,61,105,87,116,24
च्छोः,cchoḥ,cCoH,3,0.0,0,0,0,3,0
च्छौ,cchau,cCO,41,0.0003,9,10,11,8,3
च्छ्म,cchma,cCma,19,0.0001,8,1,1,9,0
च्छ्य,cchya,cCya,97,0.0007,5,35,25,28,4
च्छ्यं,cchyaṃ,cCyaM,4,0.0,2,2,0,0,0
च्छ्या,cchyā,cCyA,37,0.0003,13,1,19,4,0
च्छ्ये,cchye,cCye,18,0.0001,15,2,1,0,0
च्छ्यै,cchyai,cCyE,4,0.0,4,0,0,0,0
च्छ्यो,cchyo,cCyo,2,0.0,1,0,0,1,0
च्छ्र,cchra,cCra,708,0.0049,134,187,183,133,71
च्छ्रं,cchraṃ,cCraM,181,0.0013,31,45,56,22,27
च्छ्रः,cchraḥ,cCraH,41,0.0003,22,3,13,2,1
च्छ्रा,cchrā,cCrA,504,0.0035,52,120,201,94,37
च्छ्रां,cchrāṃ,cCrAM,14,0.0001,8,4,1,1,0
च्छ्राः,cchrāḥ,cCrAH,1,0.0,0,0,0,1,0
च्छ्रि,cchri,cCri,383,0.0027,37,171,123,33,19
च्छ्री,cchrī,cCrI,67,0.0005,21,19,5,15,7
च्छ्रीः,cchrīḥ,cCrIH,2,0.0,1,0,0,1,0
च्छ्रु,cchru,cCru,877,0.0061,14,443,78,276,66
च्छ्रू,cchrū,cCrU,18,0.0001,2,6,7,2,1
च्छ्रे,cchre,cCre,373,0.0026,31,173,95,45,29
च्छ्रै,cchrai,cCrE,12,0.0001,0,4,6,2,0
च्छ्रैः,cchraiḥ,cCrEH,2,0.0,1,0,0,1,0
च्छ्रो,cchro,cCro,154,0.0011,27,40,51,31,4
च्छ्रौ,cchrau,cCrO,17,0.0001,8,1,6,0,2
च्छ्ल,cchla,cCla,19,0.0001,1,3,6,8,1
च्छ्ला,cchlā,cClA,4,0.0,0,2,1,1,0
च्छ्लि,cchli,cCli,2,0.0,0,1,1,0,0
च्छ्ली,cchlī,cClI,2,0.0,0,0,2,0,0
च्छ्ले,cchle,cCle,41,0.0003,0,8,20,9,4
च्छ्लै,cchlai,cClE,2,0.0,0,0,2,0,0
च्छ्लो,cchlo,cClo,9,0.0001,3,2,1,2,1
च्छ्व,cchva,cCva,125,0.0009,15,35,55,14,6
च्छ्वः,cchvaḥ,cCvaH,2,0.0,2,0,0,0,0
च्छ्वा,cchvā,cCvA,225,0.0016,15,58,111,29,12
च्छ्वां,cchvāṃ,cCvAM,2,0.0,0,0,1,1,0
च्छ्वि,cchvi,cCvi,5,0.0,0,0,5,0,0
च्छ्वे,cchve,cCve,37,0.0003,3,10,6,16,2
च्छ्वै,cchvai,cCvE,2,0.0,1,1,0,0,0
च्छ्वो,cchvo,cCvo,4,0.0,4,0,0,0,0
च्ञ,cña,cYa,3,0.0,0,0,2,1,0
च्ञं,cñaṃ,cYaM,1,0.0,0,0,0,1,0
च्ञः,cñaḥ,cYaH,1,0.0,1,0,0,0,0
च्ञा,cñā,cYA,29,0.0002,1,3,8,17,0
च्ञां,cñāṃ,cYAM,2,0.0,0,1,0,1,0
च्ञे,cñe,cYe,1,0.0,0,0,1,0,0
च्ञै,cñai,cYE,1,0.0,1,0,0,0,0
च्ञ्यः,cñyaḥ,cYyaH,1,0.0,1,0,0,0,0
च्त,cta,cta,2,0.0,0,2,0,0,0
च्प,cpa,cpa,2,0.0,0,1,1,0,0
च्पि,cpi,cpi,1,0.0,0,1,0,0,0
च्पू,cpū,cpU,1,0.0,0,1,0,0,0
च्प्र,cpra,cpra,2,0.0,0,0,1,0,1
च्फ,cpha,cPa,2,0.0,0,2,0,0,0
च्म,cma,cma,1,0.0,1,0,0,0,0
च्मः,cmaḥ,cmaH,1,0.0,0,0,0,1,0
च्मि,cmi,cmi,50,0.0003,3,1,2,39,5
च्मी,cmī,cmI,7,0.0,5,0,0,2,0
च्म्य्,cmy,cmy,1,0.0,0,0,0,1,0
च्म्य,cmya,cmya,6,0.0,0,0,0,6,0
च्म्ये,cmye,cmye,1,0.0,0,0,0,1,0
च्य्,cy,cy,123,0.0009,110,9,0,3,1
च्य,cya,cya,7084,0.0494,1326,1710,2052,1410,585
च्यं,cyaṃ,cyaM,443,0.0031,15,72,52,270,33
च्यः,cyaḥ,cyaH,172,0.0012,52,45,31,40,4
च्या,cyā,cyA,1061,0.0074,337,158,170,363,33
च्यां,cyāṃ,cyAM,182,0.0013,78,26,36,30,12
च्याः,cyāḥ,cyAH,66,0.0005,24,21,9,11,1
च्यु,cyu,cyu,1264,0.0088,236,459,287,222,60
च्युः,cyuḥ,cyuH,1,0.0,1,0,0,0,0
च्यू,cyū,cyU,1,0.0,1,0,0,0,0
च्ये,cye,cye,300,0.0021,91,105,49,42,13
च्यै,cyai,cyE,57,0.0004,26,9,11,9,2
च्यैः,cyaiḥ,cyEH,1,0.0,0,1,0,0,0
च्यो,cyo,cyo,207,0.0014,69,53,37,44,4
च्योः,cyoḥ,cyoH,6,0.0,1,0,3,2,0
च्यौ,cyau,cyO,25,0.0002,22,0,2,0,1
च्रे,cre,cre,2,0.0,2,0,0,0,0
च्लि,cli,cli,1,0.0,0,1,0,0,0
च्लेः,cleḥ,cleH,1,0.0,0,1,0,0,0
च्वि,cvi,cvi,2,0.0,0,1,0,1,0
च्विः,cviḥ,cviH,2,0.0,0,1,0,0,1
च्वे,cve,cve,1,0.0,0,1,0,0,0
च्वौ,cvau,cvO,3,0.0,0,3,0,0,0
च्व्य,cvya,cvya,3,0.0,0,2,1,0,0
च्व्यो,cvyo,cvyo,1,0.0,0,1,0,0,0
च्सी,csī,csI,1,0.0,0,1,0,0,0
च्स्व,csva,csva,1,0.0,0,1,0,0,0
छ,cha,Ca,3934,0.0275,2311,631,476,353,163
छं,chaṃ,CaM,31,0.0002,11,2,1,2,15
छः,chaḥ,CaH,45,0.0003,0,16,0,1,28
छा,chā,CA,1361,0.0095,283,321,290,394,72
छां,chāṃ,CAM,1,0.0,1,0,0,0,0
छि,chi,Ci,1793,0.0125,363,657,320,336,117
छिं,chiṃ,CiM,2,0.0,0,0,0,0,2
छी,chī,CI,23,0.0002,3,3,8,5,4
छु,chu,Cu,150,0.001,40,21,41,35,13
छुं,chuṃ,CuM,2,0.0,0,0,0,0,2
छुः,chuḥ,CuH,1,0.0,0,0,1,0,0
छू,chū,CU,30,0.0002,6,7,12,5,0
छृ,chṛ,Cf,59,0.0004,27,7,9,9,7
छे,che,Ce,994,0.0069,44,510,212,169,56
छै,chai,CE,10,0.0001,3,4,2,1,0
छो,cho,Co,30,0.0002,0,15,8,4,3
छौ,chau,CO,8,0.0001,1,2,4,1,0
छ्य,chya,Cya,18,0.0001,17,0,0,0,1
छ्या,chyā,CyA,10,0.0001,7,0,3,0,0
छ्यै,chyai,CyE,2,0.0,2,0,0,0,0
छ्र,chra,Cra,17,0.0001,11,1,2,1,2
छ्रा,chrā,CrA,10,0.0001,2,1,4,2,1
छ्रि,chri,Cri,5,0.0,5,0,0,0,0
छ्री,chrī,CrI,12,0.0001,3,2,1,4,2
छ्रीः,chrīḥ,CrIH,1,0.0,0,0,0,1,0
छ्रु,chru,Cru,226,0.0016,12,48,44,110,12
छ्रू,chrū,CrU,3,0.0,0,2,1,0,0
छ्रे,chre,Cre,19,0.0001,8,2,2,6,1
छ्रै,chrai,CrE,1,0.0,1,0,0,0,0
छ्रो,chro,Cro,12,0.0001,8,0,2,2,0
छ्रौ,chrau,CrO,1,0.0,1,0,0,0,0
छ्ल,chla,Cla,1,0.0,0,0,0,1,0
छ्ले,chle,Cle,3,0.0,0,0,1,1,1
छ्लो,chlo,Clo,1,0.0,1,0,0,0,0
छ्व,chva,Cva,5,0.0,1,1,1,2,0
छ्वः,chvaḥ,CvaH,1,0.0,1,0,0,0,0
छ्वा,chvā,CvA,2,0.0,1,0,0,1,0
छ्वे,chve,Cve,6,0.0,2,1,1,1,1
छ्वो,chvo,Cvo,1,0.0,1,0,0,0,0
छ्वोः,chvoḥ,CvoH,1,0.0,0,1,0,0,0
ज्,j,j,1437,0.01,738,175,232,197,95
ज,ja,ja,99670,0.6957,21084,35283,20090,16812,6385
जं,jaṃ,jaM,4634,0.0323,541,1495,819,1358,421
जः,jaḥ,jaH,4715,0.0329,730,1619,1077,1005,281
जा,jā,jA,47151,0.3291,12718,14238,8876,8548,2768
जां,jāṃ,jAM,1246,0.0087,374,275,235,260,102
जाः,jāḥ,jAH,2760,0.0193,697,988,741,234,100
जि,ji,ji,13799,0.0963,3483,4490,2874,2159,793
जिं,jiṃ,jiM,54,0.0004,40,3,5,6,0
जिः,jiḥ,jiH,28,0.0002,3,2,7,16,0
जी,jī,jI,9838,0.0687,1847,2766,2016,2612,597
जीं,jīṃ,jIM,34,0.0002,8,9,14,3,0
जीः,jīḥ,jIH,13,0.0001,8,1,3,1,0
जु,ju,ju,7467,0.0521,6220,503,352,208,184
जुं,juṃ,juM,16,0.0001,4,5,3,4,0
जुः,juḥ,juH,253,0.0018,99,54,57,17,26
जू,jū,jU,395,0.0028,309,12,29,39,6
जूं,jūṃ,jUM,217,0.0015,161,18,27,4,7
जूः,jūḥ,jUH,11,0.0001,10,0,1,0,0
जृ,jṛ,jf,310,0.0022,8,73,144,75,10
जॄ,jṝ,jF,3,0.0,0,3,0,0,0
जे,je,je,7806,0.0545,1669,2544,1492,1487,613
जेः,jeḥ,jeH,19,0.0001,5,6,4,4,0
जै,jai,jE,972,0.0068,142,330,199,246,55
जैः,jaiḥ,jEH,515,0.0036,17,165,176,123,34
जो,jo,jo,5541,0.0387,1283,1748,1205,966,339
जोः,joḥ,joH,12,0.0001,5,3,1,2,1
जौ,jau,jO,641,0.0045,115,328,119,59,20
ज्कि,jki,jki,1,0.0,0,1,0,0,0
ज्ज,jja,jja,2474,0.0173,237,768,589,681,199
ज्जं,jjaṃ,jjaM,67,0.0005,0,26,24,13,4
ज्जः,jjaḥ,jjaH,23,0.0002,0,10,7,6,0
ज्जा,jjā,jjA,1081,0.0075,102,242,285,383,69
ज्जां,jjāṃ,jjAM,30,0.0002,0,4,11,11,4
ज्जाः,jjāḥ,jjAH,14,0.0001,1,5,6,2,0
ज्जि,jji,jji,274,0.0019,64,81,50,71,8
ज्जी,jjī,jjI,319,0.0022,22,86,66,125,20
ज्जीः,jjīḥ,jjIH,3,0.0,0,3,0,0,0
ज्जु,jju,jju,195,0.0014,74,36,48,31,6
ज्जुं,jjuṃ,jjuM,11,0.0001,7,2,1,0,1
ज्जुः,jjuḥ,jjuH,10,0.0001,7,0,1,2,0
ज्जू,jjū,jjU,13,0.0001,5,3,2,2,1
ज्जृ,jjṛ,jjf,8,0.0001,0,0,2,5,1
ज्जे,jje,jje,117,0.0008,44,37,15,12,9
ज्जै,jjai,jjE,13,0.0001,1,1,7,3,1
ज्जैः,jjaiḥ,jjEH,1,0.0,0,0,0,1,0
ज्जो,jjo,jjo,36,0.0003,3,9,12,12,0
ज्जौ,jjau,jjO,8,0.0001,1,1,3,2,1
ज्ज्ञ,jjña,jjYa,13,0.0001,1,2,0,10,0
ज्ज्ञं,jjñaṃ,jjYaM,1,0.0,0,1,0,0,0
ज्ज्ञः,jjñaḥ,jjYaH,17,0.0001,1,3,6,6,1
ज्ज्ञा,jjñā,jjYA,255,0.0018,6,106,69,66,8
ज्ज्ञाः,jjñāḥ,jjYAH,29,0.0002,1,6,9,10,3
ज्ज्ञि,jjñi,jjYi,1,0.0,0,0,1,0,0
ज्ज्ञे,jjñe,jjYe,59,0.0004,0,11,15,27,6
ज्ज्ञै,jjñai,jjYE,21,0.0001,0,4,5,9,3
ज्ज्ञैः,jjñaiḥ,jjYEH,22,0.0002,0,4,2,13,3
ज्ज्ञो,jjño,jjYo,17,0.0001,4,1,7,5,0
ज्ज्य,jjya,jjya,18,0.0001,6,3,0,5,4
ज्ज्यं,jjyaṃ,jjyaM,2,0.0,1,0,1,0,0
ज्ज्या,jjyā,jjyA,12,0.0001,3,2,5,1,1
ज्ज्ये,jjye,jjye,25,0.0002,2,13,6,4,0
ज्ज्यै,jjyai,jjyE,2,0.0,1,0,1,0,0
ज्ज्यो,jjyo,jjyo,43,0.0003,11,10,13,7,2
ज्ज्व,jjva,jjva,424,0.003,10,101,137,136,40
ज्ज्वा,jjvā,jjvA,79,0.0006,16,13,17,21,12
ज्ज्वां,jjvāṃ,jjvAM,1,0.0,1,0,0,0,0
ज्ज्वे,jjve,jjve,2,0.0,1,1,0,0,0
ज्ज्वै,jjvai,jjvE,1,0.0,0,0,1,0,0
ज्ज्वो,jjvo,jjvo,5,0.0,3,0,0,0,2
ज्झ,jjha,jJa,35,0.0002,2,13,12,7,1
ज्झं,jjhaṃ,jJaM,1,0.0,1,0,0,0,0
ज्झः,jjhaḥ,jJaH,2,0.0,1,0,1,0,0
ज्झि,jjhi,jJi,139,0.001,0,8,42,73,16
ज्झे,jjhe,jJe,2,0.0,1,0,1,0,0
ज्झो,jjho,jJo,1,0.0,0,1,0,0,0
ज्झौ,jjhau,jJO,1,0.0,0,1,0,0,0
ज्झ्य,jjhya,jJya,9,0.0001,0,0,7,2,0
ज्झ्यो,jjhyo,jJyo,1,0.0,0,0,1,0,0
ज्झ्र,jjhra,jJra,1,0.0,0,1,0,0,0
ज्ञ्,jñ,jY,33,0.0002,5,28,0,0,0
ज्ञ,jña,jYa,7680,0.0536,3281,2006,1134,875,383
ज्ञं,jñaṃ,jYaM,1353,0.0094,748,325,144,103,33
ज्ञः,jñaḥ,jYaH,2164,0.0151,703,861,309,238,53
ज्ञा,jñā,jYA,16708,0.1166,1865,6831,4226,2856,925
ज्ञां,jñāṃ,jYAM,790,0.0055,23,450,157,127,33
ज्ञाः,jñāḥ,jYAH,359,0.0025,81,135,91,37,15
ज्ञि,jñi,jYi,1259,0.0088,507,251,286,128,87
ज्ञिः,jñiḥ,jYiH,3,0.0,3,0,0,0,0
ज्ञी,jñī,jYI,283,0.002,158,28,13,57,27
ज्ञीं,jñīṃ,jYIM,15,0.0001,0,0,1,13,1
ज्ञीः,jñīḥ,jYIH,3,0.0,3,0,0,0,0
ज्ञु,jñu,jYu,38,0.0003,22,13,3,0,0
ज्ञुं,jñuṃ,jYuM,5,0.0,5,0,0,0,0
ज्ञुः,jñuḥ,jYuH,13,0.0001,6,4,2,1,0
ज्ञू,jñū,jYU,3,0.0,3,0,0,0,0
ज्ञे,jñe,jYe,4367,0.0305,946,1022,1149,962,287
ज्ञै,jñai,jYE,360,0.0025,35,170,91,45,19
ज्ञैः,jñaiḥ,jYEH,176,0.0012,39,56,28,27,26
ज्ञो,jño,jYo,2373,0.0166,747,870,372,294,89
ज्ञौ,jñau,jYO,58,0.0004,9,32,11,6,0
ज्ञ्य्,jñy,jYy,13,0.0001,13,0,0,0,0
ज्ञ्य,jñya,jYya,5,0.0,0,0,1,4,0
ज्ञ्यः,jñyaḥ,jYyaH,1,0.0,0,0,0,1,0
ज्ञ्या,jñyā,jYyA,18,0.0001,10,0,0,7,1
ज्ञ्यां,jñyāṃ,jYyAM,1,0.0,0,0,0,1,0
ज्ञ्याः,jñyāḥ,jYyAH,3,0.0,1,0,0,2,0
ज्ञ्यु,jñyu,jYyu,7,0.0,0,0,0,0,7
ज्ञ्यै,jñyai,jYyE,1,0.0,0,0,0,0,1
ज्ञ्यो,jñyo,jYyo,2,0.0,0,0,0,2,0
ज्ञ्व्,jñv,jYv,4,0.0,4,0,0,0,0
ज्द,jda,jda,3,0.0,0,2,1,0,0
ज्ना,jnā,jnA,1,0.0,1,0,0,0,0
ज्बि,jbi,jbi,1,0.0,0,1,0,0,0
ज्भि,jbhi,jBi,1,0.0,0,0,1,0,0
ज्भिः,jbhiḥ,jBiH,1,0.0,0,1,0,0,0
ज्भ्यः,jbhyaḥ,jByaH,2,0.0,1,1,0,0,0
ज्भ्रा,jbhrā,jBrA,1,0.0,0,1,0,0,0
ज्म,jma,jma,85,0.0006,82,3,0,0,0
ज्मः,jmaḥ,jmaH,2,0.0,2,0,0,0,0
ज्मा,jmā,jmA,35,0.0002,32,0,1,0,2
ज्मि,jmi,jmi,47,0.0003,44,0,1,0,2
ज्मी,jmī,jmI,23,0.0002,22,0,0,0,1
ज्मे,jme,jme,6,0.0,6,0,0,0,0
ज्मो,jmo,jmo,5,0.0,5,0,0,0,0
ज्म्य्,jmy,jmy,4,0.0,3,0,0,1,0
ज्म्रीं,jmrīṃ,jmrIM,1,0.0,0,0,0,0,1
ज्य्,jy,jy,59,0.0004,56,0,0,1,2
ज्य,jya,jya,8219,0.0574,2338,2465,1699,1173,544
ज्यं,jyaṃ,jyaM,2034,0.0142,491,748,353,323,119
ज्यः,jyaḥ,jyaH,144,0.001,21,19,49,35,20
ज्या,jyā,jyA,2625,0.0183,1039,638,514,305,128
ज्यां,jyāṃ,jyAM,71,0.0005,15,29,18,8,1
ज्याः,jyāḥ,jyAH,162,0.0011,33,30,53,32,14
ज्यु,jyu,jyu,23,0.0002,17,1,4,1,0
ज्युं,jyuṃ,jyuM,8,0.0001,8,0,0,0,0
ज्युः,jyuḥ,jyuH,3,0.0,2,1,0,0,0
ज्यू,jyū,jyU,10,0.0001,10,0,0,0,0
ज्यूं,jyūṃ,jyUM,1,0.0,1,0,0,0,0
ज्ये,jye,jye,2298,0.016,740,780,445,253,80
ज्यै,jyai,jyE,260,0.0018,125,37,50,40,8
ज्यैः,jyaiḥ,jyEH,41,0.0003,7,4,6,19,5
ज्यो,jyo,jyo,2804,0.0196,1545,314,521,303,121
ज्योः,jyoḥ,jyoH,3,0.0,2,1,0,0,0
ज्यौ,jyau,jyO,38,0.0003,14,6,9,6,3
ज्र,jra,jra,1948,0.0136,351,453,167,854,123
ज्रं,jraṃ,jraM,599,0.0042,113,52,35,342,57
ज्रः,jraḥ,jraH,117,0.0008,102,7,4,4,0
ज्रा,jrā,jrA,416,0.0029,58,95,61,169,33
ज्रां,jrāṃ,jrAM,2,0.0,0,0,1,1,0
ज्राः,jrāḥ,jrAH,9,0.0001,6,1,0,2,0
ज्रि,jri,jri,205,0.0014,114,37,13,28,13
ज्री,jrī,jrI,160,0.0011,39,25,8,70,18
ज्रीं,jrīṃ,jrIM,1,0.0,0,1,0,0,0
ज्रु,jru,jru,1,0.0,1,0,0,0,0
ज्रे,jre,jre,411,0.0029,241,64,37,56,13
ज्रै,jrai,jrE,17,0.0001,0,13,2,2,0
ज्रैः,jraiḥ,jrEH,9,0.0001,4,2,1,2,0
ज्रो,jro,jro,268,0.0019,217,15,7,9,20
ज्रौ,jrau,jrO,9,0.0001,3,0,0,6,0
ज्र्य्,jry,jry,4,0.0,3,0,0,1,0
ज्र्य,jrya,jrya,4,0.0,1,1,0,2,0
ज्र्या,jryā,jryA,2,0.0,1,0,0,1,0
ज्र्यां,jryāṃ,jryAM,1,0.0,0,0,0,0,1
ज्व,jva,jva,3593,0.0251,132,1185,1141,894,241
ज्वा,jvā,jvA,906,0.0063,52,216,189,331,118
ज्वि,jvi,jvi,10,0.0001,0,0,7,0,3
ज्वी,jvī,jvI,7,0.0,1,3,2,0,1
ज्वीं,jvīṃ,jvIM,3,0.0,0,0,2,1,0
ज्वु,jvu,jvu,1,0.0,0,1,0,0,0
ज्वे,jve,jve,1,0.0,1,0,0,0,0
ज्वै,jvai,jvE,1,0.0,0,0,0,1,0
ज्व्या,jvyā,jvyA,1,0.0,0,0,1,0,0
ज्शु,jśu,jSu,1,0.0,1,0,0,0,0
ज्सु,jsu,jsu,1,0.0,0,1,0,0,0
ज्स्ना,jsnā,jsnA,1,0.0,0,1,0,0,0
झ्,jh,J,1,0.0,1,0,0,0,0
झ,jha,Ja,233,0.0016,1,82,62,71,17
झा,jhā,JA,11,0.0001,0,0,7,4,0
झि,jhi,Ji,56,0.0004,0,9,16,29,2
झी,jhī,JI,3,0.0,0,0,1,2,0
झु,jhu,Ju,1,0.0,0,0,1,0,0
झे,jhe,Je,3,0.0,0,1,0,2,0
झो,jho,Jo,4,0.0,0,1,1,0,2
झ्म्र्यूं,jhmryūṃ,JmryUM,1,0.0,0,0,0,0,1
झ्य,jhya,Jya,2,0.0,0,1,1,0,0
झ्वि,jhvi,Jvi,1,0.0,0,0,0,1,0
ञ्,ñ,Y,2274,0.0159,381,1571,236,69,17
ञ,ña,Ya,17,0.0001,0,10,3,3,1
ञः,ñaḥ,YaH,28,0.0002,0,25,3,0,0
ञा,ñā,YA,5,0.0,0,2,2,1,0
ञां,ñāṃ,YAM,1,0.0,0,1,0,0,0
ञि,ñi,Yi,17,0.0001,0,16,0,1,0
ञी,ñī,YI,1,0.0,0,1,0,0,0
ञू,ñū,YU,2,0.0,0,1,0,1,0
ञे,ñe,Ye,1,0.0,0,1,0,0,0
ञो,ño,Yo,17,0.0001,0,17,0,0,0
ञोः,ñoḥ,YoH,3,0.0,0,3,0,0,0
ञौ,ñau,YO,18,0.0001,0,18,0,0,0
ञ्क,ñka,Yka,2,0.0,0,2,0,0,0
ञ्क्ता,ñktā,YktA,1,0.0,0,1,0,0,0
ञ्क्व,ñkva,Ykva,1,0.0,0,1,0,0,0
ञ्ख,ñkha,YKa,1,0.0,0,1,0,0,0
ञ्ग्भिः,ñgbhiḥ,YgBiH,4,0.0,4,0,0,0,0
ञ्ग्र,ñgra,Ygra,1,0.0,0,1,0,0,0
ञ्च्,ñc,Yc,41,0.0003,38,3,0,0,0
ञ्च,ñca,Yca,12946,0.0904,3766,2736,2554,2710,1177
ञ्चं,ñcaṃ,YcaM,296,0.0021,233,18,22,16,7
ञ्चः,ñcaḥ,YcaH,154,0.0011,108,6,14,15,11
ञ्चा,ñcā,YcA,3044,0.0212,535,1240,454,609,204
ञ्चां,ñcāṃ,YcAM,23,0.0002,0,3,6,13,1
ञ्चाः,ñcāḥ,YcAH,9,0.0001,2,4,2,1,0
ञ्चि,ñci,Yci,547,0.0038,47,77,176,171,76
ञ्चिं,ñciṃ,YciM,3,0.0,0,0,3,0,0
ञ्चिः,ñciḥ,YciH,4,0.0,0,0,3,1,0
ञ्ची,ñcī,YcI,111,0.0008,7,17,32,40,14
ञ्चीं,ñcīṃ,YcIM,12,0.0001,0,2,2,3,5
ञ्चु,ñcu,Ycu,355,0.0025,1,20,78,205,51
ञ्चुं,ñcuṃ,YcuM,3,0.0,0,0,0,3,0
