lemma_iast	lemma_slp1	n1	n2	n3	n4	n5	dist_12	dist_23	dist_34	dist_45	dist_15	fshift_12	fshift_23	fshift_34	fshift_45	fshift_15	graded_rank_12	binary_changed_12
pālay	pAlay	4	339	153	47	34		0.789747					0.699309					
pāna	pAna	80	295	532	204	83	0.819552	0.630152	0.740251	0.772977	0.853731	1.444797	1.299156	1.080096	0.138004	1.80186	989	0
pānīya	pAnIya	1	76	101	54	24		0.837574	0.829564				0.858728	0.600563				
pāpa	pApa	346	1604	922	451	803	0.751693	0.609891	0.647723	0.677199	0.765599	1.774984	0.350391	0.728878	2.267663	2.963377	1215	0
pāpman	pApman	739	79	51	16	12	0.854086	0.8109				3.663496	0.182911				767	0
pāpīyas	pApIyas	129	53	19	11	3	0.918509					1.721153					221	1
pāra	pAra	128	132	70	67	14	0.869161	0.850787	0.877638			0.393452	0.466667	0.239567			648	0
pārada	pArada	1	6	14	605	294				0.597871					0.394271			
pāraga	pAraga	2	94	54	15	25		0.738555					0.351257					
pārtha	pArTa	11	2054	48	199	117				0.888212					0.66913			
pārthiva	pArTiva	165	1150	304	129	57	0.920866	0.773679	0.831834	0.909679	0.930845	2.36325	1.471046	0.933939	0.257053	0.215317	202	1
pārvatī	pArvatI	0	12	79	134	41			0.90489					1.065069				
pārśva	pArSva	82	288	443	235	102	0.820043	0.625552	0.708997	0.792746	0.869359	1.374527	1.069682	0.611885	0.231298	2.063622	988	0
pāta	pAta	4	85	135	104	55		0.824667	0.836092	0.838784			1.115869	0.073615	0.51631			
pātaka	pAtaka	26	46	85	60	110			0.793863	0.865401				0.199739	2.309859			
pātana	pAtana	3	27	25	112	59				0.731131					0.510678			
pātay	pAtay	33	450	184	217	45		0.798582	0.847112				0.841775	0.54075				
pātra	pAtra	973	172	432	599	307	0.80404	0.716626	0.689427	0.607346	0.756705	2.937877	1.777067	0.774286	0.471073	0.084548	1070	0
pātāla	pAtAla	0	56	89	68	55		0.82655	0.814599	0.826018			1.116823	0.08551	1.129287			
pāvaka	pAvaka	208	493	148	96	32	0.8882	0.743873	0.822946			0.807158	1.287546	0.32173			477	0
pāvana	pAvana	23	87	63	40	41		0.789126					0.017219					
pāyasa	pAyasa	49	52	89	42	17		0.752362					1.223738					
pāśa	pASa	418	217	192	213	34	0.837532	0.727298	0.768208			1.383654	0.271856	0.452508			887	0
pāṃsu	pAMsu	64	96	41	11	4	0.881633					0.147116					534	0
pāṇi	pARi	554	613	442	167	88	0.740817	0.661838	0.72237	0.795655	0.806539	0.291845	0.023396	1.101437	0.511117	0.905561	1231	0
pāṇḍava	pARqava	0	3474	56	144	41		0.807269	0.814594				5.506583	1.665331				
pāṇḍu	pARqu	8	959	337	401	111		0.755316	0.614341	0.594683			1.060338	0.553615	0.417653			
pāṇḍura	pARqura	1	116	71	67	32		0.754666	0.89722				0.25979	0.219103				
pāṣāṇa	pAzARa	3	37	38	168	58				0.819811					0.098946			
pīta	pIta	9	133	269	454	145		0.625518	0.651275	0.632906			1.464624	1.057847	0.211249			
pīḍay	pIqay	27	449	263	93	61		0.801985	0.821332	0.889879			0.323208	1.196999	0.826969			
pīḍā	pIqA	3	41	107	51	19			0.822225					0.766281				
pīṭha	pIWa	0	27	65	59	57			0.864843	0.844538				0.163036	1.385637			
pū	pU	1647	182	178	98	76	0.869654	0.754885	0.800369	0.830585	0.847321	3.615676	0.416383	0.558263	1.068608	2.688948	646	0
pūjana	pUjana	4	40	75	103	37			0.841737					0.760443				
pūjay	pUjay	16	1093	834	664	476		0.634899	0.652276	0.676988			0.05827	0.026103	0.955168			
pūjā	pUjA	15	332	191	287	122		0.747962	0.763909	0.73663			0.349166	0.890239	0.20122			
pūray	pUray	138	143	160	216	119	0.87998	0.841078	0.827478	0.775114	0.866628	0.386499	0.610501	0.73572	0.57532	1.535042	550	0
pūru	pUru	28	65	66	11	1		0.41118					0.470471					
pūruṣa	pUruza	64	58	21	35	6	0.953175					0.579865					25	1
pūrva	pUrva	1853	1171	1340	1323	467	0.818237	0.734174	0.707137	0.795679	0.787397	1.099968	0.642936	0.284341	0.066929	0.239619	1000	0
pūrvaka	pUrvaka	7	104	211	116	46		0.803895	0.803423				1.469104	0.560357				
pūrvam	pUrvam	108	1044	593	426	166	0.880174	0.718462	0.794645	0.871303	0.915512	2.835172	0.367573	0.174418	0.07572	2.368901	547	0
pūrvavat	pUrvavat	109	22	230	561	39			0.857212					1.589128				
pūrṇa	pUrRa	13	248	233	111	41		0.806255	0.834739				0.358434	0.767009				
pṛ	pf	532	303	240	302	135	0.848367	0.756443	0.774534	0.769042	0.827183	1.249955	0.112161	0.634275	0.273801	0.229718	806	0
pṛtanā	pftanA	130	56	6	13	1	0.937767					1.652859					85	1
pṛthak	pfTak	194	477	443	513	137	0.847201	0.780175	0.769558	0.848091	0.89678	0.860086	0.341762	0.514413	0.469393	1.246868	816	0
pṛthivī	pfTivI	2075	1103	472	219	158	0.82538	0.667999	0.759954	0.866146	0.813007	1.349525	0.77613	0.805095	0.964384	1.966366	953	0
pṛthu	pfTu	158	129	198	134	13	0.914975	0.849322	0.79395			0.7304	1.066574	0.260507			247	1
pṛṣṭha	pfzWa	604	271	324	209	107	0.819251	0.647288	0.725162	0.752452	0.81069	1.594102	0.706145	0.32973	0.469498	0.748189	990	0
pṛṣṭhatas	pfzWatas	11	272	93	28	11		0.760766					1.09986					
racay	racay	0	19	72	109	19			0.839009					0.90102				
rahas	rahas	5	75	87	106	10		0.828064	0.853393				0.662569	0.587738				
rahasya	rahasya	19	78	88	75	22		0.880505	0.843811				0.622474	0.072148				
rahita	rahita	0	55	126	153	84		0.900022	0.869242	0.774092			1.644365	0.582869	0.57032			
rajanī	rajanI	3	128	124	108	20		0.867124	0.825611				0.402641	0.103452				
rajas	rajas	284	389	379	386	114	0.878073	0.742685	0.744095	0.735779	0.918587	0.016033	0.410872	0.329164	0.324177	0.431892	569	0
rajata	rajata	84	75	77	117	49	0.779986	0.763111	0.805279			0.601345	0.486412	0.906339			1153	0
rakta	rakta	15	399	1013	975	275		0.557292	0.562036	0.584823			1.792618	0.247601	0.390581			
raktapitta	raktapitta	0	55	67	60	8		0.604156	0.654458				0.733174	0.143562				
rakṣ	rakz	398	849	305	308	69	0.839471	0.755675	0.813789	0.851279	0.88574	0.65515	1.028511	0.316882	0.722872	0.779351	870	0
rakṣas	rakzas	995	849	141	126	39	0.850703	0.733396	0.802221			0.666778	2.141625	0.140489			793	0
rakṣaṇa	rakzaRa	8	133	78	41	20		0.873063					0.321436					
rakṣā	rakzA	4	124	139	112	16		0.865963	0.870283				0.613189	0.008825				
ram	ram	175	674	406	191	109	0.917316	0.72684	0.777472	0.849053	0.913412	1.507548	0.282825	0.785146	0.626145	1.065722	227	1
ramya	ramya	0	367	249	87	35		0.67395	0.772816				0.11119	1.214298				
randhra	ranDra	3	17	57	76	29			0.860386					0.717798				
rasa	rasa	833	856	1627	5353	1404	0.829171	0.517926	0.592843	0.515274	0.865386	0.398552	1.374976	2.020894	0.495415	2.501904	935	0
rasaka	rasaka	0	0	2	186	66				0.527098					0.059375			
rasendra	rasendra	0	0	1	232	59				0.673951					0.539948			
rasāyana	rasAyana	0	76	103	677	118		0.682683	0.720464	0.664182			0.887017	3.019272	1.084979			
ratha	raTa	1171	4923	578	347	68	0.743679	0.52921	0.652996	0.848565	0.785134	1.633951	2.641952	0.433373	0.915939	2.357313	1228	0
rati	rati	30	220	270	196	49		0.814603	0.757098				0.7439	0.159345				
ratna	ratna	168	776	682	527	242	0.894731	0.570499	0.663925	0.703346	0.898882	1.769749	0.262159	0.069208	0.312594	2.275295	428	0
raudra	rOdra	82	272	114	61	36	0.905252	0.794898	0.825496			1.292065	0.806129	0.599392			314	1
rava	rava	17	146	97	30	16		0.764291					0.141467					
ravi	ravi	5	128	197	239	99		0.770233	0.776249	0.719916			1.070496	0.581576	0.16388			
rañj	raYj	7	61	67	62	13		0.898056	0.874168				0.583796	0.190868				
rañjay	raYjay	0	36	55	188	38			0.864223					2.07599				
raśmi	raSmi	397	214	192	59	29	0.861106	0.734857	0.816786			1.329374	0.29194	1.399559			712	0
raṅga	raNga	2	76	119	50	26		0.81295	0.881903				1.095335	0.948201				
raṇa	raRa	59	2140	252	146	24	0.900155	0.673198	0.754436			4.742906	2.637671	0.484694			369	0
retas	retas	828	74	82	37	27	0.882913	0.693389				3.92188	0.596543				523	0
ripu	ripu	39	314	137	95	31		0.811723	0.829412				0.748144	0.225416				
roga	roga	47	382	668	993	245		0.547964	0.534767	0.54132			1.25472	0.874707	0.583622			
rogin	rogin	1	29	98	57	26			0.738106					0.479059				
rohiṇī	rohiRI	74	73	93	72	18	0.949196	0.829034	0.823522			0.457475	0.797779	0.066473			39	1
roman	roman	29	115	178	80	41		0.7608	0.741228				1.078688	0.851044				
roṣa	roza	4	264	94	31	9		0.817828					1.041361					
ruc	ruc	333	216	82	47	30	0.959994	0.886915				1.062337	0.948891				11	1
ruci	ruci	16	74	120	197	30		0.855169	0.785608				1.145882	1.017922				
rucira	rucira	0	131	60	80	22		0.806399	0.855804				0.678088	0.717798				
rud	rud	59	326	187	86	14	0.86776	0.704146	0.766297			2.028239	0.353389	0.817869			661	0
rudh	ruD	70	87	104	576	57	0.968672	0.899954	0.871509	0.659332	0.968536	0.124186	0.705941	2.772246	1.901645	1.452356	6	1
rudhira	ruDira	14	393	165	93	38		0.706595	0.780891				0.803619	0.524403				
rudra	rudra	1012	450	1066	463	361	0.780858	0.651639	0.647479	0.761417	0.80532	1.607059	1.692655	0.900362	1.076377	0.261611	1150	0
ruh	ruh	304	30	88	63	12			0.8877					0.179391				
ruj	ruj	62	87	400	182	32	0.955177	0.650441	0.57683			0.050901	2.649357	0.833301			21	1
rujā	rujA	2	37	210	105	19			0.666553					0.697239				
rukma	rukma	184	163	25	21	16	0.8776					0.61268					570	0
ruṣ	ruz	10	83	72	37	12		0.880831					0.24333					
rāga	rAga	5	301	514	325	98		0.699528	0.733603	0.73315			1.220449	0.358568	0.294196			
rāhu	rAhu	16	62	51	36	9		0.799896					0.166673					
rāj	rAj	142	219	140	78	14	0.931543	0.795015	0.858903			0.187194	0.19706	0.54112			121	1
rāja	rAja	30	2341	319	227	117		0.690126	0.780345	0.87322			2.427052	0.188103	0.479206			
rājan	rAjan	1749	11762	2737	2430	680	0.770497	0.506235	0.550523	0.703053	0.778584	2.311685	1.655022	0.131122	0.40196	0.385825	1174	0
rājanya	rAjanya	363	65	31	22	8	0.877429					2.919304					572	0
rājasūya	rAjasUya	82	112	24	9	7	0.903383					0.011957					336	0
rājata	rAjata	21	68	81	10	8		0.736026					0.700831					
rāji	rAji	3	34	64	66	3			0.907874					0.347155				
rājya	rAjya	160	1370	448	299	82	0.866512	0.661265	0.715669	0.764792	0.9005	2.660186	1.164161	0.280592	0.43106	0.784373	676	0
rākṣasa	rAkzasa	14	2112	225	195	40		0.647476	0.727056				2.782169	0.09631				
rāma	rAma	29	3175	363	148	60		0.628524	0.676257	0.740946			2.680271	0.991611	0.132827			
rātra	rAtra	681	248	325	151	101	0.759881	0.64492	0.755266	0.709742	0.821075	1.895161	0.838544	0.80313	0.855197	1.00455	1196	0
rātri	rAtri	768	444	377	299	119	0.801091	0.675731	0.764699	0.772081	0.844298	1.228393	0.212449	0.031658	0.106206	0.941396	1082	0
rāvaṇa	rAvaRa	0	1053	85	19	44		0.726392					3.182454					
rāśi	rASi	20	101	127	142	44		0.830322	0.837866				0.778918	0.463823				
rāṣṭra	rAzwra	469	429	95	44	15	0.884515	0.783668				0.566456	1.726534				512	0
rūkṣa	rUkza	16	180	381	299	78		0.563241	0.522554	0.500819			1.530238	0.046885	0.503209			
rūpa	rUpa	2213	2352	1825	1872	610	0.813599	0.620377	0.672293	0.718693	0.839537	0.349962	0.082453	0.339445	0.182309	0.110373	1017	0
rūpin	rUpin	10	126	235	183	59		0.829034	0.799667	0.836301			1.347681	0.058056	0.197667			
rūpya	rUpya	0	55	36	148	82				0.737881					0.583489			
sa	sa	1305	5064	4772	2849	895	0.78135	0.55066	0.598093	0.660492	0.791089	1.518381	0.362761	0.441378	0.235106	1.204659	1147	0
sabhā	saBA	87	446	130	73	16	0.894827	0.801088	0.883439			1.92011	1.330088	0.529782			425	0
sad	sad	875	151	74	45	24	0.920871	0.842712				2.972581	0.580507				201	1
sadana	sadana	213	86	75	50	16	0.967645	0.774671	0.769619			1.746291	0.250998	0.282202			7	1
sadbhāva	sadBAva	0	25	62	70	1			0.84734					0.477848				
sadyas	sadyas	159	210	301	253	70	0.911881	0.809018	0.786886	0.842143	0.913745	0.036484	0.967818	0.052135	0.418321	0.565149	264	1
sadā	sadA	243	1219	715	653	270	0.871781	0.687292	0.723155	0.787889	0.888226	1.888824	0.321239	0.171901	0.161266	1.900752	629	0
sadṛśa	sadfSa	36	531	241	261	76		0.788967	0.819409	0.814644			0.691234	0.417778	0.344588			
sah	sah	289	244	125	128	25	0.897064	0.82045	0.795216			0.682034	0.516509	0.336977			399	0
saha	saha	1262	2989	1390	1014	560	0.808247	0.625924	0.685226	0.769744	0.823217	0.806105	0.656134	0.152266	0.578831	0.576536	1048	0
sahaja	sahaja	3	44	68	55	19			0.875184					0.003342				
sahas	sahas	348	354	117	72	17	0.915665	0.824336	0.914943			0.413184	1.148797	0.397679			238	1
sahasra	sahasra	1077	1719	1294	583	550	0.798134	0.567875	0.652043	0.75393	0.829711	0.236705	0.038712	0.847509	1.351326	0.779234	1094	0
sahasraśas	sahasraSas	18	474	143	21	22		0.754287					1.280428					
sahasrākṣa	sahasrAkza	11	126	54	13	7		0.840493					0.773948					
sahasā	sahasA	2	266	102	116	40		0.841863	0.846351				0.934413	0.488317				
sahita	sahita	13	1015	248	273	196		0.805861	0.81442	0.77026			1.584623	0.441322	0.957343			
sahāya	sahAya	4	261	112	53	11		0.838774	0.82492				0.772107	0.776674				
saindhava	sEnDava	6	259	310	271	72		0.749872	0.560852	0.623639			0.70776	0.108786	0.476834			
sainya	sEnya	1	1191	165	120	17		0.706741	0.799321				2.403191	0.156671				
sakala	sakala	6	63	403	321	85		0.882403	0.80626	0.786141			3.1258	0.025446	0.481649			
sakhi	saKi	527	264	79	157	35	0.871804	0.843487	0.827889			1.435111	1.292169	1.293601			628	0
sakhya	saKya	220	90	19	28	4	0.910129					1.727353					274	1
sakhī	saKI	18	87	238	296	53		0.820919	0.746986	0.798736			1.900319	0.617397	1.046143			
saktu	saktu	145	53	83	31	1	0.814234	0.748874				1.889835	1.095563				1011	0
sakāśa	sakASa	27	128	106	29	9		0.798435					0.176365					
sakṛt	sakft	422	64	142	97	76	0.901398	0.845241	0.808185	0.862993	0.841312	3.158945	1.598191	0.247073	1.083405	0.724423	353	0
salila	salila	76	288	288	200	74	0.883754	0.730012	0.771703	0.85091	0.86853	1.484151	0.448444	0.223308	0.000987	1.710275	515	0
sama	sama	334	1705	1128	2107	562	0.810776	0.67896	0.697978	0.622207	0.888657	1.914006	0.14756	1.204184	0.471158	2.499471	1032	0
samam	samam	22	39	81	172	25			0.903679					1.389176				
samantataḥ	samantataH	1	509	206	34	30		0.727426					0.856577					
samantāt	samantAt	5	290	110	24	38		0.828895					0.950105					
samanvita	samanvita	2	392	322	240	118		0.803308	0.803744	0.755097			0.164651	0.121265	0.411142			
samara	samara	18	1232	101	88	16		0.785511	0.879647				3.160131	0.103981				
samarpay	samarpay	14	71	57	81	16		0.926474	0.901919				0.131587	0.809721				
samartha	samarTa	8	250	106	55	34		0.82684	0.89245				0.78942	0.6438				
samasta	samasta	42	113	293	230	113		0.884451	0.826388	0.837672			1.823022	0.046506	0.410079			
samaya	samaya	18	474	345	173	122		0.680587	0.793407	0.857387			0.009846	0.693063	0.931499			
sambandha	sambanDa	32	90	267	157	50		0.808272	0.778842	0.898695			2.017287	0.463314	0.215375			
sambandhin	sambanDin	2	92	63	57	10		0.816927	0.844659				0.097838	0.158371				
sambhava	samBava	16	269	405	281	127		0.807954	0.793535	0.787031			1.03876	0.224591	0.289648			
sambhram	samBram	0	157	50	24	3		0.861755					1.20232					
sambhrama	samBrama	0	86	91	45	2		0.856767					0.529974					
sambhāra	samBAra	154	68	51	32	7	0.918518	0.864494				1.61717	0.033407				220	1
sambhāvay	samBAvay	14	58	78	48	3		0.947041					0.875866					
sambhū	samBU	450	448	317	189	73	0.880138	0.799069	0.875022	0.854876	0.886527	0.444272	0.050572	0.443336	0.062972	0.875208	548	0
sambhṛ	samBf	482	79	54	27	39	0.896452	0.934412				3.046955	0.100449				409	0
same	same	72	409	83	57	20	0.919611	0.856337	0.922564			2.068186	1.852473	0.239389			214	1
sami	sami	85	100	29	15	10	0.939802					0.203381					72	1
samindh	saminD	395	62	11	7	14	0.854331					3.109359					764	0
samman	samman	2	263	58	68	15		0.886944	0.868214				1.732494	0.532243				
sampad	sampad	390	898	394	249	99	0.86392	0.719646	0.775796	0.845669	0.895925	0.765395	0.740075	0.359289	0.104745	0.229225	694	0
samprasthā	samprasTA	1	100	61	3	8		0.855642					0.264675					
samprati	samprati	42	50	50	105	21		0.852681	0.912847				0.448444	1.37315				
samprāp	samprAp	6	410	201	120	67		0.796705	0.83815	0.871811			0.579984	0.4414	0.594589			
sampuṭa	sampuwa	0	2	31	251	69				0.557761					0.427629			
sampūjay	sampUjay	14	156	199	74	67		0.839407	0.785461	0.768833			0.799667	1.12441	1.292026			
sampṛ	sampf	8	111	78	84	39		0.837891	0.862404				0.060569	0.409676				
samudbhava	samudBava	0	33	96	62	40			0.842953					0.328005				
samudra	samudra	591	457	398	114	98	0.809114	0.701617	0.750965	0.79394	0.817534	0.80881	0.249019	1.500974	1.21721	0.843555	1040	0
samutpad	samutpad	4	123	102	39	27		0.885141					0.178355					
samutthā	samutTA	21	152	79	62	21		0.87124	0.865583				0.495702	0.046824				
samyak	samyak	23	614	531	500	121		0.74322	0.784679	0.768496			0.238918	0.215977	0.611531			
samyaksambuddha	samyaksambudDa	0	192	175	0	175		0.569932					0.314693					
samā	samA	85	136	86	36	14	0.862398	0.799107				0.240226	0.212754				703	0
samācar	samAcar	8	128	169	84	83		0.804161	0.794113	0.817975			0.849324	0.705801	1.418112			
samādhi	samADi	1	146	160	112	55		0.694078	0.806736	0.83999			0.580548	0.211812	0.409395			
samādhā	samADA	64	169	67	26	11	0.93517	0.92144				0.963033	0.886346				102	1
samāgam	samAgam	10	489	138	71	36		0.814512	0.87272				1.376722	0.656016				
samāgama	samAgama	5	203	67	39	22		0.895613					1.150802					
samāhita	samAhita	13	301	205	66	52		0.785371	0.745053	0.801931			0.105695	1.332325	1.091436			
samākhyā	samAKyA	2	67	109	70	33		0.895756	0.908685				1.150539	0.33614				
samāna	samAna	792	222	210	187	71	0.837957	0.793614	0.792592	0.861583	0.881879	2.272787	0.368274	0.13541	0.038243	1.73086	880	0
samānī	samAnI	51	110	22	35	10	0.950774					0.671088					33	1
samāp	samAp	97	94	77	55	18	0.925328	0.858496	0.880778			0.48317	0.160642	0.182666			170	1
samāruh	samAruh	52	77	36	32	13	0.98528					0.128501					2	1
samāsa	samAsa	19	50	93	29	15		0.799406					1.343747					
samāsāday	samAsAday	3	370	56	25	27		0.867191					2.275582					
samāviś	samAviS	1	138	57	34	8		0.923738					0.82719					
samāvṛ	samAvf	4	142	71	9	14		0.861859					0.551556					
samāyuj	samAyuj	0	118	64	115	47		0.886443	0.912265				0.434199	1.148251				
samāśri	samASri	1	134	87	30	28		0.892553					0.174701					
samīpa	samIpa	22	270	181	95	57		0.855388	0.837414	0.912892			0.128525	0.627229	0.698424			
samṛdh	samfD	318	182	42	17	12	0.899451					1.242934					375	0
sanatkumāra	sanatkumAra	4	30	99	96	13			0.849503					0.258367				
sanātana	sanAtana	14	378	205	44	56		0.704813					0.434318					
sapatna	sapatna	347	67	20	7	2	0.905566					2.810549					310	1
saptama	saptama	197	76	208	125	41	0.85997	0.778609	0.742685			1.81197	1.900957	0.431895			722	0
saptan	saptan	1110	649	894	1044	387	0.801564	0.675954	0.708443	0.701038	0.827635	1.212115	0.910501	0.526536	0.003674	0.228595	1080	0
sara	sara	4	23	83	90	51			0.566151	0.464535				0.419575	0.615962			
saras	saras	20	228	202	101	25		0.739347	0.800049				0.273766	0.697239				
sarasvatī	sarasvatI	475	228	119	129	58	0.851008	0.847993	0.844354	0.796531	0.774782	1.49674	0.489628	0.41917	0.282144	1.285054	788	0
sarga	sarga	38	125	340	161	10		0.776183	0.745647				1.892051	0.775713				
sarit	sarit	8	241	129	63	106		0.76163	0.748657	0.798135			0.453218	0.731186	2.186031			
sarpa	sarpa	254	328	240	156	63	0.841716	0.716867	0.759915	0.823223	0.874945	0.068979	0.002217	0.318727	0.127268	0.262656	853	0
sarpis	sarpis	148	225	657	172	43	0.735899	0.481217	0.597842			0.166482	1.994413	1.630724			1236	0
sarva	sarva	6288	14320	7816	5645	3107	0.754721	0.577199	0.61134	0.641443	0.748857	0.749512	0.425085	0.166696	0.573939	0.73167	1210	0
sarvadā	sarvadA	27	95	181	159	45		0.828495	0.862037				1.378435	0.115798				
sarvajña	sarvajYa	0	178	110	81	32		0.835524	0.863875				0.245929	0.138749				
sarvatas	sarvatas	223	543	272	156	39	0.866916	0.740832	0.815378			0.846062	0.548901	0.4993			668	0
sarvathā	sarvaTA	1	185	123	94	19		0.854439	0.858966				0.140423	0.085165				
sarvatra	sarvatra	181	190	179	212	70	0.900951	0.850307	0.83476	0.874468	0.933017	0.367836	0.362404	0.546866	0.163247	0.378186	360	0
sarvaśas	sarvaSas	36	592	128	33	11		0.841631					1.761009					
sarṣapa	sarzapa	23	44	139	88	23			0.73005					0.356749				
sasya	sasya	36	87	88	36	10		0.78687					0.464932					
sat	sat	89	631	376	449	139	0.893224	0.727203	0.73982	0.812117	0.906051	2.387917	0.298463	0.558744	0.256241	2.391957	448	0
satatam	satatam	6	528	208	161	63		0.78134	0.856747	0.862012			0.89551	0.066762	0.081753			
satkṛ	satkf	1	322	54	29	23		0.684897					2.127585					
sattama	sattama	4	1029	303	55	161		0.773867	0.833049	0.918065			1.315409	2.159053	2.984947			
