'Текст';'Middle Date';'IF.Present Ind.';'FF. Imperfect ind';'IF.Future passive particle';'FF. Present Passive';'FF. Future Ind.';'IF.Infinitive';'IF.Present Passive';'FF. Aorist Ind. Root.';'FF. Perfect Ind. Peri.';'FF. Pres. Imperative Passive';'FF. Aorist Jus.';'IF.Past Active Participle';'FF. Aorist Ind. Them.';'IF.Perfect Ind.';'FF. Future. Ind. Peri.';'FF. Pres. Sub.';'FF. Imperfect Ind. Passive ';'FF. Aorist Ind. S.';'FF.  Aorist Imp.';'FF.  Present Jus.';'IF.Future Ind.';'FF.  Aorist Sub.';'FF. Aorist Ind. Is.';'FF. Aorist Ind. Red.';'FF. Pres. Opt Passive';'FF. Aorist Ind. Passive';'FF.  Aorist Jus./Sub./Opt/Perf_Opt';'FF. Future Cond.';'FF. Aorist Prec.';'FF. Perfect Sub';'IF.Aorist Ind. Them.';'FF.  Perfect Imp';'IF.Aorist Ind. Root.';'FF.  Plp. ind.';'FF.  Perfect Opt.';'FF. Aorist Ind. Sa.';'FF.  Perfect Jus.';'IF.Aorist Ind. S.';'FF. Aorist Ind. Sis.';'IF.Pres. Potential';'IF. Perfect Imp';'IF.Aorist Ind. Red.';'IF.Aorist Ind. Is.';'FF. 17';'FF. 18';'FF. Past Passive Participle';'FF. Past Active Participle';'FF. Future passive particle';'FF. Infinitive';'FF. Absolutive';'FF. 31';'FF. 34?';'IF.Pres. Imp.';'IF.Imperfect ind';'IF.Future Cond.';'IF.Future. Ind. Peri.';'IF.Aorist Ind. Sa.';'IF.Aorist Prec.';'IF.Perfect Ind. Peri.';'IF.17';'IF.18';'IF.Pres. Sub.';'IF.Pres. Imperative Passive';'IF.Imperfect Ind. Passive ';'IF.Aorist Ind. Passive';'IF.Pres. Opt Passive';'IF.Aorist Jus.';'IF.31';'IF. Aorist Jus./Sub./Opt/Perf_Opt';'IF. Aorist Imp.';'IF.34?';'IF.Aorist Ind. Sis.';'IF.Perfect Sub';'IF. Perfect Jus.';'IF. Perfect Opt.';'IF. Present Jus.';'IF. Plp. ind.';'IF. Aorist Sub.';'Сумма всех форм'
'"""Tantrākhyāyikā"""';350;63;126;35;37;39;32;16;0;6;23;2;56;9;0;2;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;449
'"""Vaikhānasadharmasūtra"""';350;47;1;26;6;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;86
'"""Viṃśatikākārikā"""';350;0;1;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9
'"""Viṃśatikāvṛtti"""';350;13;2;15;43;2;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;78
'"""Arthaśāstra"""';200;151;2;93;47;11;11;13;1;1;14;2;0;0;0;1;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;364
'"""Mūlamadhyamakārikāḥ"""';200;36;1;9;98;22;4;22;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;199
'"""Manusmṛti"""';200;449;59;371;254;29;36;18;2;2;7;4;14;2;1;1;0;1;0;0;0;9;0;1;1;7;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1270
'"""Suśrutasaṃhitā"""';200;460;16;1036;766;442;59;138;2;1;1;1;39;1;0;5;0;1;0;0;0;16;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3003
'"""Avadānaśataka"""';150;86;55;65;214;152;58;10;1;12;21;1;45;33;1;1;0;0;19;0;0;0;0;0;0;0;10;0;4;9;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;802
'"""Buddhacarita"""';150;207;66;57;72;49;99;48;11;29;17;8;5;9;7;3;0;0;4;0;0;0;0;3;2;0;1;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;702
'"""Carakasaṃhitā"""';150;615;34;650;648;286;102;113;6;2;6;2;20;4;2;2;0;0;0;0;0;18;0;0;0;8;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2520
'"""Nyāyasūtra"""';150;11;0;19;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32
'"""Rāmāyaṇa"""';150;3357;3023;678;518;1904;1236;372;112;436;355;68;114;135;24;47;0;71;15;0;6;23;0;5;4;16;0;0;10;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12533
'"""Saundarānanda"""';150;227;56;97;74;42;75;44;12;11;11;6;6;21;11;1;0;0;11;0;0;0;0;10;40;2;9;0;2;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;780
'"""Vaiśeṣikasūtra"""';150;18;0;1;17;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40
'"""Saṅghabhedavastu"""';100;43;8;30;29;54;32;6;62;0;11;3;18;12;0;0;0;0;6;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;331
'"""Lalitavistara"""';50;131;92;59;107;162;53;20;163;5;26;4;16;36;0;0;0;0;25;0;21;1;0;0;0;1;2;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;928
'"""Aṣṭasāhasrikā"""';0;457;8;637;229;1550;83;185;29;2;0;24;3;197;0;0;0;0;5;0;0;9;0;0;0;29;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3450
'"""Divyāvadāna"""';0;363;110;354;206;636;319;51;48;7;27;3;27;138;5;0;0;0;70;0;1;2;0;0;0;1;5;0;14;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2398
'"""Mahābhārata"""';0;14941;17351;3626;4035;6184;3757;1899;890;1986;837;501;863;570;183;717;0;603;258;1;15;201;0;156;98;129;2;0;134;12;1;0;0;0;0;0;3;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59960
'"""Nāṭyaśāstra"""';0;11;15;169;41;43;10;0;1;1;25;0;5;0;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;325
'"""Baudhāyanadharmasūtra"""';-77;20;3;5;9;3;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;4;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49
'"""Śvetāśvataropaniṣad"""';-150;11;5;14;19;3;1;1;0;1;0;3;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60
'"""Kaṭhopaniṣad"""';-150;32;10;22;19;7;6;6;1;0;0;2;1;2;3;4;0;0;3;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;120
'"""Muṇḍakopaniṣad"""';-150;23;2;8;8;0;0;3;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47
'"""Gautamadharmasūtra"""';-200;38;0;25;11;1;1;2;0;0;1;0;0;0;0;2;0;0;0;0;0;1;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;87
'"""Ṛgvedavedāṅgajyotiṣa"""';-449;0;0;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
'"""Aitareyopaniṣad"""';-499;5;56;2;2;0;7;0;0;0;0;0;0;1;0;0;0;8;0;0;0;0;0;1;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;96
'"""Āpastambaśrautasūtra"""';-499;14;0;4;1;0;0;3;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26
'"""Atharvaprāyaścittāni"""';-499;7;1;0;2;0;2;2;1;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21
'"""Baudhāyanaśrautasūtra"""';-499;6;0;1;0;0;2;1;2;0;0;1;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20
'"""Kātyāyanaśrautasūtra"""';-499;2;0;0;0;0;0;0;3;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
'"""Kauṣītakyupaniṣad"""';-499;4;0;2;1;5;0;0;1;0;0;0;0;1;2;0;1;0;1;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21
'"""Taittirīyopaniṣad"""';-499;2;0;0;1;5;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11
'"""Nirukta"""';-549;2;0;6;7;7;1;0;0;2;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30
'"""Śāṅkhāyanagṛhyasūtra"""';-550;5;1;1;0;2;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12
'"""Āśvalāyanagṛhyasūtra"""';-550;13;0;0;1;3;0;1;0;0;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25
'"""Āpastambagṛhyasūtra"""';-550;11;1;10;6;1;0;3;2;0;0;0;1;1;0;0;0;0;2;0;0;2;0;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45
'"""Baudhāyanagṛhyasūtra"""';-550;20;2;7;11;2;1;2;5;0;1;6;4;1;2;0;1;0;0;0;0;1;2;0;1;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72
'"""Bhāradvājagṛhyasūtra"""';-550;1;0;1;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6
'"""Gobhilagṛhyasūtra"""';-550;7;3;3;1;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19
'"""Hiraṇyakeśigṛhyasūtra"""';-550;18;3;2;0;0;1;2;1;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39
'"""Jaiminigṛhyasūtra"""';-550;55;10;8;7;13;3;7;9;0;4;11;0;3;2;0;1;0;6;0;0;4;0;8;5;2;0;1;0;15;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177
'"""Kāṭhakagṛhyasūtra"""';-550;1;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
'"""Khādiragṛhyasūtra"""';-550;20;2;3;0;3;0;1;2;0;0;1;0;8;0;0;0;0;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44
'"""Mānavagṛhyasūtra"""';-550;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
'"""Pāraskaragṛhyasūtra"""';-550;4;3;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12
'"""Vārāhagṛhyasūtra"""';-550;26;23;8;3;8;3;4;3;0;0;0;0;0;1;0;0;0;0;0;0;4;0;12;0;0;0;0;0;8;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;106
'"""Bṛhadāraṇyakopaniṣad"""';-599;158;213;26;71;36;16;16;31;12;1;23;0;23;2;2;2;6;14;0;0;17;0;14;4;1;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;691
'"""Chāndogyopaniṣad"""';-599;144;66;33;53;54;6;10;20;27;0;8;0;25;1;32;0;1;6;0;1;10;0;7;0;1;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;531
'"""Kauśikasūtra"""';-650;61;10;20;6;5;1;1;5;0;2;4;0;0;7;0;12;0;2;1;1;7;0;3;2;0;1;1;0;3;0;2;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;161
'"""Śāṅkhāyanāraṇyaka"""';-750;118;30;21;58;35;8;6;29;6;1;29;0;19;3;1;0;0;6;1;1;24;0;5;0;3;2;1;0;13;0;1;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;430
'"""Śatapathabrāhmaṇa"""';-800;28;29;8;12;5;4;2;4;2;0;0;0;2;4;0;3;0;0;0;0;6;0;2;3;1;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;121
'"""Aitareyabrāhmaṇa"""';-800;532;1017;148;193;75;47;65;72;10;0;40;7;28;115;11;79;12;20;25;41;26;30;19;16;18;13;6;3;4;2;3;5;0;7;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2692
'"""Gopathabrāhmaṇa NEW"""';-800;89;222;12;48;33;6;3;1;3;2;13;1;14;26;0;3;4;5;0;7;4;0;2;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;502
'"""Jaiminīyabrāhmaṇa"""';-800;27;75;3;9;14;2;1;1;0;0;1;0;2;5;3;5;1;2;0;0;2;0;2;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;164
'"""Maitrāyaṇīsaṃhitā"""';-800;63;207;39;24;11;12;4;26;3;0;4;0;7;18;0;12;5;8;3;2;6;1;7;2;2;0;2;0;0;0;2;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;473
'"""Pañcaviṃśabrāhmaṇa"""';-800;199;940;135;176;19;22;12;34;0;1;30;0;16;86;1;7;39;6;1;2;4;0;5;4;3;9;21;1;12;0;0;1;0;0;0;6;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1793
'"""Taittirīyasaṃhitā"""';-800;21;34;11;5;5;5;1;3;0;0;3;0;4;1;0;2;1;0;2;1;0;0;0;1;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;104
'"""Atharvaveda Śaunaka)"""';-1100;897;483;67;76;50;78;29;151;0;34;241;0;94;135;11;297;1;49;59;58;12;97;79;74;0;8;33;0;15;6;14;16;4;13;5;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3194
'"""Ṛgvedakhilāni"""';-1100;28;9;1;0;2;8;0;2;0;0;7;0;2;6;1;4;0;0;2;3;0;3;1;2;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;85
'"""Ṛgveda"""';-1350;4314;1893;259;233;18;807;124;716;0;11;945;0;220;1026;184;828;5;251;894;725;25;606;123;141;0;230;214;3;37;182;137;135;143;120;91;15;22;17;3;1;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15702
'Итоги';;43156;35921;23942;19819;17149;10379;5130;4293;3668;2948;2366;2350;2276;1791;1290;1265;1083;1039;992;899;855;741;720;582;502;420;291;269;221;192;164;160;149;140;96;92;25;17;15;10;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;187422
