Лемма	Класс	Форма	Лицо	Число	Время/наклонение	Примеры
atihṛ	1	atiharati	Third	Sg.	"Present Ind."	"    1"
atihṛ	1	atihara	Second	Sg.	"Pres. Imp."	"    1"
hvā	1	havete	Third	Du.	"Present Ind."	"    1"
hvā	1	hvayeḥ	Second	Sg.	"Pres. Potential"	"    1"
hvā	1	hvayet	Third	Sg.	"Pres. Potential"	"    1"
hvā	1	ahvayan	Third	Pl.	"Imperfect ind"	"    1"
hvā	1	hvayate	Third	Sg.	"Present Ind."	"    1"
hvā	1	hvayāmahai	First	Pl.	"Pres. Imp."	"    1"
hvā	1	hvayadhvam	Second	Pl.	"Pres. Imp."	"    1"
hvā	1	ahūyanta	Third	Pl.	"Imperfect Ind. Passive "	"    1"
hvā	1	ahvayethām	Second	Du.	"Imperfect ind"	"    1"
hvā	1	ahvayanta	Third	Pl.	"Imperfect ind"	"    1"
hvā	1	ahvāma	First	Pl.	"Aorist Ind. Them."	"    1"
hvā	1	ahuve	First	Sg.	"Imperfect ind"	"    1"
hvā	1	ahvi	First	Sg.	"Aorist Ind. Root."	"    1"
hvā	1	huveya	First	Sg.	"Pres. Potential"	"    1"
hvā	1	huvat	Third	Sg.	"Present Jus."	"    1"
hvā	1	hvayiṣyasi	Second	Sg.	"Future Ind."	"    1"
hvā	1	hvayat			"Present Ind."	"    1"
hvā	1	havītave			Infinitive	"    1"
hvā	1	huvat			"Present Ind."	"    1"
atī	1	atīyāma	First	Pl.	"Pres. Potential"	"    1"
atī	1	atyeṣi	Second	Sg.	"Present Ind."	"    1"
atī	1	atītām	Third	Du.	"Pres. Imp."	"    1"
atī	1	atyayāma	First	Pl.	"Pres. Imp."	"    1"
atī	1	atyeṣyati	Third	Sg.	"Future Ind."	"    1"
atī	1	atīye	Third	Sg.	"Perfect Ind."	"    1"
atī	1	atīhi	Second	Sg.	"Pres. Imp."	"    1"
atī	1	atyāyantu	Third	Pl.	"Pres. Imp."	"    1"
atī	1	atyāyanti	Third	Pl.	"Present Ind."	"    1"
atī	1	atiyat			"Present Ind."	"    1"
atī	1	atyeṣyat			"Future Ind."	"    1"
atī	1	atyetavai			Infinitive	"    1"
īṣ	1	īṣante	Third	Pl.	"Present Ind."	"    1"
īṣ	1	eṣaḥ	Second	Sg.	"Present Jus."	"    1"
atyaś	9	atyaśnīyām	First	Sg.	"Pres. Potential"	"    1"
atyaś	9	atyaśnīyāt	Third	Sg.	"Pres. Potential"	"    1"
atyaś	9	atyaśnāt	Third	Sg.	"Imperfect ind"	"    1"
atyaś	9	atyaśne	First	Sg.	"Present Ind."	"    1"
atyaś	9	atyaśnat			"Present Ind."	"    1"
atyas	4	atyasyat			"Present Ind."	"    1"
atyas	4	atyasta			"Past Passive Participle"	"    1"
atyākram	1	atyākrāmati	Third	Sg.	"Present Ind."	"    1"
atyākram	1	atyākrānta			"Past Passive Participle"	"    1"
dham	1	dhamāmi	First	Sg.	"Present Ind."	"    1"
dham	1	dhamathaḥ	Second	Du.	"Present Ind."	"    1"
dham	1	dhamantu	Third	Pl.	"Pres. Imp."	"    1"
dham	1	dhamiṣyanti	Third	Pl.	"Future Ind."	"    1"
dham	1	dhamyāt	Third	Sg.	"Pres. Potential"	"    1"
dham	1	dhamasva	Second	Sg.	"Pres. Imp."	"    1"
dham	1	dhamatuḥ	Third	Du.	"Perfect Ind."	"    1"
dham	1	dhmāyati	Third	Sg.	"Present Ind."	"    1"
dham	1	dhamyate	Third	Sg.	"Present Passive"	"    1"
dham	1	dhmāya			Absolutive	"    1"
dham	1	dhamanīya			"Future passive particle"	"    1"
dham	1	dhmāyat			"Present Ind."	"    1"
dhmāpay	10	dhmāpayāmi	First	Sg.	"Present Ind."	"    1"
dhmāpay	10	dhmāpayitum			Infinitive	"    1"
atyādham	1	atyādhamati	Third	Sg.	"Present Ind."	"    1"
atyāyā	2	atyāyātam	Second	Du.	"Pres. Imp."	"    1"
sāday	10	sādayanti	Third	Pl.	"Present Ind."	"    1"
sāday	10	sādayeyuḥ	Third	Pl.	"Pres. Potential"	"    1"
sāday	10	sādayatu	Third	Sg.	"Pres. Imp."	"    1"
sāday	10	sādayatā	Second	Pl.	"Pres. Imp."	"    1"
sāday	10	sādayā	First	Sg.	"Pres. Sub."	"    1"
sāday	10	sādayante	Third	Pl.	"Present Ind."	"    1"
sāday	10	sādayadhvam	Second	Pl.	"Pres. Imp."	"    1"
sāday	10	sādayāt	Third	Sg.	"Pres. Sub."	"    1"
sāday	10	sādya			Absolutive	"    1"
sāday	10	sādayiṣyat			"Future Ind."	"    1"
sāday	10	sādayitum			Infinitive	"    1"
sāday	10	sādyamāna			"Present Passive"	"    1"
atyāsāday	10	atyāsādayat			"Present Ind."	"    1"
atyāsāday	10	atyāsādayitum			Infinitive	"    1"
atyṛj	1	atyarjanti	Third	Pl.	"Present Ind."	"    1"
adharay	0	adharayat			"Present Ind."	"    1"
adhikṛ	8	adhikurvīta	Third	Sg.	"Pres. Potential"	"    1"
adhikṛ	8	adhikurvanti	Third	Pl.	"Present Ind."	"    1"
adhikṛ	8	adhikriyante	Third	Pl.	"Present Passive"	"    1"
adhikṛ	8	adhikurvat			"Present Ind."	"    1"
adhikṛ	8	adhikartavya			"Future passive particle"	"    1"
adhikram	1	adhyakrāmat	Third	Sg.	"Imperfect ind"	"    1"
adhikram	1	adhikramanti	Third	Pl.	"Present Ind."	"    1"
adhikṣip	6	adhikṣipasi	Second	Sg.	"Present Ind."	"    1"
adhikṣip	6	adhikṣipati	Third	Sg.	"Present Ind."	"    1"
adhikṣip	6	adhikṣipanti	Third	Pl.	"Present Ind."	"    1"
adhikṣip	6	adhikṣipya			Absolutive	"    1"
gaṇay	10	gaṇyante	Third	Pl.	"Present Passive"	"    1"
gaṇay	10	gaṇayeyam	First	Sg.	"Pres. Potential"	"    1"
gaṇay	10	gaṇayante	Third	Pl.	"Present Ind."	"    1"
gaṇay	10	gaṇayasva	Second	Sg.	"Pres. Imp."	"    1"
gaṇay	10	gaṇayiṣye	First	Sg.	"Future Ind."	"    1"
gaṇay	10	agaṇyata	Third	Sg.	"Imperfect Ind. Passive "	"    1"
adhigaṇay	10	adhigaṇyatām	Third	Sg.	"Pres. Imperative Passive"	"    1"
adhigam	1	adhigacchāma	First	Pl.	"Pres. Imp."	"    1"
adhigam	1	adhigacchata	Second	Pl.	"Pres. Imp."	"    1"
adhigam	1	adhigacchantu	Third	Pl.	"Pres. Imp."	"    1"
adhigam	1	adhyagacchāma	First	Pl.	"Imperfect ind"	"    1"
adhigam	1	adhyagacchan	Third	Pl.	"Imperfect ind"	"    1"
adhigam	1	adhigamiṣyasi	Second	Sg.	"Future Ind."	"    1"
adhigam	1	adhigamiṣyāmaḥ	First	Pl.	"Future Ind."	"    1"
adhigam	1	adhigamiṣyatha	Second	Pl.	"Future Ind."	"    1"
adhigam	1	adhigamiṣyanti	Third	Pl.	"Future Ind."	"    1"
adhigam	1	adhigacche	First	Sg.	"Present Ind."	"    1"
adhigam	1	adhigacchāmahe	First	Pl.	"Present Ind."	"    1"
adhigam	1	adhyagacchetām	Third	Du.	"Imperfect ind"	"    1"
adhigam	1	adhigamyatām	Third	Sg.	"Pres. Imperative Passive"	"    1"
adhigam	1	adhigaṃsyate	Third	Sg.	"Future Ind."	"    1"
adhigam	1	adhigatya			Absolutive	"    1"
adhigam	1	adhigatvā			Absolutive	"    1"
adhigam	1	adhigatava			"Past Active Participle"	"    1"
adhigā	3	adhyagām	First	Sg.	"Aorist Ind. Root."	"    1"
adhigā	3	adhyagāḥ	Second	Sg.	"Aorist Ind. Root."	"    1"
gāpay	10	gāpayāmāsa	Third	Sg.	"Perfect Ind. Peri."	"    1"
gāpay	10	gāpayiṣyāma	First	Pl.	"Future Cond."	"    1"
gāpay	10	gāpayat			"Present Ind."	"    1"
adhijan	4	adhijāyate	Third	Sg.	"Present Ind."	"    1"
adhijan	4	adhijajñe	Third	Sg.	"Perfect Ind."	"    1"
adhijan	4	adhijāta			"Past Passive Participle"	"    1"
adhijan	4	adhijanya			Absolutive	"    1"
adhiji	1	adhyajayan	Third	Pl.	"Imperfect ind"	"    1"
adhidhā	3	adhidadhāti	Third	Sg.	"Present Ind."	"    1"
adhidhā	3	adhyadhattam	Second	Du.	"Imperfect ind"	"    1"
adhidhā	3	adhihita			"Past Passive Participle"	"    1"
dhṛ	4	dhariṣyasi	Second	Sg.	"Future Ind."	"    1"
dhṛ	4	dadhara	First	Sg.	"Perfect Ind."	"    1"
dhṛ	4	dhara	Second	Sg.	"Pres. Imp."	"    1"
dhṛ	4	dadhre	First	Sg.	"Perfect Ind."	"    1"
dhṛ	4	dhriyasva	Second	Sg.	"Pres. Imperative Passive"	"    1"
dhṛ	4	dhriyetām	Third	Du.	"Pres. Imperative Passive"	"    1"
dhṛ	4	dharate	Third	Sg.	"Present Ind."	"    1"
dhṛ	4	dhareta	Third	Sg.	"Pres. Potential"	"    1"
dhṛ	4	dhariṣye	First	Sg.	"Future Ind."	"    1"
dhṛ	4	dhariṣyase	Second	Sg.	"Future Ind."	"    1"
dhṛ	4	dhariṣyete	Third	Du.	"Future Ind."	"    1"
dhṛ	4	dhriyeta	Third	Sg.	"Pres. Opt Passive"	"    1"
dhṛ	4	dhrīyeta	Third	Sg.	"Pres. Opt Passive"	"    1"
dhṛ	4	dīdharat	Third	Sg.	"Aorist Ind. Red."	"    1"
dhṛ	4	didhṛta	Second	Pl.	"Aorist Imp."	"    1"
dhṛ	4	dhṛthāḥ	Second	Sg.	"Aorist Jus."	"    1"
dhṛ	4	dīdhaḥ	Third	Sg.	"Aorist Jus."	"    1"
dhṛ	4	dīdharam	First	Sg.	"Aorist Jus."	"    1"
dhṛ	4	dīdharaḥ	Second	Sg.	"Aorist Jus."	"    1"
dhṛ	4	dharamāṇa			"Present Ind."	"    1"
dhṛ	4	dhriyat			"Present Ind."	"    1"
dhāray	10	dhārayathaḥ	Second	Du.	"Present Ind."	"    1"
dhāray	10	dhārayāmaḥ	First	Pl.	"Present Ind."	"    1"
dhāray	10	dhārayatha	Second	Pl.	"Present Ind."	"    1"
dhāray	10	dhārayetām	Third	Du.	"Pres. Potential"	"    1"
dhāray	10	dhārayatām	Third	Du.	"Pres. Imp."	"    1"
dhāray	10	dhārayata	Second	Pl.	"Pres. Imp."	"    1"
dhāray	10	adhārayāva	First	Du.	"Imperfect ind"	"    1"
dhāray	10	adhārayatam	Second	Du.	"Imperfect ind"	"    1"
dhāray	10	dhārayiṣyataḥ	Third	Du.	"Future Ind."	"    1"
dhāray	10	dhārayethe	Second	Du.	"Present Ind."	"    1"
dhāray	10	dhārayāmāsatuḥ	Third	Du.	"Perfect Ind. Peri."	"    1"
dhāray	10	dhārayiṣyate	Third	Sg.	"Future Ind."	"    1"
dhāray	10	dhārayitāsmi	First	Sg.	"Future. Ind. Peri."	"    1"
dhāray	10	dhārayitā	Third	Sg.	"Future. Ind. Peri."	"    1"
dhāray	10	dhārayatām	Third	Sg.	"Pres. Imp."	"    1"
dhāray	10	dhārayethām	Second	Du.	"Pres. Imp."	"    1"
dhāray	10	dhārayāte	Third	Sg.	"Pres. Sub."	"    1"
dhāray	10	dhārayatāt	Second	Sg.	"Pres. Imp."	"    1"
dhāray	10	dhārya			Absolutive	"    1"
dhāray	10	dhārayiṣyat			"Future Ind."	"    1"
dhāray	10	dhārayāṇa			"Present Ind."	"    1"
dhāray	10	dhāritavat			"Past Active Participle"	"    1"
adhinidhā	3	adhinidhīyata	Third	Sg.	"Imperfect Ind. Passive "	"    1"
adhinidhā	3	adhinidhehi	Second	Sg.	"Pres. Imp."	"    1"
adhinidhā	3	adhinidadhmasi	First	Pl.	"Present Ind."	"    1"
dhāpay	10	dhāpayat			"Present Ind."	"    1"
spṛdh	6	spardhethāḥ	Second	Sg.	"Pres. Potential"	"    1"
spṛdh	6	aspardhata	Third	Sg.	"Imperfect ind"	"    1"
spṛdh	6	aspardhetām	Third	Du.	"Imperfect ind"	"    1"
spṛdh	6	spardhasi	Second	Sg.	"Present Ind."	"    1"
spṛdh	6	spardhanti	Third	Pl.	"Present Ind."	"    1"
spṛdh	6	spardhiṣṭhāḥ	Second	Sg.	"Aorist Jus."	"    1"
spṛdh	6	paspṛdhre	Third	Pl.	"Perfect Ind."	"    1"
spṛdh	6	paspṛdhāte	Third	Du.	"Perfect Ind."	"    1"
spṛdh	6	spṛdhāna			"Aorist Ind. Root."	"    1"
spṛdh	6	spūrdhase			Infinitive	"    1"
spṛś	6	spṛśema	First	Pl.	"Pres. Potential"	"    1"
spṛś	6	aspṛśaḥ	Second	Sg.	"Imperfect ind"	"    1"
spṛś	6	sprakṣyasi	Second	Sg.	"Future Ind."	"    1"
spṛś	6	sprakṣyati	Third	Sg.	"Future Ind."	"    1"
spṛś	6	pasparśatuḥ	Third	Du.	"Perfect Ind."	"    1"
spṛś	6	spṛśye	First	Sg.	"Present Passive"	"    1"
spṛś	6	spṛśyete	Third	Du.	"Present Passive"	"    1"
spṛś	6	spṛśeya	First	Sg.	"Pres. Potential"	"    1"
spṛś	6	spṛśeta	Third	Sg.	"Pres. Potential"	"    1"
spṛś	6	aspṛśye	First	Sg.	"Imperfect Ind. Passive "	"    1"
spṛś	6	aspṛśyata	Third	Sg.	"Imperfect Ind. Passive "	"    1"
spṛś	6	spṛkṣata	Second	Pl.	"Aorist Jus."	"    1"
spṛś	6	paspṛśe	Third	Sg.	"Perfect Ind."	"    1"
spṛś	6	asprākṣam	First	Sg.	"Aorist Ind. S."	"    1"
spṛś	6	sprākṣam	First	Sg.	"Aorist Jus."	"    1"
spṛś	6	spṛśāmasi	First	Pl.	"Present Ind."	"    1"
spṛś	6	pasparśat	Third	Sg.	"Perfect Sub"	"    1"
spṛś	6	pispṛśaḥ	Second	Sg.	"Perfect Jus."	"    1"
spṛś	6	pispṛśati	Third	Sg.	"Aorist Sub."	"    1"
spṛś	6	aspṛkṣat	Third	Sg.	"Aorist Ind. Sa."	"    1"
spṛś	6	sparśitavya			"Future passive particle"	"    1"
spṛś	6	pasparśivas			"Perfect Ind."	"    1"
sparśay	10	asparśayam	First	Sg.	"Imperfect ind"	"    1"
sparśay	10	sparśayāmāsa	Third	Sg.	"Perfect Ind. Peri."	"    1"
sparśay	10	sparśayate	Third	Sg.	"Present Ind."	"    1"
sparśay	10	sparśayasva	Second	Sg.	"Pres. Imp."	"    1"
sparśay	10	sparśayitavya			"Future passive particle"	"    1"
hu	3	juhutha	Second	Pl.	"Present Ind."	"    1"
hu	3	juhuyām	First	Sg.	"Pres. Potential"	"    1"
hu	3	juhuyāma	First	Pl.	"Pres. Potential"	"    1"
hu	3	hoṣyāmi	First	Sg.	"Future Ind."	"    1"
hu	3	hoṣyati	Third	Sg.	"Future Ind."	"    1"
hu	3	hoṣyāmahe	First	Pl.	"Future Ind."	"    1"
hu	3	juhavāṃścakrire	Third	Pl.	"Perfect Ind. Peri."	"    1"
hu	3	juhvasva	Third	Sg.	"Pres. Imp."	"    1"
hu	3	juhuvire	Third	Pl.	"Perfect Ind."	"    1"
hu	3	hūyatām	Third	Sg.	"Pres. Imperative Passive"	"    1"
hu	3	juhotu	Third	Sg.	"Pres. Imp."	"    1"
hu	3	juhavāma	First	Pl.	"Pres. Imp."	"    1"
hu	3	ajūhavam	First	Sg.	"Aorist Ind. Red."	"    1"
hu	3	juhavāṃcakruḥ	Third	Pl.	"Perfect Ind. Peri."	"    1"
hu	3	juhve	Third	Sg.	"Perfect Ind."	"    1"
hu	3	juhute	Third	Sg.	"Present Ind."	"    1"
hu	3	ajuhvata	Third	Pl.	"Imperfect ind"	"    1"
hu	3	hoṣi	Second	Sg.	"Aorist Sub."	"    1"
hu	3	hoṣyat			"Future Ind."	"    1"
hu	3	hotum			Infinitive	"    1"
hu	3	hutavat			"Past Active Participle"	"    1"
hāvay	10	hāvayet	Third	Sg.	"Pres. Potential"	"    1"
hāvay	10	hāvayat			"Present Ind."	"    1"
hāvay	10	hāvayitvā			Absolutive	"    1"
adhihṛ	1	adhijahruḥ	Third	Pl.	"Perfect Ind."	"    1"
adhī	4	adhīmaḥ	First	Pl.	"Present Ind."	"    1"
adhī	4	adhītha	Second	Pl.	"Present Ind."	"    1"
adhī	4	adhīyāt	Third	Sg.	"Pres. Potential"	"    1"
adhī	4	adhyetu	Third	Sg.	"Pres. Imp."	"    1"
adhī	4	adhītam	Second	Du.	"Pres. Imp."	"    1"
adhī	4	adhyait	Third	Sg.	"Imperfect ind"	"    1"
adhī	4	adhyāyan	Third	Pl.	"Imperfect ind"	"    1"
adhī	4	adhyeṣyate	Third	Sg.	"Future Ind."	"    1"
adhī	4	adhyeṣyāmahe	First	Pl.	"Future Ind."	"    1"
adhī	4	adhīyatām	Third	Pl.	"Pres. Imp."	"    1"
adhī	4	adhīṣe	Second	Sg.	"Present Ind."	"    1"
adhī	4	adhīyīya	First	Sg.	"Pres. Potential"	"    1"
adhī	4	adhīyata	Third	Pl.	"Imperfect ind"	"    1"
adhī	4	adhīye	First	Sg.	"Present Passive"	"    1"
adhī	4	adhīyate	Third	Sg.	"Present Passive"	"    1"
adhī	4	adhīyante	Third	Pl.	"Present Passive"	"    1"
adhī	4	adhīyeran	Third	Pl.	"Pres. Potential"	"    1"
adhī	4	adhīyet	Third	Sg.	"Pres. Potential"	"    1"
adhī	4	adhīye	First	Sg.	"Present Ind."	"    1"
adhī	4	adhīyate	Third	Sg.	"Present Ind."	"    1"
adhī	4	adhīmasi	First	Pl.	"Present Ind."	"    1"
adhī	4	adhīyati	Third	Sg.	"Present Ind."	"    1"
adhī	4	adhyeṣyat			"Future Ind."	"    1"
adhī	4	adhīyamāna			"Present Passive"	"    1"
āpay	10	āpayataḥ	Third	Du.	"Present Ind."	"    1"
āpay	10	āpayet	Third	Sg.	"Pres. Potential"	"    1"
āpay	10	āpayāma	First	Pl.	"Pres. Imp."	"    1"
adhyāpay	10	adhyāpayeyuḥ	Third	Pl.	"Pres. Potential"	"    1"
adhyāpay	10	adhyāpayāni	First	Sg.	"Pres. Imp."	"    1"
adhyāpay	10	adhyāpayāmāsuḥ	Third	Pl.	"Perfect Ind. Peri."	"    1"
adhyāpay	10	adhyāpayasva	Second	Sg.	"Pres. Imp."	"    1"
adhyāpay	10	adhyāpayeran	Third	Pl.	"Pres. Potential"	"    1"
adhyāpay	10	adhyāpayitum			Infinitive	"    1"
vic	4	viñcanti	Third	Pl.	"Present Ind."	"    1"
vic	4	viveca	First	Sg.	"Perfect Ind."	"    1"
vic	4	vicyadhvam	Second	Pl.	"Pres. Imp."	"    1"
vic	4	vinaktu	Third	Sg.	"Pres. Imp."	"    1"
vic	4	vivikvas			"Perfect Ind."	"    1"
rah	1	rahanti	Third	Pl.	"Present Ind."	"    1"
rahay	10	rahayati	Third	Sg.	"Present Ind."	"    1"
rahay	10	rahayanti	Third	Pl.	"Present Ind."	"    1"
sā	6	syati	Third	Sg.	"Present Ind."	"    1"
sā	6	syāvaḥ	First	Du.	"Present Ind."	"    1"
sā	6	syāmaḥ	First	Pl.	"Present Ind."	"    1"
sā	6	siṣāya	Third	Sg.	"Perfect Ind."	"    1"
sā	6	siṣet	Third	Sg.	"Perfect Jus."	"    1"
sā	6	syadhvam	Second	Pl.	"Pres. Imp."	"    1"
sā	6	syatām	Third	Du.	"Pres. Imp."	"    1"
sā	6	sīmahi	First	Pl.	"Aorist Sub."	"    1"
sā	6	sāhi	Second	Sg.	"Aorist Imp."	"    1"
adhyavaso	6	adhyavasyasi	Second	Sg.	"Present Ind."	"    1"
adhyavaso	6	adhyavasīyate	Third	Sg.	"Present Passive"	"    1"
adhyavaso	6	adhyavasīyatām	Third	Sg.	"Pres. Imperative Passive"	"    1"
adhyah	1	adhyāhuḥ	Third	Pl.	"Perfect Ind."	"    1"
adhyākram	1	adhyākramya			Absolutive	"    1"
adhyāgam	1	adhyāgata			"Past Passive Participle"	"    1"
adhyācar	1	adhyācaranti	Third	Pl.	"Present Ind."	"    1"
adhyācar	1	adhyācarita			"Past Passive Participle"	"    1"
adhyāruh	6	adhyārohāmi	First	Sg.	"Present Ind."	"    1"
adhyāruh	6	adhyāroha	Second	Sg.	"Pres. Imp."	"    1"
adhyāruh	6	adhyāroham	First	Sg.	"Imperfect ind"	"    1"
adhyāruh	6	adhyārohāva	First	Du.	"Imperfect ind"	"    1"
adhyāruh	6	adhyārokṣyati	Third	Sg.	"Future Ind."	"    1"
adhyāruh	6	adhyāruroha	Third	Sg.	"Perfect Ind."	"    1"
adhyāruh	6	adhyārohāmahe	First	Pl.	"Present Ind."	"    1"
adhyāruh	6	adhyārohanta	Third	Pl.	"Imperfect ind"	"    1"
adhyāruh	6	adhyāruhat	Third	Sg.	"Imperfect ind"	"    1"
adhyāruh	6	adhyārūḍha			"Past Passive Participle"	"    1"
adhyāruh	6	adhyāruhyamāṇa			"Present Passive"	"    1"
ropay	10	ropayati	Third	Sg.	"Present Ind."	"    1"
ropay	10	aropayan	Third	Pl.	"Imperfect ind"	"    1"
ropay	10	ropyate	Third	Sg.	"Present Passive"	"    1"
ropay	10	ropayitum			Infinitive	"    1"
ropay	10	ropya			Absolutive	"    1"
adhyāropay	10	adhyāropayata	Third	Sg.	"Imperfect ind"	"    1"
adhyāropay	10	adhyāropita			"Past Passive Participle"	"    1"
adhyāropay	10	adhyāropya			Absolutive	"    1"
adhyāvas	1	adhyāvaset	Third	Sg.	"Pres. Potential"	"    1"
adhyāvas	1	adhyāvasatu	Third	Sg.	"Pres. Imp."	"    1"
adhyāvas	1	adhyāvasate	Third	Sg.	"Present Ind."	"    1"
adhyās	2	adhyāse	First	Sg.	"Present Ind."	"    1"
adhyās	2	adhyāsmahe	First	Pl.	"Present Ind."	"    1"
adhyās	2	adhyāsyate	Third	Sg.	"Present Passive"	"    1"
adhyās	2	adhyāsyatām	Third	Sg.	"Pres. Imperative Passive"	"    1"
adhyās	2	adhyāssva	Second	Sg.	"Pres. Imp."	"    1"
adhyās	2	adhyāsam	First	Sg.	"Imperfect ind"	"    1"
adhyās	2	adhyādhvam	Second	Pl.	"Pres. Imp."	"    1"
adhyās	2	adhyāsya			"Future passive particle"	"    1"
adhyās	2	adhyāsitavat			"Past Active Participle"	"    1"
adhyṛdh	5	adhyārdhnot	Third	Sg.	"Imperfect ind"	"    1"
edh	1	edhati	Third	Sg.	"Present Ind."	"    1"
edh	1	edhāṃbabhūvire	Third	Pl.	"Perfect Ind. Peri."	"    1"
edh	1	edhire	Third	Pl.	"Perfect Ind."	"    1"
edhay	10	aidhayat	Third	Sg.	"Imperfect ind"	"    1"
edhay	10	edhayāmāsuḥ	Third	Pl.	"Perfect Ind. Peri."	"    1"
adhvary	0	adhvaryat			"Present Ind."	"    1"
kāmay	10	kāmayethe	Second	Du.	"Present Ind."	"    1"
kāmay	10	kāmayāmahe	First	Pl.	"Present Ind."	"    1"
kāmay	10	kāmayadhve	Second	Pl.	"Present Ind."	"    1"
kāmay	10	akāmayan	Third	Pl.	"Imperfect ind"	"    1"
kāmay	10	kāmayiṣyāmi	First	Sg.	"Future Ind."	"    1"
kāmay	10	kāmayāmāsatuḥ	Third	Du.	"Perfect Ind. Peri."	"    1"
kāmay	10	kāmayat	Third	Sg.	"Imperfect ind"	"    1"
kāmay	10	kāmayiṣye	First	Sg.	"Future Ind."	"    1"
kāmay	10	kāmayasva	Second	Sg.	"Pres. Imp."	"    1"
kāmay	10	kāmayāse	Second	Sg.	"Pres. Sub."	"    1"
kāmay	10	kāmayādhve	Second	Pl.	"Pres. Sub."	"    1"
kāmay	10	kāmayat			"Present Ind."	"    1"
kāmay	10	kāmayitum			Infinitive	"    1"
kāmay	10	kāmayitvā			Absolutive	"    1"
anukamp	1	anukampa	Second	Sg.	"Pres. Imp."	"    1"
anukamp	1	anukampitum			Infinitive	"    1"
anukamp	1	anukampya			Absolutive	"    1"
anukamp	1	anukampitavya			"Future passive particle"	"    1"
anukamp	1	anukampat			"Present Ind."	"    1"
anukāṅkṣ	1	anukāṅkṣāmaḥ	First	Pl.	"Present Ind."	"    1"
anukāṅkṣ	1	anukāṅkṣanti			"Present Ind."	"    1"
anukāṅkṣ	1	anukāṅkṣase	Second	Sg.	"Present Ind."	"    1"
anukāṅkṣ	1	anukāṅkṣate	Third	Sg.	"Present Ind."	"    1"
anukāṅkṣ	1	anukāṅkṣeta	Third	Sg.	"Pres. Potential"	"    1"
kīrtay	10	kīrtayasi	Second	Sg.	"Present Ind."	"    1"
kīrtay	10	akīrtayan	Third	Pl.	"Imperfect ind"	"    1"
kīrtay	10	kīrtaye	First	Sg.	"Present Ind."	"    1"
kīrtay	10	kīrtayase	Second	Sg.	"Present Ind."	"    1"
kīrtay	10	kīrtayatu	Third	Sg.	"Pres. Imp."	"    1"
kīrtay	10	kīrtayantu	Third	Pl.	"Pres. Imp."	"    1"
kīrtay	10	kīrtayāmāsa	Third	Sg.	"Perfect Ind. Peri."	"    1"
kīrtay	10	kīrtayāṃścakruḥ	Third	Pl.	"Perfect Ind. Peri."	"    1"
kīrtay	10	akīrtye	First	Sg.	"Imperfect Ind. Passive "	"    1"
kīrtay	10	kīrtayiṣyamāṇa			"Future Ind."	"    1"
kīrtay	10	kīrtyat			"Present Ind."	"    1"
kīrtay	10	kīrtya			Absolutive	"    1"
kīrtay	10	kīrtitavat			"Past Active Participle"	"    1"
kīrtay	10	kīrtayāna			"Present Ind."	"    1"
anukīrtay	10	anukīrtyate	Third	Sg.	"Present Passive"	"    1"
anukīrtay	10	anukīrtya			"Future passive particle"	"    1"
anukūj	1	anukūjanti	Third	Pl.	"Present Ind."	"    1"
anukūj	1	anukūjat			"Present Ind."	"    1"
anukūlay	0	anukūlayati	Third	Sg.	"Present Ind."	"    1"
anukūlay	0	anukūlaya	Second	Sg.	"Pres. Imp."	"    1"
anukṛ	8	anukaroṣi	Second	Sg.	"Present Ind."	"    1"
anukṛ	8	anukurvanti	Third	Pl.	"Present Ind."	"    1"
anukṛ	8	anukuryāḥ	Second	Sg.	"Pres. Potential"	"    1"
anukṛ	8	anukuryuḥ	Third	Pl.	"Pres. Potential"	"    1"
anukṛ	8	anucakrire	Third	Pl.	"Perfect Ind."	"    1"
anukṛ	8	anukurvan	Third	Pl.	"Imperfect ind"	"    1"
anukṛ	8	anvakurvata	Third	Pl.	"Imperfect ind"	"    1"
anukṛ	8	anukurvāṇa			"Present Ind."	"    1"
anukṛ	8	anukartavya			"Future passive particle"	"    1"
anukṛ	8	anukriyamāṇa			"Present Passive"	"    1"
kāray	10	kārayasi	Second	Sg.	"Present Ind."	"    1"
kāray	10	akārayam	First	Sg.	"Imperfect ind"	"    1"
kāray	10	kārayiṣyāmaḥ	First	Pl.	"Future Ind."	"    1"
kāray	10	kāryete	Third	Du.	"Present Passive"	"    1"
kāray	10	kārayāṃcakāra	Third	Sg.	"Perfect Ind. Peri."	"    1"
kāray	10	kārayāmāsatuḥ	Third	Du.	"Perfect Ind. Peri."	"    1"
kāray	10	akārayāmāsa	Third	Sg.	"Perfect Ind. Peri."	"    1"
kāray	10	kārayat	Third	Sg.	"Imperfect ind"	"    1"
kāray	10	kāryantām	Third	Pl.	"Pres. Imperative Passive"	"    1"
kāray	10	kārayitā	Third	Sg.	"Future. Ind. Peri."	"    1"
kāray	10	kārya			Absolutive	"    1"
kāray	10	kārayamāṇa			"Present Ind."	"    1"
kāray	10	kārya			"Future passive particle"	"    1"
kāray	10	kāraṇīya			"Future passive particle"	"    1"
kāray	10	kāryamāṇa			"Present Passive"	"    1"
kāray	10	kārayamāna			"Present Ind."	"    1"
anukāray	10	anukārayati	Third	Sg.	"Present Ind."	"    1"
karśay	10	karśayāmaḥ	First	Pl.	"Present Ind."	"    1"
