Лемма	Класс	Форма	Лицо	Число	Время/наклонение	Примеры
paristṛ	9	paritastare	Third	Sg.	"Perfect Ind."	"    1"
paristṛ	9	paristṛta			"Past Passive Participle"	"    1"
paristṛ	9	paristaraṇīya			"Future passive particle"	"    1"
parispand	1	parispandate	Third	Sg.	"Present Ind."	"    1"
parispand	1	parispandet	Third	Sg.	"Pres. Potential"	"    1"
parispand	1	parispandamāna			"Present Ind."	"    1"
parispand	1	parispandat			"Present Ind."	"    1"
parispṛś	6	parispṛṣṭa			"Past Passive Participle"	"    1"
parispṛś	6	parispraṣṭum			Infinitive	"    1"
parispṛś	6	parispṛśya			Absolutive	"    1"
parisphuṭ	6	parisphuṭati	Third	Sg.	"Present Ind."	"    1"
parisphuṭ	6	parisphuṭat			"Present Ind."	"    1"
parisphur	6	paryasphurat	Third	Sg.	"Imperfect ind"	"    1"
parisphur	6	parisphurita			"Past Passive Participle"	"    1"
parisru	1	parisravataḥ	Third	Du.	"Present Ind."	"    1"
parisveday	10	parisvedya			Absolutive	"    1"
parihas	1	parihasya			Absolutive	"    1"
parihā	3	parihāsyati	Third	Sg.	"Future Ind."	"    1"
parihā	3	parihāsyatha	Second	Pl.	"Future Ind."	"    1"
parihā	3	parihīyeta	Third	Sg.	"Pres. Opt Passive"	"    1"
parihā	3	paryahīyanta	Third	Pl.	"Imperfect Ind. Passive "	"    1"
parihā	3	parihātum			Infinitive	"    1"
parihi	5	parihinomi	First	Sg.	"Present Ind."	"    1"
parihṛ	1	pariharāṇi	First	Sg.	"Pres. Imp."	"    1"
parihṛ	1	pariharāma	First	Pl.	"Pres. Imp."	"    1"
parihṛ	1	parihariṣyāmi	First	Sg.	"Future Ind."	"    1"
parihṛ	1	parihariṣyanti	Third	Pl.	"Future Ind."	"    1"
parihṛ	1	parijahāra	Third	Sg.	"Perfect Ind."	"    1"
parihṛ	1	pariharat	Third	Sg.	"Imperfect ind"	"    1"
parihṛ	1	parijahre	Third	Sg.	"Perfect Ind."	"    1"
pariharṣay	10	paryaharṣayam	First	Sg.	"Imperfect ind"	"    1"
pariharṣay	10	pariharṣayat			"Present Ind."	"    1"
pariharṣay	10	pariharṣita			"Past Passive Participle"	"    1"
parī	2	paryemi	First	Sg.	"Present Ind."	"    1"
parī	2	parīyāḥ	Second	Sg.	"Pres. Potential"	"    1"
parī	2	parīyāt	Third	Sg.	"Pres. Potential"	"    1"
parī	2	paryetu	Third	Sg.	"Pres. Imp."	"    1"
parī	2	paryait	Third	Sg.	"Imperfect ind"	"    1"
parī	2	paryeṣyāmi	First	Sg.	"Future Ind."	"    1"
parī	2	parīyase	Second	Sg.	"Present Passive"	"    1"
parī	2	paryayanta	Third	Pl.	"Imperfect ind"	"    1"
parī	2	parīyamāṇa			"Present Passive"	"    1"
parī	2	paryetave			Infinitive	"    1"
parīkṣ	1	parīkṣethāḥ	Second	Sg.	"Pres. Potential"	"    1"
parīkṣ	1	parīkṣiṣye	First	Sg.	"Future Ind."	"    1"
parīkṣ	1	parīkṣasva	Second	Sg.	"Pres. Imp."	"    1"
parīkṣ	1	parīkṣatām	Third	Sg.	"Pres. Imp."	"    1"
parīkṣ	1	parīkṣadhvam	Second	Pl.	"Pres. Imp."	"    1"
parīkṣ	1	parīkṣantām	Third	Pl.	"Pres. Imp."	"    1"
parīkṣ	1	paryaikṣata	Third	Sg.	"Imperfect ind"	"    1"
parīkṣ	1	parīkṣyante	Third	Pl.	"Present Passive"	"    1"
parīkṣ	1	parīkṣāvaḥ	First	Du.	"Present Ind."	"    1"
parīkṣ	1	parīkṣatha	Second	Pl.	"Present Ind."	"    1"
parīkṣ	1	parīkṣet	Third	Sg.	"Pres. Potential"	"    1"
parīkṣ	1	parīkṣyantām	Third	Pl.	"Pres. Imperative Passive"	"    1"
parīkṣ	1	parīkṣyamāṇa			"Present Passive"	"    1"
parīkṣ	1	parīkṣitavat			"Past Active Participle"	"    1"
parīkṣ	1	parīkṣaṇīya			"Future passive particle"	"    1"
pare	2	parāyanti	Third	Pl.	"Present Ind."	"    1"
pare	2	paraita	Second	Pl.	"Imperfect ind"	"    1"
pare	2	parāyat	Third	Sg.	"Pres. Sub."	"    1"
pare	2	pareyivas			"Perfect Ind."	"    1"
paryaṭ	1	paryaṭasi	Second	Sg.	"Present Ind."	"    1"
paryaṭ	1	paryaṭeyuḥ	Third	Pl.	"Pres. Potential"	"    1"
paryaṭ	1	paryaṭiṣyāmi	First	Sg.	"Future Ind."	"    1"
paryaṭ	1	paryaṭiṣyati	Third	Sg.	"Future Ind."	"    1"
paryaṭ	1	paryaṭase	Second	Sg.	"Present Ind."	"    1"
paryaṭ	1	paryaṭasva	Second	Sg.	"Pres. Imp."	"    1"
paryaṭ	1	paryaṭita			"Past Passive Participle"	"    1"
paryaṭ	1	paryaṭamāna			"Present Ind."	"    1"
paryanuyuj	7	paryanuyujyate	Third	Sg.	"Present Passive"	"    1"
paryanuyuj	7	paryanuyuṅkte	Third	Sg.	"Present Ind."	"    1"
paryanuyuj	7	paryanuyujyeta	Third	Sg.	"Pres. Opt Passive"	"    1"
paryanuyuj	7	paryanuyojya			"Future passive particle"	"    1"
paryanuyuj	7	paryanuyoktavya			"Future passive particle"	"    1"
paryanviṣ	6	paryanveṣat			"Present Ind."	"    1"
paryanviṣ	6	paryanviṣṭa			"Past Passive Participle"	"    1"
paryanviṣ	6	paryanveṣya			"Future passive particle"	"    1"
paryavakṛ	6	paryavākiran	Third	Pl.	"Imperfect ind"	"    1"
paryavacchid	7	paryavacchinadāni	First	Sg.	"Pres. Imp."	"    1"
paryavacchid	7	paryavacchinatti	Third	Sg.	"Present Ind."	"    1"
paryavaśiṣ	4	paryavaśiṣyet	Third	Sg.	"Pres. Potential"	"    1"
paryavasthā	1	paryavasthāya			Absolutive	"    1"
paryavasthāpay	10	paryavasthāpayat	Third	Sg.	"Imperfect ind"	"    1"
paryavasthāpay	10	paryavasthāpya			Absolutive	"    1"
paryavāp	5	paryavāpnoti	Third	Sg.	"Present Ind."	"    1"
paryavāp	5	paryavāpsyate	Third	Sg.	"Future Ind."	"    1"
paryavāp	5	paryavāpnuhi	Second	Sg.	"Pres. Imp."	"    1"
paryavāp	5	paryavāpnuvantu	Third	Pl.	"Pres. Imp."	"    1"
paryavāp	5	paryavāpsyat			"Future Ind."	"    1"
paryave	2	paryavaiti	Third	Sg.	"Present Ind."	"    1"
paryave	2	paryavayanti	Third	Pl.	"Present Ind."	"    1"
paryave	2	paryavait	Third	Sg.	"Imperfect ind"	"    1"
paryave	2	paryaveyāt	Third	Sg.	"Pres. Potential"	"    1"
paryaś	9	paryaśnāti	Third	Sg.	"Present Ind."	"    1"
paryaś	9	paryaśnīḥ	Second	Sg.	"Aorist Jus."	"    1"
paryas	4	paryasyet	Third	Sg.	"Pres. Potential"	"    1"
paryas	4	paryasyate	Third	Sg.	"Present Passive"	"    1"
paryas	4	paryasyante	Third	Pl.	"Present Passive"	"    1"
paryas	4	paryāsyanta	Third	Pl.	"Imperfect ind"	"    1"
paryākṛ	8	paryākārṣuḥ	Third	Pl.	"Aorist Ind. S."	"    1"
paryākṣip	6	paryākṣipat	Third	Sg.	"Imperfect ind"	"    1"
paryāgam	1	paryāgacchantu	Third	Pl.	"Pres. Imp."	"    1"
paryāṇī	1	paryānayet	Third	Sg.	"Pres. Potential"	"    1"
paryāṇī	1	paryānayata	Second	Pl.	"Pres. Imp."	"    1"
paryādā	3	paryādatte	Third	Sg.	"Present Ind."	"    1"
paryādā	3	paryādadīta	Third	Sg.	"Pres. Potential"	"    1"
paryādā	3	paryādātavya			"Future passive particle"	"    1"
paryādā	3	paryādadāna			"Present Ind."	"    1"
paryādru	1	paryādravat			"Present Ind."	"    1"
paryādhā	3	paryādadhati	Third	Pl.	"Present Ind."	"    1"
paryādhā	3	paryādhatta	Second	Pl.	"Imperfect ind"	"    1"
paryāp	5	paryāpnoti	Third	Sg.	"Present Ind."	"    1"
paryāp	5	paryāpuḥ	Third	Pl.	"Perfect Ind."	"    1"
paryāp	5	paryāpnuta	Second	Pl.	"Pres. Imp."	"    1"
paryāpat	1	paryāpatat	Third	Sg.	"Imperfect ind"	"    1"
paryāmuc	6	paryāmuñcati	Third	Sg.	"Present Ind."	"    1"
paryālocay	10	paryālocya			Absolutive	"    1"
paryāvṛt	1	paryāvavarta	Third	Sg.	"Perfect Ind."	"    1"
paryāvṛt	1	paryāvarte	First	Sg.	"Present Ind."	"    1"
paryāvṛt	1	paryāvartate	Third	Sg.	"Present Ind."	"    1"
paryāvṛt	1	paryāvartante	Third	Pl.	"Present Ind."	"    1"
paryāvṛt	1	paryāvarte	First	Sg.	"Imperfect ind"	"    1"
paryāvṛt	1	paryāvartata	Third	Sg.	"Imperfect ind"	"    1"
paryāvṛt	1	paryāvart	Third	Sg.	"Aorist Ind. Root."	"    1"
paryāvṛt	1	paryāvṛtaḥ	Second	Sg.	"Aorist Jus."	"    1"
paryāvṛt	1	paryāvartethām	Second	Du.	"Pres. Imp."	"    1"
paryāvṛt	1	paryāvṛtya			Absolutive	"    1"
paryāśvāsay	10	paryāśvāsayataḥ	Third	Du.	"Present Ind."	"    1"
paryāśvāsay	10	paryāśvāsaya	Second	Sg.	"Pres. Imp."	"    1"
paryāśvāsay	10	paryāśvāsayat	Third	Sg.	"Imperfect ind"	"    1"
paryāśvāsay	10	paryāśvāsayata	Third	Sg.	"Imperfect ind"	"    1"
paryāśvāsay	10	paryāśvāsya			Absolutive	"    1"
paryās	2	paryāsate	Third	Pl.	"Present Ind."	"    1"
paryās	2	paryāsata	Third	Pl.	"Imperfect ind"	"    1"
paryāhṛ	1	paryāharat	Third	Sg.	"Imperfect ind"	"    1"
paryāhṛ	1	paryāhṛtya			Absolutive	"    1"
paryukṣ	6	paryukṣeta	Third	Sg.	"Pres. Potential"	"    1"
paryutthā	1	paryudatiṣṭhat	Third	Sg.	"Imperfect ind"	"    1"
paryudas	4	paryudasyati	Third	Sg.	"Present Ind."	"    1"
paryudas	4	paryudasta			"Past Passive Participle"	"    1"
paryudvij	6	paryudvijiṣyati	Third	Sg.	"Future Ind."	"    1"
paryupalip	6	paryupalimpati	Third	Sg.	"Present Ind."	"    1"
paryupasthā	1	paryupatiṣṭhati	Third	Sg.	"Present Ind."	"    1"
paryupasthā	1	paryupātiṣṭhat	Third	Sg.	"Imperfect ind"	"    1"
paryupās	4	paryupāsīthāḥ	Second	Sg.	"Pres. Potential"	"    1"
paryupās	4	paryupāsīta	Third	Sg.	"Pres. Potential"	"    1"
paryupās	4	paryupāsatām	Third	Du.	"Imperfect ind"	"    1"
paryupās	4	paryupāsiṣyāmahe	First	Pl.	"Future Ind."	"    1"
paryupās	4	paryupāsiṣṭa	Third	Sg.	"Aorist Ind. Is."	"    1"
paryupās	4	paryupāsyante	Third	Pl.	"Present Passive"	"    1"
paryupās	4	paryupāsadhvam	Second	Pl.	"Imperfect ind"	"    1"
paryupās	4	paryupāsiṣyāmi	First	Sg.	"Future Ind."	"    1"
paryupās	4	paryupāsya			"Future passive particle"	"    1"
paryupās	4	paryupāsitavya			"Future passive particle"	"    1"
paryṛṣ	6	paryṛṣanti	Third	Pl.	"Present Ind."	"    1"
parye	2	paryāyanti	Third	Pl.	"Present Ind."	"    1"
parye	2	paryeyuḥ	Third	Pl.	"Perfect Ind."	"    1"
parye	2	paryeta			"Past Passive Participle"	"    1"
pavitray	0	pavitrayanti	Third	Pl.	"Present Ind."	"    1"
pavitray	0	pavitraya	Second	Sg.	"Pres. Imp."	"    1"
piṇḍīkṛ	8	piṇḍīkaroti	Third	Sg.	"Present Ind."	"    1"
puraskṛ	8	puraskurvīta	Third	Sg.	"Pres. Potential"	"    1"
puraskṛ	8	puraskriyantām	Third	Pl.	"Pres. Imperative Passive"	"    1"
puraskṛ	8	puraskartavya			"Future passive particle"	"    1"
purodhā	3	purodadhāti	Third	Sg.	"Present Ind."	"    1"
purodhā	3	purodhāsyanti	Third	Pl.	"Future Ind."	"    1"
purodhā	3	purodadhīta	Third	Sg.	"Pres. Potential"	"    1"
purodhā	3	purodhatse	Second	Sg.	"Present Ind."	"    1"
purodhā	3	purodadhire	Third	Pl.	"Perfect Ind."	"    1"
prakaṭay	0	prakaṭayati	Third	Sg.	"Present Ind."	"    1"
prakamp	1	pracakampire	Third	Pl.	"Perfect Ind."	"    1"
prakamp	1	prakampati	Third	Sg.	"Present Ind."	"    1"
prakamp	1	prākampat	Third	Sg.	"Imperfect ind"	"    1"
prakamp	1	prakampya			"Future passive particle"	"    1"
prakampay	10	prakampayet	Third	Sg.	"Pres. Potential"	"    1"
prakampay	10	prākampayat	Third	Sg.	"Imperfect ind"	"    1"
prakampay	10	prakampayāmāsa	Third	Sg.	"Perfect Ind. Peri."	"    1"
prakampay	10	prakampya			Absolutive	"    1"
prakampay	10	prakampyamāna			"Present Passive"	"    1"
prakāṅkṣ	1	prakāṅkṣat			"Present Ind."	"    1"
prakāṅkṣ	1	prakāṅkṣita			"Past Passive Participle"	"    1"
prakāś	1	prakāśeran	Third	Pl.	"Pres. Potential"	"    1"
prakāś	1	prakāśatām	Third	Sg.	"Pres. Imp."	"    1"
prakāś	1	prakāśataḥ	Third	Du.	"Present Ind."	"    1"
prakāś	1	prakāśet	Third	Sg.	"Pres. Potential"	"    1"
prakāś	1	prakāśata	Third	Sg.	"Imperfect ind"	"    1"
prakāś	1	prakāśanta	Third	Pl.	"Imperfect ind"	"    1"
prakāś	1	prakāśanīya			"Future passive particle"	"    1"
prakāś	1	prakāśitavya			"Future passive particle"	"    1"
prakāśay	10	prakāśayāmi	First	Sg.	"Present Ind."	"    1"
prakāśay	10	prakāśayeḥ	Second	Sg.	"Pres. Potential"	"    1"
prakāśay	10	prakāśyante	Third	Pl.	"Present Passive"	"    1"
prakāśay	10	prakāśayate	Third	Sg.	"Present Ind."	"    1"
prakāśay	10	prakāśayasva	Second	Sg.	"Pres. Imp."	"    1"
prakāśay	10	prakāśayāmāsa	Third	Sg.	"Perfect Ind. Peri."	"    1"
prakāśay	10	prakāśyatām	Third	Sg.	"Pres. Imperative Passive"	"    1"
prakāśay	10	prakāśayat	Third	Sg.	"Imperfect ind"	"    1"
prakāśay	10	prakāśayitavya			"Future passive particle"	"    1"
prakāśay	10	prakāśayitum			Infinitive	"    1"
prakīrtay	10	prakīrtyamāna			"Present Passive"	"    1"
prakīrtay	10	prakīrtayitvā			Absolutive	"    1"
prakup	4	prakupyet	Third	Sg.	"Pres. Potential"	"    1"
