Лемма	Форма
abhiṣṭhā	abhitiṣṭhasi
abhiṣṭhā	abhitiṣṭhet
abhiṣṭhā	abhitiṣṭhatu
abhiṣṭhā	abhyatiṣṭhata
abhiṣṭhā	abhyaṣṭhām
abhiṣṭhā	abhyasthām
abhiṣyand	abhiṣyandamāna
abhiṣvaj	abhiṣvajet
abhisaṁyā	abhisaṃyāta
abhisaṁvas	abhisaṃvasate
abhisaṁviś	abhisaṃviśata
abhisaṁviś	abhisaṃviśasva
abhisaṁvṛ	abhisaṃvṛṇot
abhisaṁśri	abhisaṃśraya
abhisaṁśri	abhisaṃśritya
abhisaṁśliṣ	abhisaṃśliṣṭa
abhisaṁśliṣ	abhisaṃśliṣya
abhisaṁskṛ	abhisaṃskaroti
abhisaṁstambh	abhisaṃstabhya
abhisaṁstu	abhisaṃstuvat
abhisaṁstu	abhisaṃstuta
abhisaṁsthā	abhisaṃsthita
abhisaṁspṛś	abhisaṃspṛśantām
abhisaṁsmṛ	abhisaṃsmṛtya
abhisaṁsvañj	abhisaṃsvajasva
abhisaṁkruś	abhisaṃkruśya
abhisaṁkhyā	abhisaṃkhyāta
abhisaṁgam	abhisamagacchanta
abhisaṁgam	abhisaṃgacchante
abhisaṁgam	abhisaṃgatya
abhisaṁcar	abhisaṃcarat
abhisaṁcintay	abhisaṃcintya
abhisaṁjvar	abhisaṃjvaret
abhisaṁtap	abhisaṃtapāti
abhisaṁtṛ	abhisaṃtaranti
abhisaṁdhā	abhisaṃdadhyāt
abhisaṁdhā	abhisaṃdadhyuḥ
abhisaṁdhā	abhisaṃdhīyate
abhisaṁdhā	abhisaṃdhatse
abhisaṁdhā	abhisaṃdhatte
abhisaṁdhā	abhisaṃdadhet
abhisaṁdhā	abhisaṃdadhat
abhisaṁnah	abhisaṃnaddha
abhisaṁnī	abhisaṃnayet
abhisamāgam	abhisamāgata
abhisamāyā	abhisamāyānti
abhisamāvṛt	abhisamāvartante
abhisamāvṛt	abhisamāvṛtya
abhisamāsic	abhisamāsicya
abhisamāhṛ	abhisamāhareyam
abhisami	abhisaṃyantu
abhisamindh	abhisamiddha
abhisamubj	abhisamubjita
abhisamūh	abhisamauhat
abhisame	abhisameyuḥ
abhisame	abhisametya
abhisame	abhisameta
abhisampat	abhisaṃpatan
abhisampat	abhisaṃpatante
abhisampat	abhisaṃpatat
abhisampat	abhisaṃpatya
abhisampad	abhisamapadyetām
abhisampad	abhisaṃpede
abhisampad	abhisaṃpadyamāna
abhisampad	abhisaṃpadya
abhisampūjay	abhisaṃpūjya
abhisamprapad	abhisamprapadyate
abhisamprayā	abhisamprayāya
abhisampravartay	abhisampravartita
abhisamprāp	abhisamprāpya
abhisamplu	abhisaṃplavate
abhisamplu	abhisaṃplutya
abhisambandh	abhisaṃbadhyante
abhisambandh	abhisaṃbadhya
abhisambhū	abhisaṃbhavitā
mūrch	mūrchet
mūrchay	mūrchayat
mūrchay	mūrchayitavya
sāntvay	sāntvayati
sāntvay	sāntvayema
sāntvay	sāntvayeyuḥ
sāntvay	sāntvaya
sāntvay	sāntvayāmāsuḥ
sāntvay	sāntvayitā
sāntvay	sāntvayethāḥ
sāntvay	sāntvayāṃcakrire
sāntvay	sāntvya
sāntvay	sāntvayāna
sādh	sīṣadhāti
sādh	sādhata
sādh	sādhantām
sādh	sādhanta
sādh	sādhat
sādh	sādhase
abhisāntvay	abhisāntvayet
abhisāntvay	abhisāntvya
abhisṛ	abhyasarāma
abhisṛ	abhisarasi
abhisṛ	abhisarāma
abhisṛ	abhisasre
abhisṛ	abhisṛtavat
sādhay	sādhayeḥ
sādhay	sādhayatam
sādhay	sādhayantu
sādhay	asādhayam
sādhay	sādhayiṣyasi
sādhay	sādhayiṣyataḥ
sādhay	sādhyete
sādhay	sādhyante
sādhay	sādhayiṣye
sādhay	sādhayiṣyāma
sādhay	sādhayatām
sādhay	sādhayiṣyat
sādhay	sādhayitavya
abhisāray	abhisārayāmāsa
abhisāray	abhisāryamāṇa
abhisāray	abhisārya
abhisṛj	abhisṛjati
abhiskand	abhicaskanda
skambh	caskambha
skambh	cāskambha
skambh	skambhuḥ
skambh	skambhathuḥ
skambh	skabhitvī
skambh	caskabhāna
snā	snāsi
snā	snātaḥ
snā	snāyuḥ
snā	snāsyasi
snā	snāsye
snā	snāsyate
snā	snāta
snā	sasne
snā	snātva
snāpay	snāpayasi
snāpay	snāpayati
snāpay	snāpayataḥ
snāpay	snāpayeta
snāpay	asnāpayat
snāpay	snāpayiṣyāmaḥ
snāpay	snāpayiṣyanti
snāpay	snāpyante
snāpay	snāpyantām
snāpay	snāpayāṃcakruḥ
snāpay	snāpayāmāsuḥ
snāpay	snāpayāṃcakrire
snih	snihyanti
snih	snihyet
snehay	snehayat
snehay	snehanīya
nind	nindāmi
nind	nindeyuḥ
nind	nindata
nind	nindate
nind	nindasva
nind	nindat
nind	nindyeta
nind	anindiṣuḥ
nind	niniduḥ
nind	nindiṣat
nind	ninditā
nind	nindāt
nind	ninditvā
nind	nidāna
nind	nidyamāna
bhram	bhramāmaḥ
bhram	bhrama
bhram	bhramāma
bhram	bhramiṣyatha
bhram	bhramiṣyanti
bhram	bhremuḥ
bhram	bhrāmyasi
bhram	bhrāmyanti
bhram	abhramata
bhram	bhramaṇīya
bhrāmay	bhrāmayeyuḥ
bhrāmay	bhrāmayat
bhrāmay	bhrāmayāṇa
lag	lagitvā
lajj	lajjasva
lajj	lajjāmi
lajj	lajjanti
lajjay	alajjayat
lajjay	lajjayat
lajjay	lajjita
lajjay	lajjayitum
lamb	lambeta
lamb	lalambire
lamb	lambāmaḥ
lamb	lalambuḥ
lamb	lambet
lamb	lambyamāna
lambay	lambayata
lambay	lambayiṣyati
lambay	lambita
lih	lekṣi
lih	lihanti
lih	lihyuḥ
lih	lihyate
lih	liha
lih	lileha
lih	lilihe
lih	lihyamāna
luṭh	luṭhanti
luṭh	luṭhet
luṭh	luṭhita
luṇṭh	luṇṭhya
luṇṭhay	luṇṭhita
lolay	lolayāmāsa
lū	lunāsi
lū	lunāti
lū	alunāt
lū	luluvuḥ
lū	alāvīt
lū	lunīdhvam
lū	lūtvā
lokay	alokayat
lokay	lokita
bhuj	bhujyante
bhuj	abubhojīḥ
bhuj	bhogya
bhuj	bhuktvā
bhuj	bhujyamāna
bhuj	bhuje
abhistṛ	abhistṛṇoti
abhispṛś	abhispṛśati
sphūrj	sphūrjate
sphūrj	sphūrjita
smi	smayete
smi	smayante
smi	smayeta
smi	asmayiṣṭhāḥ
smi	smayāmi
smi	smayati
smi	asmeṣi
smi	smayanta
abhismi	abhismayat
abhisru	abhisravati
abhisru	abhisravantu
svar	svarati
svar	svarantu
svar	asvār
svar	asvārṣṭām
svar	svarāti
abhihan	abhihaṃsi
abhihan	abhyahanam
abhihan	abhihaniṣyanti
abhihan	abhyaghnam
abhihan	abhihanat
abhihan	abhyahanam
abhihan	abhijahi
abhihan	abhyaghāni
abhihan	abhihantavya
abhihan	abhihantum
abhihan	abhihanyat
abhihā	abhihāya
abhihiṅkṛ	abhihiṅkaromi
abhihiṅkṛ	abhihiṅkurvanti
abhihiṅkṛ	abhihiṅkṛṇota
abhihu	abhihutya
abhihu	abhihūyamāna
svid	svedate
svid	svidyamāna
sveday	svedayati
sveday	svedaya
sveday	svedayeta
sveday	svedayat
abhihṛ	abhiharanti
abhihṛ	abhiharantu
abhihṛ	abhyaharat
abhihṛ	abhihartā
abhihṛ	abhihṛta
abhihṛ	abhihārya
abhihāray	abhyahārayan
abhihāray	abhihārayat
ghātay	ghātayatu
ghātay	aghātayam
ghātay	ghātayiṣyasi
ghātay	ghātayiṣyatha
ghātay	ghātayase
ghātay	ghātayeta
ghātay	ghātayasva
ghātay	aghātayathāḥ
ghātay	ghātayiṣye
ghātay	ghātayiṣyāma
ghātay	ghātayāna
ghātay	ghātitavat
hṛṣ	hṛṣyataḥ
hṛṣ	hṛṣyeyam
hṛṣ	ahṛṣyan
hṛṣ	hṛṣyase
hṛṣ	hṛṣyasva
hṛṣ	ahṛṣyanta
hṛṣ	jahṛṣāte
hṛṣ	ahṛṣat
hṛṣ	hṛṣaḥ
hṛṣ	jaharṣatuḥ
hṛṣ	harṣase
hṛṣ	harṣadhvam
hṛṣ	harṣantām
hṛṣ	harṣitum
hṛṣ	hṛṣṭvā
hṛṣ	jāhṛṣāṇa
hṛṣ	harṣat
harṣay	harṣayanti
harṣay	harṣayase
harṣay	harṣayanta
harṣay	harṣayan
harṣay	harṣayiṣyat
harṣay	harṣayitvā
harṣay	harṣya
hlāday	ajihladat
hlāday	hlādayāmāsatuḥ
hlāday	hlādayitum
abhiharṣay	abhyaharṣayat
heṣ	heṣante
heṣ	aheṣiṣyata
heṣ	aheṣata
heṣ	jiheṣe
naṭ	naṭante
naṭ	naṭanīya
abhiheṣ	abhiheṣat
abhihve	abhihvayati
abhihve	abhihvayanti
abhihve	abhyahvayadhvam
abhī	abhīyāt
abhī	abhīyuḥ
abhī	abhyait
abhī	abhīyāya
abhī	abhīyatuḥ
abhī	abhyāyata
abhīkṣ	abhīkṣamāṇa
abhīndh	abhīndhe
abhīṣ	abhīcchati
abhīṣ	abhīcchāt
abhyaj	abhyājan
abhyañj	abhyajyate
abhyañj	abhyajyatām
abhyañj	abhyaṅkṣva
abhyatikram	abhyatikrāmat
abhyatikram	abhyatikrāmat
abhyatikram	abhyatikramya
nāṭay	nāṭayati
nāṭay	nāṭayat
nāṭay	nāṭayitavya
abhyativṛt	abhyativartate
abhyatyṛj	abhyatyarjanti
abhyanujñā	abhyanujānīyāt
abhyanujñā	abhyanujānīyuḥ
abhyanujñā	abhyanujānathāḥ
abhyanujñā	abhyanujānīṣe
abhyanujñā	abhyanujñeya
abhyanumoday	abhyanumodita
abhyanuśās	abhyanuśāsāni
abhyantarīkṛ	abhyantarīkaroti
abhyantarīkṛ	abhyantarīkṛtya
abhyantarīkṛ	abhyantarīkṛta
abhyapakram	abhyapakramīḥ
abhyapān	abhyapānet
abhyapān	abhyapānita
abhyarc	abhyarcitavat
abhyarc	abhyarcitum
arthay	arthayanti
arthay	arthayiṣyanti
arthay	arthayethe
arthay	arthayante
arthay	arthayāse
arthay	arthitavya
arthay	arthitavat
abhyarthay	abhyarthayethāḥ
abhyarthay	abhyarthayiṣyati
abhyarthay	abhyarthyate
abhyarthay	abhyarthya
abhyarthay	abhyarthayitum
abhyavakṛ	abhyavakireyam
abhyavakṛ	abhyavākiran
abhyavakṛ	abhyavakīryate
abhyavakṛ	abhyavakiran
dā	dāmi
dā	dānti
dā	diṣīya
dā	dāta
abhyavadhā	abhyavadhāya
nij	anijam
nij	ninikta
nij	nikṣva
nij	nijyat
abhyavanī	abhyavanayet
abhyavapat	abhyavapatita
abhyavasṛ	abhyavasṛtya
abhyavasṛj	abhyavasṛjet
abhyavahṛ	abhyavaharati
abhyavahṛ	abhyavaharanti
abhyavahṛ	abhyavajahruḥ
abhyavahṛ	abhyavahriyāt
abhyavahṛ	abhyavaharasva
abhyavahṛ	abhyavahartum
abhyavahāray	abhyavahārayet
abhyavahāray	abhyavahārayat
abhyavahāray	abhyavahārya
abhyave	abhyavayanti
abhyavekṣ	abhyavekṣate
abhyavekṣ	abhyavaikṣanta
abhyavekṣ	abhyavekṣāmaḥ
abhyavekṣ	abhyavekṣanta
abhyavekṣ	abhyavekṣat
abhyaś	abhyaśnute
abhyaś	abhyaśnuvate
abhyaś	abhyaśnavātai
abhyas	abhyastavat
abhyasūy	abhyasūyate
abhyasūy	abhyasūyat
abhyasūy	abhyasūyan
abhyasūy	abhyasūyya
abhyasūy	abhyasūyitum
abhyākhyā	abhyākhyāti
abhyāgam	abhyāgacchet
abhyāgam	abhyāgaccha
abhyāgam	abhyāgacchata
abhyāgam	abhyāgaccham
abhyāgam	abhyāgacchan
abhyāgam	abhyāgamya
abhyācar	abhyācaran
abhyāj	abhyājanti
abhyādā	abhyādade
abhyādiś	abhyādideśa
abhyādiś	abhyādiśat
abhyādru	abhyādravata
abhyādhā	abhyādadhyuḥ
abhyādhā	abhyādhāsyat
abhyādhā	abhyādheya
abhyādhā	abhyādhāya
abhyānī	abhyānayat
abhyābhū	abhyābhavet
abhyābhū	abhyābhaveyuḥ
abhyāyam	abhyāyacchanti
abhyāyam	abhyāyatya
abhyāyam	abhyāyaṃsenya
abhyāyā	abhyāyayatuḥ
abhyārabh	abhyārabhante
abhyārabh	abhyārabhat
abhyārabh	abhyārabhamāṇa
abhyārabh	abhyārabhya
abhyāruh	abhyārohet
abhyāruh	abhyāruhya
abhyāvah	abhyāvahati
abhyāvah	abhyāvahet
abhyāvah	abhyāvaheyuḥ
abhyāviś	abhyāviśet
abhyāviś	abhyāviśate
abhyāvṛt	abhyāvarteta
abhyāvṛt	abhyāvartadhvam
abhyāvṛt	abhyāvavṛtsva
abhyāvṛt	abhyāvṛtya
abhyāsad	abhyāsasāda
abhyāsic	abhyāsiñcet
abhyāhan	abhyāhanan
abhyāhan	abhyājaghne
abhyāhan	abhyāhatya
abhyāhṛ	abhyāharan
abhyāhṛ	abhyāharat
abhyāhṛ	abhyāhṛta
abhyāhvā	abhyāhvayan
abhyāhvā	abhyāhvayate
abhyukṣ	abhyukṣat
abhyujjīv	abhyujjīvati
abhyujjīv	abhyujjīvet
abhyutthā	abhyuttiṣṭha
abhyutthā	abhyuttiṣṭhat
abhyutpat	abhyutpatanti
abhyutpat	abhyutpatantu
abhyutpat	abhyudapatat
abhyutpat	abhyutpatat
abhyutsah	abhyutsahan
abhyutsah	abhyutsahanti
abhyutsah	abhyudasīṣahat
abhyutsṛj	abhyutsṛjat
abhyutsmi	abhyutsmayitvā
abhyund	abhyunatti
abhyund	abhyundat
abhyudānī	abhyudānayati
abhyudi	abhyudihi
abhyudi	abhyudiyāya
abhyudi	abhyudīyuḥ
abhyudi	abhyudīyāt
abhyudi	abhyudayiṣyati
abhyudīkṣ	abhyudīkṣase
abhyudīkṣ	abhyudīkṣya
abhyudīkṣ	abhyudīkṣyamāṇa
abhyudīray	abhyudairayat
abhyudīray	abhyudīrita
abhyuddhṛ	abhyuddharatu
abhyuddhṛ	abhyuddhariṣyati
abhyunnī	abhyunnayet
abhyupagam	abhyupagacchetām
abhyupagam	abhyupagaccheyuḥ
abhyupagam	abhyupāgacchan
abhyupagam	abhyupagamyatām
abhyupagam	abhyupagamyeta
abhyupagam	abhyupagacchate
abhyupagam	abhyupagantum
abhyupapad	abhyupapadyase
abhyupapad	abhyupapatsyate
abhyupapad	abhyupapadyanta
abhyupapad	abhyupapatsyāmaḥ
abhyupapad	abhyupapattum
abhyupayā	abhyupayāta
abhyupaviś	abhyupāviśat
abhyupākṛ	abhyupākṛta
abhyupāyā	abhyupāyayau
abhyupāvṛt	abhyupāvartemahi
abhyupāhṛ	abhyupāharat
abhyupāhṛ	abhyupāharan
abhyupe	abhyupaiṣi
abhyupe	abhyupehi
abhyupe	abhyupaitu
abhyupe	abhyupāyāma
abhyupe	abhyupeta
abhyupe	abhyupaiṣyanti
abhyupe	abhyupeyuḥ
abhyupe	abhyupeyatuḥ
abhyupekṣ	abhyupekṣita
abhyupekṣ	abhyupekṣitavat
abhyupekṣ	abhyupekṣya
abhyūh	abhyūhya
abhyūh	abhyūhitavya
abhye	abhyaimi
abhye	abhyaiti
abhye	abhyāyanti
abhye	abhyeyāt
abhye	abhyeta
amalay	amalayati
amitrāy	amitrāyate
araṁkṛ	araṃkṛtya
arātiy	arātiyāt
arūkṛ	arūkartum
trā	trāyete
trā	trāyeran
trā	trāyethām
trā	trāyetām
trā	atrāyata
trā	atrāyanta
trā	trāsye
trā	trāyadhve
trā	trāyante
trā	trāyet
trā	trāyeyuḥ
trā	trāsyāmi
trā	trāsyati
trā	trātāsmi
trā	trāyati
trā	trāyanti
trā	trāyāt
trā	trāsāthe
trā	treya
truṭ	truṭyati
truṭ	truṭyate
truṭ	truṭat
daṁś	daśāma
daṁś	daśantu
daṁś	daśiṣyāmaḥ
daṁś	adaṃśi
daṁś	daṅkṣyati
daṁś	adaṃśanta
daṁś	daśyeta
daṁś	daṣṭavya
daṁś	daṃśat
daṁś	dadaśvas
dam	dāmyata
dam	damyate
dam	damyante
dam	damitvā
dam	damyamāna
damay	damayet
damay	damayitvā
dal	adalat
dalay	dalayet
dalay	dalaya
ṛd	ṛdantu
ṛd	ārdan
ṛd	arditum
arday	ardayati
arday	ardayet
arday	ardayāmāsatuḥ
arday	ardayāmāsuḥ
arday	ardayeta
arday	ardayāti
arday	ardayatām
mnā	amnāyi
mnā	manat
mnā	mnāta
alaṁkṛ	alaṃkaromi
alaṁkṛ	alamakārṣīt
alaṁkṛ	alaṃkariṣyāmaḥ
alpīkṛ	alpīkṛta
alpībhū	alpībhaviṣyanti
alpībhū	alpībhavat
avakarṇay	avakarṇayat
kutsay	kutsayāmi
kutsay	kutsayase
kutsay	kutsya
avakūj	avakūjat
kūlay	kūlita
avakṛt	avakṛntet
avakṛt	avakṛntatu
avakṛś	avakṛśnīyāt
avakarśay	avakarśayanti
avakṛṣ	avakarṣet
avakṛṣ	avākarṣaḥ
avakṛṣ	avakṛṣyase
avakṛṣ	avakarṣeta
avakṛṣ	avakṛṣyanta
avakṛṣ	avakarṣat
avakṛṣ	avakṛṣya
avakṛ	avakiranti
avakṛ	avakariṣyati
avakṛ	avakariṣyanti
avakṛ	avacakruḥ
avakṛ	avakīryeta
avakṛ	avakiran
avakṛ	avacakaruḥ
avakﾱp	avakﾱpta
avakalpay	avakalpayiṣyanti
avakalpay	avakalpayitavya
avakram	avakrāmeyam
avakram	avakrāmet
avakram	avakrāmat
avakram	avakramya
avakrī	avakrīṇīyāt
avakrī	avakrīta
kṣepay	kṣepayāmāsa
kṣepay	kṣepayitum
kṣepay	kṣepyamāna
avakṣip	avakṣipet
avakṣip	avākṣipan
avakṣip	avakṣipat
avakṣud	avakṣuṇṇa
khaṇḍay	khaṇḍayati
khaṇḍay	khaṇḍaya
khaṇḍay	khaṇḍayatu
khaṇḍay	khaṇḍayāmāsa
khaṇḍay	khaṇḍayat
khaṇḍay	khaṇḍayitum
bhaṇ	bhaṇati
bhaṇ	bhaṇanti
bhaṇ	bhaṇiṣyati
bhaṇ	bhaṇyante
bhaṇ	bhaṇiṣyate
bhaṇ	babhāṇa
bhaṇ	bhaṇitvā
avakhaṇḍay	avakhaṇḍita
avakhyā	avakśāya
avakhyāpay	avakhyāpya
avagaṇay	avagaṇita
avagam	avagaccheyam
avagam	avagaccheyuḥ
avagam	avagacchatām
avagam	avagacchata
avagam	avāgacchat
avagam	avagacchasva
avagam	avagacchatām
avagam	avagacchadhvam
avagam	avagaman
avagamay	avagamayet
avagamay	avagamita
avagal	avagalita
avagā	avagāḥ
avagā	avāgāt
avagāh	avagāhe
avagāh	avagāhāmahe
avagāh	avagāhadhvam
avagāh	avagāhiṣye
avagāh	avagāhyatām
avagāh	avagāhire
avagāh	avāgāhat
avagāh	avagāhantu
avagāh	avagāhya
avagāh	avagāḍhavat
avagāh	avagāḍhum
avaguṇṭhay	avaguṇṭhayitvā
avagur	avaguret
avagur	avagurya
avaguh	avagūhati
avaguh	avagūhanti
avaguh	avagūḍha
avaguh	avagūhitum
avaguh	avagūhya
avagṛ	avagirati
avagrah	avagṛhṇanti
avagrah	avagṛhṇīyāt
avagrah	avagṛhāṇa
avagrah	avagṛhyate
avagrah	avagrahītum
grāhay	grāhayāmi
grāhay	grāhayiṣyanti
grāhay	agrāhayata
grāhay	agrāhayetām
grāhay	grāhayat
grāhay	grāhayiṣyat
grāhay	grāhya
grāhay	grāhya
bhī	bibhīmaḥ
bhī	bibhiyuḥ
bhī	abibhyan
bhī	abhaiṣuḥ
bhī	bibhaya
bhī	bibhyatuḥ
bhī	bibhīma
bhī	bibhyuḥ
bhī	bhīyate
bhī	bibhyasi
bhī	bibhyate
bhī	bibhyeyuḥ
bhī	bibhetu
bhī	bhīta
bhī	bibhyethāḥ
bhī	bhaiṣuḥ
bhī	abheṣyat
bhī	bibhayāṃcakāra
bhī	bibhayāṃcakruḥ
bhī	bibhimaḥ
bhī	bibhyet
bhī	bhayatām
bhī	bhayete
bhī	abībhayanta
bhī	bībhayat
bhī	abhayanta
bhī	abheḥ
bhī	bībhāya
bhī	bheya
ghaṭṭay	ghaṭṭayanti
ghaṭṭay	ghaṭṭyamāna
bhās	bhāsati
bhās	babhāsire
bhās	abhāsanta
bhās	abībhasat
bhās	bhāsyamāna
avaghaṭṭay	avaghaṭṭita
avaghuṣ	avaghuṣya
avaghūrṇ	avaghūrṇita
bhāsay	bhāsayasi
bhāsay	bhāsayanti
bhāsay	bhāsayiṣyati
bhāsay	bhāsayāmāsa
bhāsay	bhāsayāmāsuḥ
bhāsay	bhāsita
bhāsay	bhāsya
gharṣay	gharṣayāmāsa
gharṣay	gharṣayat
avagharṣay	avagharṣayet
avagharṣay	avagharṣayat
avaghrā	avaghrāta
calay	calayanti
calay	calayet
calay	calita
cālay	cālayasi
cālay	acālayam
cālay	cālayiṣyasi
cālay	cālayāmāsuḥ
cālay	cālayate
cālay	cālyamāna
avacakṣ	avācacakṣam
avacar	avacacāra
avacar	avacarya
avacāray	avacārayeta
avacāray	avacārayat
avacāray	avacāraṇīya
avacāray	avacārayitum
avacāray	avacārya
avaci	avacinoti
avaci	avacinvat
avaci	avaceya
avaci	avacetum
cūrṇay	cūrṇayāmi
cūrṇay	acūrṇayam
cūrṇay	cūrṇyate
cūrṇay	cūrṇyante
cūrṇay	cūrṇayāmāsuḥ
cūrṇay	cūrṇayat
cūrṇay	cūrṇayitum
cyāvay	cyāvayāmaḥ
cyāvay	cyāvayatha
cyāvay	cyāvayatu
cyāvay	cyāvayiṣyati
cyāvay	cyāvayāmasi
cyāvay	cyāvayante
ceṣṭay	ceṣṭayet
ceṣṭay	ceṣṭayat
ceṣṭay	ceṣṭayāna
avacchid	avacchindanti
avacchid	avacchidyante
avacchā	avacchāta
avaji	avājayat
avaji	avājayan
avaji	avajeṣyasi
avaji	avājaiṣīt
avaji	avajīyate
avaji	avajetā
avaji	avajigye
avaji	avajayat
avajṛmbh	avajṛmbhasva
avajṛmbh	avajṛmbhita
avajñā	avajānīhi
avajñā	avajānīta
avajñā	avajñāsyanti
avajñā	avajñāyeta
avajñā	avajānīte
avajñā	avajānate
avajñā	avajñātavat
jvaray	jvarayanti
jvalay	jvalayanti
jvalay	jvalaya
jvalay	jvalita
jvālay	jvālaya
jvālay	ajvālayat
jvālay	jvālayiṣyāmi
jvālay	jvālyante
jvālay	jvālayat
jvālay	jvālya
jvālay	jvālyamāna
avatan	avatanoti
avatan	avātanot
avatan	avatanyate
avatan	avatene
avatap	avatapitā
avatap	avatapat
avatap	avatapta
avatāpay	avatāpya
tulay	tulayati
tulay	tulayāmaḥ
tulay	tulayāma
tulay	tulayiṣyāmi
tulay	tulayāmāsa
tulay	tulaye
tulay	tulayat
tulay	tulyamāna
toṣay	toṣayati
toṣay	toṣayāvaḥ
toṣay	toṣayiṣyati
toṣay	toṣayāmāsatuḥ
toṣay	toṣayat
toṣay	toṣitum
toṣay	toṣayitavya
toṣay	toṣya
tāray	tārayema
tāray	tārayeyuḥ
tāray	tārayata
tāray	atārayam
tāray	tārayiṣyasi
tāray	tārayiṣyāma
tāray	tārayāmāsuḥ
tāray	tāryate
tāray	tāryamāṇa
daṁśay	adaṃśayan
daṁśay	daṃśayāmāsa
daṁśay	daṃśyamāna
avatṛd	avatṛṇṇa
avatṛ	avatarasi
avatṛ	avatatara
avatṛ	avatarāma
avatṛ	avātarāva
avatṛ	avātarāma
avatṛ	avatarate
avatṛ	avataram
avatṛ	avatārya
avatṛ	avataritum
avatṛ	avatīrṇavat
avatṛ	avatarita
avatāray	avatāryatām
avatāray	avatāritavat
avatāray	avatāryamāṇa
avadal	avadalati
avadah	avādahaḥ
avadah	avadahyate
avadah	avadahya
avadṛ	avadīryete
avadṛ	avadīryante
avadṛ	avadīryamāṇa
avado	avadyeyuḥ
avadyotay	avadyotayati
avadyotay	avadyotyate
avadhā	avādadhāt
avadhā	avādhāḥ
avadhā	avadadhuḥ
avadhā	avadhīyase
avadhā	avadhīyate
avadhā	avadhīyeta
avadhā	avadhātavya
avadhū	avadhūnoti
avadhū	avadhūnuṣe
avadhū	avadhuta
avadhū	avadhūnvāna
avadhāray	avadhārayāmaḥ
avadhāray	avadhārayat
avadhāray	avadhāryeta
avadhāray	avadhārayasva
avadhyā	avadadhyau
avadhyā	avadhyāta
avadhyā	avadhyāyita
avadhyā	avadhyeya
avadhyā	avadhyātum
avanam	avanamanti
avanam	avananāmire
avanam	avanamyamāna
avanāmay	avanāmya
avanard	avanardati
avanard	avanardet
avanah	avanahyati
avanī	avanīya
pāṭay	pāṭayati
pāṭay	pāṭayāma
pāṭay	apāṭayam
pāṭay	pāṭyase
pāṭay	pāṭyate
pāṭay	pāṭyante
pāṭay	pāṭayiṣye
pāṭay	pāṭitavat
pāṭay	pāṭayitum
paṇ	paṇāvahe
paṇ	paṇasva
paṇ	paṇadhvam
paṇ	paṇyate
paṇ	paṇāvaḥ
paṇ	paṇyatām
paṇ	paṇitvā
paṇ	paṇitavya
paṇ	paṇitum
paṇay	paṇita
avapāṭay	avapāṭyate
avapāṭay	avapāṭita
avapat	avapetuḥ
avapat	avapatiṣyat
avapātay	avapātayet
avapātay	avapātayan
avapātay	avapātya
avapad	avapadyai
avapad	avapadyatām
avapad	avāpadyata
avapad	avapadyamāna
avapad	avapadaḥ
avapiṣ	avapiṣya
avapīḍay	avapīḍaya
avapīḍay	avapīḍayat
avapīḍay	avapīḍyamāna
avapothay	avapothayat
avabandh	avabadhnāti
avabandh	avabadhnanti
avabandh	avabadhnīyāt
avabandh	avābadhnāt
avabandh	avabadhya
avabudh	avabudhye
avabudh	avabudhyatām
avabudh	avabudhyante
avabudh	avabhotsyase
avabudh	avabhotsyante
avabudh	avabudhyāmi
avabudh	avabudhyasi
avabudh	avabudhyati
avabudh	avabudhyet
avabudh	avabudhyat
avabudh	avaboddhum
avabhañj	avabhañjat
bhartsay	bhartsayanti
bhartsay	bhartsayet
bhartsay	abhartsayat
bhartsay	abhartsayan
bhartsay	bhartsayiṣyati
bhartsay	bhartsayāṃcakrire
bhaṣ	bhaṣet
bhaṣ	bhaṣeyuḥ
bhaṣ	bhaṣase
bhaṣ	bhaṣante
bhaṣ	bhaṣitum
bhraṁś	bhraṃśate
bhraṁś	bhraṃśasva
bhraṁś	bhraśyante
bhraṁś	bhraśyataḥ
bhraṁś	bhraśyatu
bhraṁś	babhraṃśe
bhraṁś	babhraṃśire
bhraṁś	abhraśyata
avabhartsay	avabhartsayat
avabhartsay	avabhartsita
avabhartsay	avabhartsya
avabhā	avabhāta
avabhās	avabhāsase
avabhās	avabhāsyate
avabhās	avabhāseran
avabhāsay	avabhāsayet
avabhuj	avabhugna
avabhuj	avabhujya
majj	majjeyam
majj	majjeḥ
majj	majjatu
majj	amajjat
majj	majjante
majj	amajjata
majj	amāṅkṣīt
majj	mamajjuḥ
majj	majjīḥ
majj	maṅktum
majjay	majjaya
majjay	majjayiṣyāmi
majjay	majjayiṣyasi
majjay	majjayate
majjay	majjayitum
avamajj	avamagna
avamath	avamathya
avaman	avamanyāmahe
avaman	avamanyadhvam
avaman	avamaṃsye
avaman	avamenire
avaman	avamanyāmi
avaman	avamanyati
avaman	avāmaṃsthāḥ
avaman	avamaṃsyāmi
avaman	avamaṃsyati
avaman	avamaṃsyanti
avaman	avamanyanta
avaman	avamaṃsta
avaman	avamanyat
avamānay	avamānitavat
avamā	avamīyate
mi	minomi
mi	minoti
mi	mimāya
mi	mīyante
mi	minavāma
mi	minvan
mi	minvat
mi	meṣyat
avamuc	avamuñcantu
avamuc	avamuñcat
avamuc	avamuñcamāna
