Лемма	Класс	Форма	Лицо	Число	Время/наклонение	Примеры
saṁsṛp	1	saṃsarpeyuḥ	Third	Pl.	"Pres. Potential"	"    1"
saṁsṛp	1	samasarpat	Third	Sg.	"Imperfect ind"	"    1"
saṁsṛp	1	saṃsṛpyate	Third	Sg.	"Present Passive"	"    1"
saṁsev	1	saṃsevante	Third	Pl.	"Present Ind."	"    1"
saṁsev	1	saṃseveta	Third	Sg.	"Pres. Potential"	"    1"
saṁsev	1	saṃsevyamāna			"Present Passive"	"    1"
saṁsev	1	saṃsevanīya			"Future passive particle"	"    1"
saṁskṛ	8	saṃskriyante	Third	Pl.	"Present Passive"	"    1"
saṁskṛ	8	saṃskartāsi	Second	Sg.	"Future. Ind. Peri."	"    1"
saṁskṛ	8	saṃskurvat			"Present Ind."	"    1"
saṁskṛ	8	saṃskriyamāṇa			"Present Passive"	"    1"
saṁskṛ	8	saṃskaritum			Infinitive	"    1"
saṁstambh	9	saṃstabhyante	Third	Pl.	"Present Passive"	"    1"
saṁstambh	9	saṃstambhire	Third	Pl.	"Perfect Ind."	"    1"
saṁstambh	9	saṃstabdha			"Past Passive Participle"	"    1"
saṁstambh	9	saṃstabhya			"Future passive particle"	"    1"
saṁstu	5	saṃstutya			"Future passive particle"	"    1"
saṁstu	5	saṃstunvat			"Present Ind."	"    1"
saṁstu	5	saṃstutvā			Absolutive	"    1"
saṁstu	5	saṃstūyat			"Present Ind."	"    1"
saṁstṛ	1	saṃstarat			"Present Ind."	"    1"
saṁsthā	1	saṃtiṣṭhanti	Third	Pl.	"Present Ind."	"    1"
saṁsthā	1	saṃtasthau	Third	Sg.	"Perfect Ind."	"    1"
saṁsthā	1	saṃtiṣṭhe	First	Sg.	"Present Ind."	"    1"
saṁsthā	1	saṃtiṣṭheta	Third	Sg.	"Pres. Potential"	"    1"
saṁsthā	1	saṃtiṣṭhasva	Second	Sg.	"Pres. Imp."	"    1"
saṁsthā	1	saṃtiṣṭhata	Second	Pl.	"Pres. Imp."	"    1"
saṁsthā	1	saṃsthāsyati	Third	Sg.	"Future Ind."	"    1"
saṁsthā	1	saṃsthātā	Third	Sg.	"Future. Ind. Peri."	"    1"
saṁsthā	1	samasthithāḥ	Second	Sg.	"Aorist Ind. Root."	"    1"
saṁsthā	1	samasthita	Third	Sg.	"Aorist Ind. Root."	"    1"
saṁsthā	1	samasthiran	Third	Pl.	"Aorist Ind. Root."	"    1"
saṁsthā	1	saṃsthitvā			Absolutive	"    1"
saṁsthāpay	10	saṃsthāpayāmi	First	Sg.	"Present Ind."	"    1"
saṁsthāpay	10	saṃsthāpayāmaḥ	First	Pl.	"Present Ind."	"    1"
saṁsthāpay	10	saṃsthāpayāma	First	Pl.	"Pres. Imp."	"    1"
saṁsthāpay	10	saṃsthāpyate	Third	Sg.	"Present Passive"	"    1"
saṁsthāpay	10	saṃsthāpayat			"Present Ind."	"    1"
saṁsthāpay	10	saṃsthāpayiṣyat			"Future Ind."	"    1"
saṁsthāpay	10	saṃsthāpayitum			Infinitive	"    1"
saṁsthāpay	10	saṃsthāpyamāna			"Present Passive"	"    1"
saṁspṛś	6	saṃspṛśāmi	First	Sg.	"Present Ind."	"    1"
saṁspṛś	6	saṃspṛśeyam	First	Sg.	"Pres. Potential"	"    1"
saṁspṛś	6	saṃspṛśeḥ	Second	Sg.	"Pres. Potential"	"    1"
saṁspṛś	6	saṃspṛśeyuḥ	Third	Pl.	"Pres. Potential"	"    1"
saṁspṛś	6	saṃspṛśa	Second	Sg.	"Pres. Imp."	"    1"
saṁspṛś	6	saṃspṛśyeta	Third	Sg.	"Pres. Opt Passive"	"    1"
saṁspṛś	6	saṃspṛśantām	Third	Pl.	"Pres. Imp."	"    1"
saṁspṛś	6	saṃspraṣṭum			Infinitive	"    1"
saṁspṛś	6	saṃspṛṣṭavat			"Past Active Participle"	"    1"
saṁspṛś	6	saṃspṛṣṭvā			Absolutive	"    1"
saṁspṛś	6	saṃspṛśāna			"Present Ind."	"    1"
saṁspṛh	10	saṃspṛhayanti	Third	Pl.	"Present Ind."	"    1"
saṁsphālay	10	saṃsphālayat			"Present Ind."	"    1"
saṁsmi	1	saṃsmayat			"Present Ind."	"    1"
saṁsmi	1	saṃsmayamāna			"Present Ind."	"    1"
saṁsmṛ	1	saṃsmarati	Third	Sg.	"Present Ind."	"    1"
saṁsmṛ	1	saṃsmara	Second	Sg.	"Pres. Imp."	"    1"
saṁsmṛ	1	samasmarat	Third	Sg.	"Imperfect ind"	"    1"
saṁsmṛ	1	saṃsmariṣyasi	Second	Sg.	"Future Ind."	"    1"
saṁsmṛ	1	saṃsmaryate	Third	Sg.	"Present Passive"	"    1"
saṁsmṛ	1	saṃsmarate	Third	Sg.	"Present Ind."	"    1"
saṁsmṛ	1	saṃsmartāsi	Second	Sg.	"Future. Ind. Peri."	"    1"
saṁsmṛ	1	saṃsmartavya			"Future passive particle"	"    1"
saṁsvad	1	saṃsude			Infinitive	"    1"
saṁsveday	10	saṃsvedanīya			"Future passive particle"	"    1"
saṁhan	2	saṃhaniṣyāmaḥ	First	Pl.	"Future Ind."	"    1"
saṁhan	2	saṃhanyate	Third	Sg.	"Present Passive"	"    1"
saṁhan	2	saṃjaghāna	Third	Sg.	"Perfect Ind."	"    1"
saṁhan	2	saṃjaghnuḥ	Third	Pl.	"Perfect Ind."	"    1"
saṁhā	3	saṃjahyāt	Third	Sg.	"Pres. Potential"	"    1"
saṁhā	3	saṃjahāti	Third	Sg.	"Present Ind."	"    1"
saṁhā	3	saṃhāya			Absolutive	"    1"
saṁhṛ	1	saṃhareyam	First	Sg.	"Pres. Potential"	"    1"
saṁhṛ	1	saṃharetām	Third	Du.	"Pres. Potential"	"    1"
saṁhṛ	1	saṃhareyuḥ	Third	Pl.	"Pres. Potential"	"    1"
saṁhṛ	1	saṃhariṣyāmi	First	Sg.	"Future Ind."	"    1"
saṁhṛ	1	saṃhriyante	Third	Pl.	"Present Passive"	"    1"
saṁhṛ	1	saṃhare	First	Sg.	"Present Ind."	"    1"
saṁhṛ	1	saṃhariṣye	First	Sg.	"Future Ind."	"    1"
saṁhṛṣ	1	saṃhṛṣyanti	Third	Pl.	"Present Ind."	"    1"
saṁhṛṣ	1	saṃhṛṣyet	Third	Sg.	"Pres. Potential"	"    1"
saṁhṛṣ	1	samahṛṣyan	Third	Pl.	"Imperfect ind"	"    1"
saṁhṛṣ	1	saṃjaharṣa	Third	Sg.	"Perfect Ind."	"    1"
saṁhṛṣ	1	saṃhṛṣyate	Third	Sg.	"Present Passive"	"    1"
saṁhṛṣ	1	samaharṣata	Third	Sg.	"Imperfect ind"	"    1"
saṁhṛṣ	1	saṃjahṛṣe	Third	Sg.	"Perfect Ind."	"    1"
saṁhṛṣ	1	saṃhṛṣita			"Past Passive Participle"	"    1"
saṁhṛṣ	1	saṃhṛṣyamāṇa			"Present Passive"	"    1"
saṁhṛṣ	1	saṃharṣamāṇa			"Present Ind."	"    1"
saṁharṣay	10	saṃharṣayati	Third	Sg.	"Present Ind."	"    1"
saṁharṣay	10	saṃharṣayeyuḥ	Third	Pl.	"Pres. Potential"	"    1"
saṁharṣay	10	samaharṣayan	Third	Pl.	"Imperfect ind"	"    1"
saṁharṣay	10	saṃharṣayāmāsuḥ	Third	Pl.	"Perfect Ind. Peri."	"    1"
saṁharṣay	10	saṃharṣayāṃcakruḥ	Third	Pl.	"Perfect Ind. Peri."	"    1"
saṁkathay	10	saṃkathayiṣyāmi	First	Sg.	"Future Ind."	"    1"
saṁkathay	10	saṃkathayāṃcakruḥ	Third	Pl.	"Perfect Ind. Peri."	"    1"
saṁkathay	10	saṃkathayat			"Present Ind."	"    1"
saṁkan	4	saṃcakāna			"Perfect Ind."	"    1"
saṁkamp	1	saṃcakampe	Third	Sg.	"Perfect Ind."	"    1"
saṁkamp	1	saṃcakampire	Third	Pl.	"Perfect Ind."	"    1"
saṁkamp	1	saṃkampita			"Past Passive Participle"	"    1"
saṁkalay	10	saṃkalayati	Third	Sg.	"Present Ind."	"    1"
saṁkalay	10	saṃkalita			"Past Passive Participle"	"    1"
saṁkīrtay	10	saṃkīrtyate	Third	Sg.	"Present Passive"	"    1"
saṁkuñc	6	samakucan	Third	Pl.	"Imperfect ind"	"    1"
saṁkuñc	6	saṃcukucuḥ	Third	Pl.	"Perfect Ind."	"    1"
saṁkuñc	6	saṃkuñcita			"Past Passive Participle"	"    1"
saṁkup	4	samakupyata	Third	Sg.	"Imperfect ind"	"    1"
saṁkṛ	8	samakṛṇvan	Third	Pl.	"Imperfect ind"	"    1"
saṁkṛ	8	saṃcakāra	Third	Sg.	"Perfect Ind."	"    1"
saṁkṛ	8	saṃkurudhvam	Second	Pl.	"Pres. Imp."	"    1"
saṁkṛ	8	saṃcakre	Third	Sg.	"Perfect Ind."	"    1"
saṁkṛ	8	saṃkṛta			"Past Passive Participle"	"    1"
saṁkṛ	8	saṃkartum			Infinitive	"    1"
saṁkṛṣ	6	samakarṣata	Third	Sg.	"Imperfect ind"	"    1"
saṁkṛṣ	6	saṃcakarṣa	Third	Sg.	"Perfect Ind."	"    1"
saṁkṛṣ	6	saṃkṛṣyate	Third	Sg.	"Present Passive"	"    1"
saṁkṛṣ	6	saṃkṛṣya			Absolutive	"    1"
saṁkṛ	6	saṃkireyuḥ	Third	Pl.	"Pres. Potential"	"    1"
saṁkṛ	6	saṃcakruḥ	Third	Pl.	"Perfect Ind."	"    1"
saṁkṛ	6	saṃkīryate	Third	Sg.	"Present Passive"	"    1"
saṁkṛ	6	saṃkīryeta	Third	Sg.	"Pres. Opt Passive"	"    1"
saṁkṛ	6	saṃkīryetām	Third	Du.	"Imperfect Ind. Passive "	"    1"
saṁkṛ	6	saṃkīrya			Absolutive	"    1"
saṁkṛ	6	saṃkīryamāṇa			"Present Passive"	"    1"
saṁkﾱp	1	samakalpetām	Third	Du.	"Imperfect ind"	"    1"
saṁkﾱp	1	samakalpanta	Third	Pl.	"Imperfect ind"	"    1"
saṁkﾱp	1	samakﾱpatām	Third	Du.	"Aorist Ind. Them."	"    1"
saṁkﾱp	1	samacīkﾱpan	Third	Pl.	"Aorist Ind. Red."	"    1"
saṁkalpay	10	saṃkalpayataḥ	Third	Du.	"Present Ind."	"    1"
saṁkalpay	10	saṃkalpayiṣyāmi	First	Sg.	"Future Ind."	"    1"
saṁkalpay	10	saṃkalpayiṣyati	Third	Sg.	"Future Ind."	"    1"
saṁkalpay	10	saṃkalpayāmāsuḥ	Third	Pl.	"Perfect Ind. Peri."	"    1"
saṁkalpay	10	saṃkalpyatām	Third	Sg.	"Pres. Imperative Passive"	"    1"
saṁkalpay	10	samakalpyata	Third	Sg.	"Imperfect Ind. Passive "	"    1"
saṁkalpay	10	saṃkalpayitum			Infinitive	"    1"
saṁkrand	1	saṃkrandat			"Present Ind."	"    1"
saṁkram	6	saṃkramyate	Third	Sg.	"Present Passive"	"    1"
saṁkram	6	saṃkramete	Third	Du.	"Present Ind."	"    1"
saṁkram	6	saṃkrāmate	Third	Sg.	"Present Ind."	"    1"
saṁkram	6	saṃkrameyam	First	Sg.	"Pres. Potential"	"    1"
saṁkrī	9	saṃkretum			Infinitive	"    1"
saṁkrīḍ	1	saṃkrīḍase	Second	Sg.	"Present Ind."	"    1"
saṁkrīḍ	1	saṃkrīḍante	Third	Pl.	"Present Ind."	"    1"
saṁkrīḍ	1	saṃkrīḍeta	Third	Sg.	"Pres. Potential"	"    1"
saṁkrīḍ	1	samakrīḍata	Third	Sg.	"Imperfect ind"	"    1"
saṁkrīḍ	1	saṃkrīḍanti	Third	Pl.	"Present Ind."	"    1"
saṁkrīḍ	1	saṃcikrīḍe	Third	Sg.	"Perfect Ind."	"    1"
saṁkrīḍ	1	saṃkrīḍita			"Past Passive Participle"	"    1"
saṁkrudh	4	saṃkrudhyati	Third	Sg.	"Present Ind."	"    1"
saṁkrudh	4	saṃkrudhyet	Third	Sg.	"Pres. Potential"	"    1"
saṁkrudh	4	saṃcukrudhuḥ	Third	Pl.	"Perfect Ind."	"    1"
saṁkrudh	4	saṃcukrudhe	Third	Sg.	"Perfect Ind."	"    1"
saṁkruś	4	saṃkruṣṭa			"Past Passive Participle"	"    1"
saṁkliś	9	saṃkliśyase	Second	Sg.	"Present Ind."	"    1"
saṁkliś	9	saṃkleṣṭum			Infinitive	"    1"
saṁkliś	9	saṃkliśyamāna			"Present Ind."	"    1"
saṁkṣam	1	saṃkṣamase	Second	Sg.	"Present Ind."	"    1"
saṁkṣam	1	saṃkṣamasva	Second	Sg.	"Pres. Imp."	"    1"
saṁkṣip	6	samakṣipat	Third	Sg.	"Imperfect ind"	"    1"
saṁkṣip	6	saṃkṣipyante	Third	Pl.	"Present Passive"	"    1"
saṁkṣud	1	saṃcukṣuduḥ	Third	Pl.	"Perfect Ind."	"    1"
saṁkhid	6	saṃkhinna			"Past Passive Participle"	"    1"
saṁkhyā	2	saṃkhyāsyāmi	First	Sg.	"Future Ind."	"    1"
saṁkhyā	2	saṃkhyāyate	Third	Sg.	"Present Passive"	"    1"
saṁgam	6	saṃgacchanti	Third	Pl.	"Present Ind."	"    1"
saṁgam	6	samagacchatām	Third	Du.	"Imperfect ind"	"    1"
saṁgam	6	saṃgamiṣyāmi	First	Sg.	"Future Ind."	"    1"
saṁgam	6	samagaman	Third	Pl.	"Aorist Ind. Them."	"    1"
saṁgam	6	samagaman	Third	Pl.	"Aorist Ind. Root."	"    1"
saṁgam	6	saṃgacchase	Second	Sg.	"Present Ind."	"    1"
saṁgam	6	saṃgacchate	Third	Sg.	"Present Ind."	"    1"
saṁgam	6	saṃgacchante	Third	Pl.	"Present Ind."	"    1"
saṁgam	6	saṃgacchethāḥ	Second	Sg.	"Pres. Potential"	"    1"
saṁgam	6	saṃgaccheyātām	Third	Du.	"Pres. Potential"	"    1"
saṁgam	6	saṃgacchai	First	Sg.	"Pres. Imp."	"    1"
saṁgam	6	saṃgacchasva	Second	Sg.	"Pres. Imp."	"    1"
saṁgam	6	saṃgacchantām	Third	Pl.	"Pres. Imp."	"    1"
saṁgam	6	samagacchanta	Third	Pl.	"Imperfect ind"	"    1"
saṁgam	6	saṃgamiṣye	First	Sg.	"Future Ind."	"    1"
saṁgam	6	saṃgamaḥ	Second	Sg.	"Aorist Jus."	"    1"
saṁgam	6	samagaṃsata	Third	Pl.	"Aorist Ind. S."	"    1"
saṁgam	6	saṃgacchātai	Third	Sg.	"Pres. Sub."	"    1"
saṁgam	6	saṃgamāmahai	First	Pl.	"Pres. Imp."	"    1"
saṁgam	6	saṃgamanīya			"Future passive particle"	"    1"
saṁgam	6	saṃgamya			"Future passive particle"	"    1"
saṁgam	6	saṃgacchamāna			"Present Ind."	"    1"
saṁgamay	10	saṃgamayet	Third	Sg.	"Pres. Potential"	"    1"
saṁgamay	10	saṃgamayatu	Third	Sg.	"Pres. Imp."	"    1"
saṁgamay	10	saṃgamayāmāsa	Third	Sg.	"Perfect Ind. Peri."	"    1"
saṁgamay	10	saṃgamitavat			"Past Active Participle"	"    1"
saṁgā	4	saṃgāyamāna			"Present Ind."	"    1"
saṁgāh	1	samagāhata	Third	Sg.	"Imperfect ind"	"    1"
saṁgāh	1	samagāhāma	First	Pl.	"Imperfect ind"	"    1"
saṁgā	4	saṃgīyate	Third	Sg.	"Present Passive"	"    1"
saṁgā	4	saṃgīyatām	Third	Sg.	"Pres. Imperative Passive"	"    1"
saṁgā	4	saṃgātum			Infinitive	"    1"
saṁgras	1	saṃgrasate	Third	Sg.	"Present Ind."	"    1"
saṁgrah	6	saṃgṛhāṇa	Second	Sg.	"Pres. Imp."	"    1"
saṁgrah	6	saṃgrahīṣyāmi	First	Sg.	"Future Ind."	"    1"
saṁgrah	6	samagrahīt	Third	Sg.	"Aorist Ind. Is."	"    1"
saṁgrah	6	samagṛhṇata	Third	Sg.	"Imperfect ind"	"    1"
saṁgrah	6	saṃjagṛhe	Third	Sg.	"Perfect Ind."	"    1"
saṁgrah	6	saṃgṛhyeta	Third	Sg.	"Pres. Opt Passive"	"    1"
saṁgrah	6	samagṛhyata	Third	Sg.	"Imperfect Ind. Passive "	"    1"
saṁgrah	6	saṃgṛhyatām	Third	Sg.	"Pres. Imperative Passive"	"    1"
saṁgrah	6	saṃgṛbhṇāḥ	Second	Sg.	"Pres. Sub."	"    1"
saṁgrah	6	saṃgṛbhītā	Third	Sg.	"Future. Ind. Peri."	"    1"
saṁgrah	6	samajagrabhīt	Third	Sg.	"Plp. ind."	"    1"
saṁgrah	6	saṃgṛhyamāṇa			"Present Passive"	"    1"
saṁgrah	6	saṃgṛbhita			"Past Passive Participle"	"    1"
saṁgrah	6	saṃgrahītavya			"Future passive particle"	"    1"
saṁgrah	6	saṃgrahītum			Infinitive	"    1"
saṁgrah	6	saṃgṛbhīta			"Past Passive Participle"	"    1"
saṁgrāhay	10	saṃgrāhayiṣyati	Third	Sg.	"Future Ind."	"    1"
saṁgrāhay	10	saṃgrāhita			"Past Passive Participle"	"    1"
saṁghaṭ	1	samaghaṭi	Third	Sg.	"Aorist Ind. Passive"	"    1"
saṁghaṭ	1	saṃghaṭyantām	Third	Pl.	"Pres. Imperative Passive"	"    1"
saṁghaṭṭ	1	saṃjaghaṭṭire	Third	Pl.	"Perfect Ind."	"    1"
saṁghaṭṭay	10	saṃghaṭṭayāmāsa	Third	Sg.	"Perfect Ind. Peri."	"    1"
saṁghaṭṭay	10	saṃghaṭṭayat			"Present Ind."	"    1"
saṁghṛṣ	4	saṃghṛṣyat			"Present Ind."	"    1"
saṁcakṣ	2	saṃcaṣṭe	Third	Sg.	"Present Ind."	"    1"
saṁcakṣ	2	saṃcakṣya			Absolutive	"    1"
saṁcakṣ	2	saṃcakṣi			Infinitive	"    1"
saṁcar	1	saṃcarāmi	First	Sg.	"Present Ind."	"    1"
saṁcar	1	saṃcareyam	First	Sg.	"Pres. Potential"	"    1"
saṁcar	1	saṃcareyuḥ	Third	Pl.	"Pres. Potential"	"    1"
saṁcar	1	saṃcarāṇi	First	Sg.	"Pres. Imp."	"    1"
saṁcar	1	saṃcara	Second	Sg.	"Pres. Imp."	"    1"
saṁcar	1	saṃcarāmahe	First	Pl.	"Present Ind."	"    1"
saṁcar	1	saṃcareta	Third	Sg.	"Pres. Potential"	"    1"
saṁcar	1	saṃcaremahi	First	Pl.	"Pres. Potential"	"    1"
saṁcar	1	samacarāvahi	First	Du.	"Imperfect ind"	"    1"
saṁcar	1	saṃcareṇya			"Future passive particle"	"    1"
saṁcāray	10	saṃcārayāmi	First	Sg.	"Present Ind."	"    1"
saṁcāray	10	saṃcārayeyuḥ	Third	Pl.	"Pres. Potential"	"    1"
saṁcāray	10	saṃcāraya	Second	Sg.	"Pres. Imp."	"    1"
saṁcāray	10	saṃcāryate	Third	Sg.	"Present Passive"	"    1"
saṁcāray	10	saṃcārayāmāsa	Third	Sg.	"Perfect Ind. Peri."	"    1"
saṁcāray	10	saṃcārayat			"Present Ind."	"    1"
saṁcāray	10	saṃcārayitum			Infinitive	"    1"
saṁcāray	10	saṃcāryamāṇa			"Present Passive"	"    1"
saṁcālay	10	saṃcālayet	Third	Sg.	"Pres. Potential"	"    1"
saṁcālay	10	samacālayat	Third	Sg.	"Imperfect ind"	"    1"
saṁcālay	10	saṃcālayat			"Present Ind."	"    1"
saṁcālay	10	saṃcālita			"Past Passive Participle"	"    1"
saṁcālay	10	saṃcālayitum			Infinitive	"    1"
saṁci	5	saṃcinoti	Third	Sg.	"Present Ind."	"    1"
saṁci	5	saṃcinvanti	Third	Pl.	"Present Ind."	"    1"
saṁci	5	saṃcīyante	Third	Pl.	"Present Passive"	"    1"
saṁci	5	saṃcinute	Third	Sg.	"Present Ind."	"    1"
saṁci	5	saṃcitvā			Absolutive	"    1"
saṁcit	1	saṃcitta			"Past Passive Participle"	"    1"
saṁcit	1	saṃcikitvas			"Perfect Ind."	"    1"
saṁcintay	10	saṃcintayasi	Second	Sg.	"Present Ind."	"    1"
saṁcintay	10	saṃcintaya	Second	Sg.	"Pres. Imp."	"    1"
saṁcintay	10	samacintayam	First	Sg.	"Imperfect ind"	"    1"
saṁcintay	10	samacintayan	Third	Pl.	"Imperfect ind"	"    1"
saṁcintay	10	saṃcintyatām	Third	Sg.	"Pres. Imperative Passive"	"    1"
saṁcintay	10	saṃcintyamāna			"Present Passive"	"    1"
saṁcintay	10	saṃcintayāna			"Present Ind."	"    1"
saṁcud	1	samacūcudaḥ	Second	Sg.	"Aorist Ind. Red."	"    1"
saṁcud	1	saṃcoditavya			"Future passive particle"	"    1"
saṁcoday	10	saṃcodaya	Second	Sg.	"Pres. Imp."	"    1"
saṁcoday	10	samacodayan	Third	Pl.	"Imperfect ind"	"    1"
saṁcoday	10	saṃcodayiṣyat			"Future Ind."	"    1"
saṁcoday	10	saṃcodayitum			Infinitive	"    1"
saṁcoday	10	saṃcodayitvā			Absolutive	"    1"
saṁcoday	10	saṃcodayāna			"Present Ind."	"    1"
saṁcūrṇay	0	saṃcūrṇayati	Third	Sg.	"Present Ind."	"    1"
saṁcūrṇay	0	samacūrṇayat	Third	Sg.	"Imperfect ind"	"    1"
saṁcūrṇay	0	saṃcūrṇya			"Future passive particle"	"    1"
saṁcyāvay	10	saṃcyāvayāmāsa	Third	Sg.	"Perfect Ind. Peri."	"    1"
saṁchāday	10	saṃchādayat			"Present Ind."	"    1"
saṁchāday	10	saṃchādayiṣyat			"Future Ind."	"    1"
saṁchid	7	saṃchinatti	Third	Sg.	"Present Ind."	"    1"
saṁchid	7	saṃchinddhi	Second	Sg.	"Pres. Imp."	"    1"
saṁchid	7	saṃcicheda	Third	Sg.	"Perfect Ind."	"    1"
saṁchid	7	saṃcichidatuḥ	Third	Du.	"Perfect Ind."	"    1"
saṁchid	7	saṃcichiduḥ	Third	Pl.	"Perfect Ind."	"    1"
saṁchid	7	saṃchindat			"Present Ind."	"    1"
saṁchid	7	saṃchindya			Absolutive	"    1"
saṁjan	4	saṃjāyete	Third	Du.	"Present Ind."	"    1"
saṁjan	4	saṃjāyeta	Third	Sg.	"Pres. Potential"	"    1"
saṁjan	4	saṃjāyatetarām	Third	Sg.	"Present Ind."	"    1"
saṁjanay	10	saṃjanayeyuḥ	Third	Pl.	"Pres. Potential"	"    1"
saṁjanay	10	saṃjanayasva	Second	Sg.	"Pres. Imp."	"    1"
saṁjanay	10	saṃjanayitvā			Absolutive	"    1"
saṁjalp	1	saṃjajalpuḥ	Third	Pl.	"Perfect Ind."	"    1"
saṁji	1	saṃjayāmi	First	Sg.	"Present Ind."	"    1"
saṁji	1	saṃjayet	Third	Sg.	"Pres. Potential"	"    1"
saṁji	1	saṃjitya			Absolutive	"    1"
saṁji	1	saṃjigīvas			"Perfect Ind."	"    1"
saṁjīv	1	saṃjīvati	Third	Sg.	"Present Ind."	"    1"
saṁjīv	1	saṃjīvanti	Third	Pl.	"Present Ind."	"    1"
saṁjīv	1	saṃjīvatu	Third	Sg.	"Pres. Imp."	"    1"
saṁjīv	1	saṃjīvate	Third	Sg.	"Present Ind."	"    1"
saṁjīv	1	saṃjīvasva	Second	Sg.	"Pres. Imp."	"    1"
saṁjīv	1	saṃjīvatām	Third	Sg.	"Pres. Imp."	"    1"
saṁjīv	1	saṃjīvya			Absolutive	"    1"
saṁjīv	1	saṃjīvamāna			"Present Ind."	"    1"
saṁjīvay	10	saṃjīvayanti	Third	Pl.	"Present Ind."	"    1"
saṁjīvay	10	saṃjīvayiṣyati	Third	Sg.	"Future Ind."	"    1"
saṁjīvay	10	saṃjīvyatām	Third	Sg.	"Pres. Imperative Passive"	"    1"
saṁjīvay	10	saṃjīvayasva	Second	Sg.	"Pres. Imp."	"    1"
saṁjṛ	4	saṃjarati	Third	Sg.	"Present Ind."	"    1"
saṁjñā	9	samajānan	Third	Pl.	"Imperfect ind"	"    1"
saṁjñā	9	saṃjñāyante	Third	Pl.	"Present Passive"	"    1"
saṁjñā	9	saṃjñāta			"Past Passive Participle"	"    1"
saṁjñā	9	saṃjñeya			"Future passive particle"	"    1"
saṁjñā	9	saṃjñātvā			Absolutive	"    1"
saṁjñāpay	10	saṃjñāpayiṣyāmi	First	Sg.	"Future Ind."	"    1"
saṁjñāpay	10	saṃjñāpita			"Past Passive Participle"	"    1"
saṁjñāpay	10	saṃjñāpya			Absolutive	"    1"
saṁjvar	1	saṃjvaranti	Third	Pl.	"Present Ind."	"    1"
saṁjvar	1	saṃjvariṣyanti	Third	Pl.	"Future Ind."	"    1"
saṁjval	1	saṃjajvāla	Third	Sg.	"Perfect Ind."	"    1"
satkṛ	8	satkaroṣi	Second	Sg.	"Present Ind."	"    1"
satkṛ	8	satkaroti	Third	Sg.	"Present Ind."	"    1"
satkṛ	8	satkariṣyasi	Second	Sg.	"Future Ind."	"    1"
satkṛ	8	satkariṣyanti	Third	Pl.	"Future Ind."	"    1"
satkṛ	8	satkariṣyate	Third	Sg.	"Future Ind."	"    1"
satkṛ	8	satkurvat			"Present Ind."	"    1"
satkṛ	8	satkṛtavat			"Past Active Participle"	"    1"
satkṛ	8	satkriyamāṇa			"Present Passive"	"    1"
satkṛ	8	satkurvāṇa			"Present Ind."	"    1"
satkāray	10	satkārayantu	Third	Pl.	"Pres. Imp."	"    1"
saṁtakṣ	2	saṃtatakṣatuḥ	Third	Du.	"Perfect Ind."	"    1"
saṁtakṣ	2	saṃtatakṣāte	Third	Du.	"Perfect Ind."	"    1"
saṁtakṣ	2	saṃtakṣya			Absolutive	"    1"
saṁtāḍay	10	saṃtāḍayāmāsa	Third	Sg.	"Perfect Ind. Peri."	"    1"
saṁtāḍay	10	saṃtāḍyamāna			"Present Passive"	"    1"
saṁtan	8	saṃtanuyāt	Third	Sg.	"Pres. Potential"	"    1"
saṁtan	8	saṃtatāna	Third	Sg.	"Perfect Ind."	"    1"
saṁtan	8	saṃtāyate	Third	Sg.	"Present Passive"	"    1"
saṁtan	8	saṃtanavāma	First	Pl.	"Pres. Potential"	"    1"
saṁtan	8	saṃtanvāna			"Present Ind."	"    1"
saṁtap	4	saṃtapati	Third	Sg.	"Present Ind."	"    1"
saṁtap	4	saṃtapanti	Third	Pl.	"Present Ind."	"    1"
saṁtap	4	saṃtapet	Third	Sg.	"Pres. Potential"	"    1"
saṁtap	4	saṃtatāpa	Third	Sg.	"Perfect Ind."	"    1"
saṁtap	4	saṃtapye	First	Sg.	"Present Passive"	"    1"
saṁtap	4	saṃtapyete	Third	Du.	"Present Passive"	"    1"
saṁtap	4	saṃtapyante	Third	Pl.	"Present Passive"	"    1"
saṁtap	4	saṃtapyati	Third	Sg.	"Present Ind."	"    1"
saṁtap	4	saṃtaptāsmaḥ	First	Pl.	"Future. Ind. Peri."	"    1"
saṁtap	4	saṃtaptum			Infinitive	"    1"
saṁtāpay	10	saṃtāpayet	Third	Sg.	"Pres. Potential"	"    1"
saṁtāpay	10	saṃtāpaya	Second	Sg.	"Pres. Imp."	"    1"
saṁtāpay	10	saṃtāpayiṣyāmi	First	Sg.	"Future Ind."	"    1"
saṁtam	4	saṃtāmyati	Third	Sg.	"Present Ind."	"    1"
saṁtarkay	0	saṃtarkayāmāsa	Third	Sg.	"Perfect Ind. Peri."	"    1"
saṁtarkay	0	saṃtarkya			Absolutive	"    1"
saṁtarjay	10	saṃtarjayāmāsa	Third	Sg.	"Perfect Ind. Peri."	"    1"
saṁtejay	10	saṃtejayat			"Present Ind."	"    1"
saṁtolay	10	samatolayam	First	Sg.	"Imperfect ind"	"    1"
saṁtuṣ	4	saṃtuṣyasi	Second	Sg.	"Present Ind."	"    1"
saṁtuṣ	4	saṃtuṣyanti	Third	Pl.	"Present Ind."	"    1"
saṁtuṣ	4	saṃtuṣyet	Third	Sg.	"Pres. Potential"	"    1"
