final_member	mw_class	mw_first_members	corpus_compounds	corpus_tokens	corpus_first_members	overlap_first	mw_only_first	corpus_only_first	corpus_status
gopya	UTTARAPADA	1	0	0	0	0	1	0	absent
gopālanirṇayabhakti	UTTARAPADA	1	0	0	0	0	1	0	absent
gopālapratiṣṭhā	UTTARAPADA	1	0	0	0	0	1	0	absent
gopālavidhi	UTTARAPADA	1	0	0	0	0	1	0	absent
gopālikā	UTTARAPADA	1	0	0	0	0	1	0	nonfinal_only
gorakṣa	UTTARAPADA	1	0	0	0	0	1	0	form_variant
gosa	UTTARAPADA	1	0	0	0	0	1	0	absent
gosvāmin	UTTARAPADA	1	0	0	0	0	1	0	nonfinal_only
gotama	UTTARAPADA	1	0	0	0	0	1	0	nonfinal_only
gotraja	UTTARAPADA	1	0	0	0	0	1	0	absent
gotrakulakalpam	UTTARAPADA	1	0	0	0	0	1	0	absent
gotrya	UTTARAPADA	1	0	0	0	0	1	0	absent
gotrā	UTTARAPADA	1	0	0	0	0	1	0	form_variant
govindasiṃha	UTTARAPADA	1	0	0	0	0	1	0	absent
govindaśarman	UTTARAPADA	1	0	0	0	0	1	0	absent
goḍikā	UTTARAPADA	1	0	0	0	0	1	0	absent
goḍī	UTTARAPADA	1	0	0	0	0	1	0	absent
goṇiga	UTTARAPADA	1	0	0	0	0	1	0	absent
goṇikā	UTTARAPADA	1	0	0	0	0	1	0	absent
goṇī	UTTARAPADA	1	1	1	1	0	1	1	final
goṣpada	UTTARAPADA	1	2	1	2	0	1	2	final
goṣṭham	UTTARAPADA	1	0	0	0	0	1	0	absent
goṣṭhikā	UTTARAPADA	1	0	0	0	0	1	0	absent
goṣṭhīmāhātmya	UTTARAPADA	1	0	0	0	0	1	0	absent
grahagṛhīta	UTTARAPADA	1	0	0	0	0	1	0	absent
grahahoma	UTTARAPADA	1	0	0	0	0	1	0	absent
grahamañjari	UTTARAPADA	1	0	0	0	0	1	0	absent
grahamañjarī	UTTARAPADA	1	0	0	0	0	1	0	absent
grahaphala	UTTARAPADA	1	0	0	0	0	1	0	absent
grahaprakaraṇa	UTTARAPADA	1	0	0	0	0	1	0	absent
grahaprāyaścitta	UTTARAPADA	1	0	0	0	0	1	0	absent
grahavat	UTTARAPADA	1	0	0	0	0	1	0	absent
grahayutyadhikāra	UTTARAPADA	1	0	0	0	0	1	0	absent
grahaśānti	UTTARAPADA	1	0	0	0	0	1	0	absent
grahaṇapaddhati	UTTARAPADA	1	0	0	0	0	1	0	absent
grahaṇaratnamālā	UTTARAPADA	1	0	0	0	0	1	0	absent
grahaṇika	UTTARAPADA	1	0	0	0	0	1	0	form_variant
grahaṇīya	UTTARAPADA	1	0	0	0	0	1	0	absent
grahiṣṇu	UTTARAPADA	1	0	0	0	0	1	0	absent
grahotpāta	UTTARAPADA	1	0	0	0	0	1	0	absent
grahī	UTTARAPADA	1	0	0	0	0	1	0	form_variant
granihi	UTTARAPADA	1	0	0	0	0	1	0	absent
granthadīpikā	UTTARAPADA	1	0	0	0	0	1	0	absent
granthana	UTTARAPADA	1	0	0	0	0	1	0	nonfinal_only
granthanibarhaṇa	UTTARAPADA	1	0	0	0	0	1	0	absent
granthapattra	UTTARAPADA	1	0	0	0	0	1	0	absent
granthapūrvapakṣarahasya	UTTARAPADA	1	0	0	0	0	1	0	absent
grantharahasya	UTTARAPADA	1	0	0	0	0	1	0	absent
grantharāja	UTTARAPADA	1	0	0	0	0	1	0	absent
granthibandha	UTTARAPADA	1	0	0	0	0	1	0	absent
granthikā	UTTARAPADA	1	0	0	0	0	1	0	form_variant
granthin	UTTARAPADA	1	3	5	3	0	1	3	final
granthinikā	UTTARAPADA	1	0	0	0	0	1	0	absent
granthiprathamavicāra	UTTARAPADA	1	0	0	0	0	1	0	absent
granthisiratā	UTTARAPADA	1	0	0	0	0	1	0	absent
granthya	UTTARAPADA	1	0	0	0	0	1	0	absent
grasana	UTTARAPADA	1	2	2	2	0	1	2	final
grastā	UTTARAPADA	1	0	0	0	0	1	0	form_variant
grathana	UTTARAPADA	1	1	1	1	1	0	0	final
grathaṇā	UTTARAPADA	1	0	0	0	0	1	0	absent
gri	UTTARAPADA	1	0	0	0	0	1	0	absent
grumuṣṭi	UTTARAPADA	1	0	0	0	0	1	0	nonfinal_only
grāhitā	UTTARAPADA	1	1	1	1	0	1	1	final
grāhyapaddhati	UTTARAPADA	1	0	0	0	0	1	0	absent
grāmara	UTTARAPADA	1	0	0	0	0	1	0	absent
grāmayājaka	UTTARAPADA	1	0	0	0	0	1	0	absent
grāmīya	UTTARAPADA	1	0	0	0	0	1	0	absent
grāmīṇavādyokta	UTTARAPADA	1	0	0	0	0	1	0	absent
grāsam	UTTARAPADA	1	0	0	0	0	1	0	absent
grāsikā	UTTARAPADA	1	0	0	0	0	1	0	absent
grīvaka	UTTARAPADA	1	0	0	0	0	1	0	absent
grīvam	UTTARAPADA	1	0	0	0	0	1	0	absent
grīvatīrtha	UTTARAPADA	1	0	0	0	0	1	0	absent
grīvi	UTTARAPADA	1	0	0	0	0	1	0	absent
grīvin	UTTARAPADA	1	0	0	0	0	1	0	absent
grīvī	UTTARAPADA	1	0	0	0	0	1	0	form_variant
grīṣma	UTTARAPADA	1	9	9	5	0	1	5	final
gucchaka	UTTARAPADA	1	0	0	0	0	1	0	nonfinal_only
gucchaphala	UTTARAPADA	1	0	0	0	0	1	0	absent
gucchaphalā	UTTARAPADA	1	0	0	0	0	1	0	absent
gucchā	UTTARAPADA	1	0	0	0	0	1	0	form_variant
gudavalaya	UTTARAPADA	1	0	0	0	0	1	0	absent
gudh	UTTARAPADA	1	0	0	0	0	1	0	absent
gudā	UTTARAPADA	1	0	0	0	0	1	0	form_variant
guggula	UTTARAPADA	1	1	1	1	0	1	1	final
guhyamaya	UTTARAPADA	1	0	0	0	0	1	0	absent
guhyavarnaṇa	UTTARAPADA	1	0	0	0	0	1	0	absent
guhyā	UTTARAPADA	1	0	0	0	0	1	0	form_variant
guhī	UTTARAPADA	1	0	0	0	0	1	0	form_variant
guli	UTTARAPADA	1	0	0	0	0	1	0	absent
gulmaka	UTTARAPADA	1	1	1	1	0	1	1	final
gulmā	UTTARAPADA	1	0	0	0	0	1	0	form_variant
gulpha	UTTARAPADA	1	11	14	9	1	0	8	final
gulphatā	UTTARAPADA	1	0	0	0	0	1	0	absent
gumphikā	UTTARAPADA	1	0	0	0	0	1	0	absent
gunna	UTTARAPADA	1	0	0	0	0	1	0	absent
gup	UTTARAPADA	1	115	0	83	1	0	82	final
guptadeva	UTTARAPADA	1	0	0	0	0	1	0	absent
guptasūnu	UTTARAPADA	1	0	0	0	0	1	0	absent
guptiśataka	UTTARAPADA	1	0	0	0	0	1	0	absent
guptācārya	UTTARAPADA	1	0	0	0	0	1	0	absent
gurubhāṣya	UTTARAPADA	1	0	0	0	0	1	0	absent
gurukāvya	UTTARAPADA	1	0	0	0	0	1	0	absent
gurumuṣṭi	UTTARAPADA	1	0	0	0	0	1	0	absent
gurupakṣa	UTTARAPADA	1	0	0	0	0	1	0	absent
gurusahasranāmastotra	UTTARAPADA	1	0	0	0	0	1	0	absent
gurustavamālā	UTTARAPADA	1	0	0	0	0	1	0	absent
gurustotra	UTTARAPADA	1	0	0	0	0	1	0	absent
gurutā	UTTARAPADA	1	2	2	2	0	1	2	final
guruvaiḍūryaprabhā	UTTARAPADA	1	0	0	0	0	1	0	absent
guruśiṣya	UTTARAPADA	1	0	0	0	0	1	0	absent
gurvī	UTTARAPADA	1	0	0	0	0	1	0	nonfinal_only
guta	UTTARAPADA	1	0	0	0	0	1	0	absent
gutsa	UTTARAPADA	1	0	0	0	0	1	0	absent
guñja	UTTARAPADA	1	0	0	0	0	1	0	form_variant
guñjana	UTTARAPADA	1	0	0	0	0	1	0	absent
guñjatsamīra	UTTARAPADA	1	0	0	0	0	1	0	absent
guḍaka	UTTARAPADA	1	1	1	1	0	1	1	final
guḍaśṛṅgaka	UTTARAPADA	1	0	0	0	0	1	0	absent
guḍikā	UTTARAPADA	1	0	0	0	0	1	0	nonfinal_only
guḍā	UTTARAPADA	1	0	0	0	0	1	0	form_variant
guḍūcī	UTTARAPADA	1	6	7	6	0	1	6	final
guṇagaṇa	UTTARAPADA	1	0	0	0	0	1	0	absent
guṇajantujīva	UTTARAPADA	1	0	0	0	0	1	0	absent
guṇakrama	UTTARAPADA	1	0	0	0	0	1	0	absent
guṇalekhā	UTTARAPADA	1	0	0	0	0	1	0	absent
guṇam	UTTARAPADA	1	0	0	0	0	1	0	absent
guṇamaya	UTTARAPADA	1	0	0	0	0	1	0	absent
guṇamaṇidarpaṇa	UTTARAPADA	1	0	0	0	0	1	0	absent
guṇanikara	UTTARAPADA	1	0	0	0	0	1	0	absent
guṇaparityāga	UTTARAPADA	1	0	0	0	0	1	0	absent
guṇaratnakośa	UTTARAPADA	1	0	0	0	0	1	0	absent
guṇasahasranāman	UTTARAPADA	1	0	0	0	0	1	0	absent
guṇasaṃgraha	UTTARAPADA	1	0	0	0	0	1	0	absent
guṇasthāna	UTTARAPADA	1	0	0	0	0	1	0	absent
guṇatva	UTTARAPADA	1	0	0	0	0	1	0	absent
guṇavat	UTTARAPADA	1	10	5	10	0	1	10	final
guṇavedin	UTTARAPADA	1	0	0	0	0	1	0	absent
guṇā	UTTARAPADA	1	0	0	0	0	1	0	form_variant
guṇādarśa	UTTARAPADA	1	0	0	0	0	1	0	absent
guṇāguṇayogaśata	UTTARAPADA	1	0	0	0	0	1	0	absent
guṇākara	UTTARAPADA	1	0	0	0	0	1	0	absent
guṇībhāva	UTTARAPADA	1	0	0	0	0	1	0	absent
guṇībhūta	UTTARAPADA	1	0	0	0	0	1	0	absent
guṇṭamarāma	UTTARAPADA	1	0	0	0	0	1	0	absent
guṇṭhana	UTTARAPADA	1	0	0	0	0	1	0	absent
gābhīrī	UTTARAPADA	1	0	0	0	0	1	0	absent
gādādharī	UTTARAPADA	1	0	0	0	0	1	0	absent
gāhana	UTTARAPADA	1	1	1	1	0	1	1	final
gāhya	UTTARAPADA	1	0	0	0	0	1	0	absent
gālana	UTTARAPADA	1	1	1	1	0	1	1	final
gāmbhīrya	UTTARAPADA	1	6	6	6	0	1	6	final
gāminīpratipattijñānabala	UTTARAPADA	1	0	0	0	0	1	0	absent
gāndharva	UTTARAPADA	1	3	3	3	1	0	2	final
gāra	UTTARAPADA	1	0	0	0	0	1	0	form_variant
gārga	UTTARAPADA	1	0	0	0	0	1	0	absent
gārgyapariṇayapratiṣedhavādārtha	UTTARAPADA	1	0	0	0	0	1	0	absent
gārgyāyaṇī	UTTARAPADA	1	0	0	0	0	1	0	absent
gārgīya	UTTARAPADA	1	0	0	0	0	1	0	absent
gārhapatya	UTTARAPADA	1	2	0	2	1	0	1	final
gāri	UTTARAPADA	1	0	0	0	0	1	0	absent
gāthaka	UTTARAPADA	1	0	0	0	0	1	0	absent
gāthika	UTTARAPADA	1	0	0	0	0	1	0	absent
gāthikā	UTTARAPADA	1	0	0	0	0	1	0	absent
gāthin	UTTARAPADA	1	2	3	1	1	0	0	final
gāthāpañjikā	UTTARAPADA	1	0	0	0	0	1	0	absent
gāthāstuti	UTTARAPADA	1	0	0	0	0	1	0	absent
gātriyā	UTTARAPADA	1	0	0	0	0	1	0	absent
gātrī	UTTARAPADA	1	0	0	0	0	1	0	form_variant
gātuyā	UTTARAPADA	1	0	0	0	0	1	0	form_variant
gāyatra	UTTARAPADA	1	0	0	0	0	1	0	nonfinal_only
gāyatri	UTTARAPADA	1	0	0	0	0	1	0	absent
gāyatrikā	UTTARAPADA	1	0	0	0	0	1	0	absent
gāyatrīnyāsa	UTTARAPADA	1	0	0	0	0	1	0	absent
gāyin	UTTARAPADA	1	0	0	0	0	1	0	absent
gāṅga	UTTARAPADA	1	2	0	2	0	1	2	final
gāṅgam	UTTARAPADA	1	0	0	0	0	1	0	absent
gī	UTTARAPADA	1	0	0	0	0	1	0	form_variant
gīrṇa	UTTARAPADA	1	0	0	0	0	1	0	absent
gīrṇin	UTTARAPADA	1	0	0	0	0	1	0	absent
gītagovinda	UTTARAPADA	1	0	0	0	0	1	0	nonfinal_only
gītanṛtya	UTTARAPADA	1	0	0	0	0	1	0	absent
gītaṭīkā	UTTARAPADA	1	0	0	0	0	1	0	absent
gītha	UTTARAPADA	1	0	0	0	0	1	0	absent
gītya	UTTARAPADA	1	0	0	0	0	1	0	absent
gītāvyākhyā	UTTARAPADA	1	0	0	0	0	1	0	absent
gītāṭīkā	UTTARAPADA	1	0	0	0	0	1	0	absent
gūha	UTTARAPADA	1	0	0	0	0	1	0	absent
gūhana	UTTARAPADA	1	0	0	0	0	1	0	absent
gūlā	UTTARAPADA	1	0	0	0	0	1	0	absent
gūrti	UTTARAPADA	1	1	0	1	1	0	0	final
gūrṇa	UTTARAPADA	1	0	0	0	0	1	0	absent
gūtha	UTTARAPADA	1	0	0	0	0	1	0	nonfinal_only
gūthaka	UTTARAPADA	1	0	0	0	0	1	0	absent
gūtīgiri	UTTARAPADA	1	0	0	0	0	1	0	absent
gūḍhaka	UTTARAPADA	1	0	0	0	0	1	0	absent
gūḍham	UTTARAPADA	1	0	0	0	0	1	0	absent
gūḍhaviṣa	UTTARAPADA	1	0	0	0	0	1	0	absent
gūḍhārthaprakāśaka	UTTARAPADA	1	0	0	0	0	1	0	absent
gṛddha	UTTARAPADA	1	0	0	0	0	1	0	absent
gṛdhnu	UTTARAPADA	1	3	3	2	0	1	2	final
gṛdhnutā	UTTARAPADA	1	1	1	1	0	1	1	final
gṛdhyin	UTTARAPADA	1	0	0	0	0	1	0	absent
gṛhapatika	UTTARAPADA	1	0	0	0	0	1	0	absent
gṛhapraveśa	UTTARAPADA	1	0	0	0	0	1	0	absent
gṛhaspatika	UTTARAPADA	1	0	0	0	0	1	0	absent
gṛhavāsa	UTTARAPADA	1	0	0	0	0	1	0	absent
gṛhin	UTTARAPADA	1	1	1	1	0	1	1	final
gṛhyaka	UTTARAPADA	1	0	0	0	0	1	0	nonfinal_only
gṛhyakārikā	UTTARAPADA	1	0	0	0	0	1	0	absent
gṛhyamantra	UTTARAPADA	1	0	0	0	0	1	0	absent
gṛhyamālā	UTTARAPADA	1	0	0	0	0	1	0	absent
gṛhyapaddhati	UTTARAPADA	1	0	0	0	0	1	0	absent
gṛhyā	UTTARAPADA	1	0	0	0	0	1	0	form_variant
gṛhā	UTTARAPADA	1	0	0	0	0	1	0	form_variant
gṛhāvāsa	UTTARAPADA	1	0	0	0	0	1	0	absent
gṛhītaka	UTTARAPADA	1	0	0	0	0	1	0	absent
gṛhītam	UTTARAPADA	1	0	0	0	0	1	0	absent
gṛhīti	UTTARAPADA	1	0	0	0	0	1	0	absent
gṛtsa	UTTARAPADA	1	0	0	0	0	1	0	nonfinal_only
haci	UTTARAPADA	1	0	0	0	0	1	0	absent
hailihila	UTTARAPADA	1	0	0	0	0	1	0	absent
haimana	UTTARAPADA	1	0	0	0	0	1	0	absent
hairanyika	UTTARAPADA	1	0	0	0	0	1	0	absent
haituka	UTTARAPADA	1	3	0	1	0	1	1	final
haka	UTTARAPADA	1	0	0	0	0	1	0	absent
hakāra	UTTARAPADA	1	0	0	0	0	1	0	nonfinal_only
haladī	UTTARAPADA	1	0	0	0	0	1	0	absent
halam	UTTARAPADA	1	0	0	0	0	1	0	absent
halana	UTTARAPADA	1	0	0	0	0	1	0	absent
halanīya	UTTARAPADA	1	0	0	0	0	1	0	absent
halikāgrāma	UTTARAPADA	1	0	0	0	0	1	0	absent
hallikā	UTTARAPADA	1	0	0	0	0	1	0	absent
hambīrā	UTTARAPADA	1	0	0	0	0	1	0	absent
hanavya	UTTARAPADA	1	0	0	0	0	1	0	absent
hanmana	UTTARAPADA	1	0	0	0	0	1	0	absent
hantra	UTTARAPADA	1	0	0	0	0	1	0	absent
hantu	UTTARAPADA	1	1	0	1	0	1	1	final
hantṛphalā	UTTARAPADA	1	0	0	0	0	1	0	absent
hanumat	UTTARAPADA	1	0	0	0	0	1	0	absent
hanā	UTTARAPADA	1	0	0	0	0	1	0	form_variant
hanī	UTTARAPADA	1	0	0	0	0	1	0	form_variant
haracaturthīvratakālanirṇaya	UTTARAPADA	1	0	0	0	0	1	0	absent
haraṇastotra	UTTARAPADA	1	0	0	0	0	1	0	absent
haricandra	UTTARAPADA	1	0	0	0	0	1	0	absent
hariharivāha	UTTARAPADA	1	0	0	0	0	1	0	absent
hariharivāhanasādhana	UTTARAPADA	1	0	0	0	0	1	0	absent
harika	UTTARAPADA	1	0	0	0	0	1	0	absent
harikā	UTTARAPADA	1	0	0	0	0	1	0	absent
harin	UTTARAPADA	1	1	1	1	0	1	1	final
haripralāpa	UTTARAPADA	1	0	0	0	0	1	0	absent
haritalūna	UTTARAPADA	1	0	0	0	0	1	0	absent
haritāla	UTTARAPADA	1	2	2	2	0	1	2	final
harivaṃśa	UTTARAPADA	1	1	1	1	0	1	1	final
harivaṃśagosvāmin	UTTARAPADA	1	0	0	0	0	1	0	absent
hariṇadṛś	UTTARAPADA	1	0	0	0	0	1	0	absent
hariṇī	UTTARAPADA	1	2	2	2	0	1	2	final
hartra	UTTARAPADA	1	0	0	0	0	1	0	absent
haryaka	UTTARAPADA	1	0	0	0	0	1	0	absent
haryata	UTTARAPADA	1	0	0	0	0	1	0	absent
haryaśva	UTTARAPADA	1	3	1	3	0	1	3	final
haryāśva	UTTARAPADA	1	0	0	0	0	1	0	absent
harīmātṛtīrtha	UTTARAPADA	1	0	0	0	0	1	0	absent
harīśvara	UTTARAPADA	1	0	0	0	0	1	0	absent
harṣaka	UTTARAPADA	1	0	0	0	0	1	0	absent
harṣakara	UTTARAPADA	1	0	0	0	0	1	0	absent
harṣamūla	UTTARAPADA	1	0	0	0	0	1	0	absent
hastakāṇḍa	UTTARAPADA	1	0	0	0	0	1	0	absent
hastam	UTTARAPADA	1	0	0	0	0	1	0	absent
hastasaṃkhyā	UTTARAPADA	1	0	0	0	0	1	0	absent
hastatā	UTTARAPADA	1	1	1	1	0	1	1	final
hastika	UTTARAPADA	1	0	0	0	0	1	0	absent
hastikā	UTTARAPADA	1	0	0	0	0	1	0	absent
hastipura	UTTARAPADA	1	0	0	0	0	1	0	absent
hastiratha	UTTARAPADA	1	0	0	0	0	1	0	absent
hastiśaila	UTTARAPADA	1	0	0	0	0	1	0	absent
hastyā	UTTARAPADA	1	0	0	0	0	1	0	form_variant
hastīna	UTTARAPADA	1	0	0	0	0	1	0	absent
hastīśvara	UTTARAPADA	1	0	0	0	0	1	0	absent
hasānana	UTTARAPADA	1	0	0	0	0	1	0	absent
hatekṣaṇa	UTTARAPADA	1	0	0	0	0	1	0	absent
hatha	UTTARAPADA	1	0	0	0	0	1	0	absent
haura	UTTARAPADA	1	0	0	0	0	1	0	absent
hautrasūcī	UTTARAPADA	1	0	0	0	0	1	0	absent
hautrānukramaṇī	UTTARAPADA	1	0	0	0	0	1	0	absent
havanī	UTTARAPADA	1	0	0	0	0	1	0	form_variant
havirdhāna	UTTARAPADA	1	4	6	2	0	1	2	final
haviṣka	UTTARAPADA	1	1	0	1	0	1	1	final
havyabhuj	UTTARAPADA	1	0	0	0	0	1	0	absent
havyavaha	UTTARAPADA	1	0	0	0	0	1	0	nonfinal_only
havītunāman	UTTARAPADA	1	0	0	0	0	1	0	absent
haṃsagaṇa	UTTARAPADA	1	0	0	0	0	1	0	absent
haṃsaka	UTTARAPADA	1	0	0	0	0	1	0	absent
haṃsavālavyajana	UTTARAPADA	1	0	0	0	0	1	0	absent
haṃsikā	UTTARAPADA	1	0	0	0	0	1	0	absent
haṃsopaniṣad	UTTARAPADA	1	0	0	0	0	1	0	absent
haṃsāvalī	UTTARAPADA	1	0	0	0	0	1	0	absent
haṇana	UTTARAPADA	1	0	0	0	0	1	0	absent
haṇi	UTTARAPADA	1	0	0	0	0	1	0	absent
haṇā	UTTARAPADA	1	0	0	0	0	1	0	absent
haṇḍa	UTTARAPADA	1	0	0	0	0	1	0	absent
haṭha	UTTARAPADA	1	3	4	3	0	1	3	final
haṭṭaka	UTTARAPADA	1	0	0	0	0	1	0	absent
hela	UTTARAPADA	1	0	0	0	0	1	0	form_variant
helā	UTTARAPADA	1	2	1	2	0	1	2	final
hemadugdhā	UTTARAPADA	1	0	0	0	0	1	0	form_variant
hemaka	UTTARAPADA	1	1	1	1	0	1	1	final
hemakakṣya	UTTARAPADA	1	0	0	0	0	1	0	absent
hemakumāra	UTTARAPADA	1	0	0	0	0	1	0	absent
hemamaya	UTTARAPADA	1	0	0	0	0	1	0	absent
hemamaṇi	UTTARAPADA	1	0	0	0	0	1	0	absent
hemarāśi	UTTARAPADA	1	0	0	0	0	1	0	absent
hemavat	UTTARAPADA	1	0	0	0	0	1	0	absent
hemābha	UTTARAPADA	1	0	0	0	0	1	0	absent
hetau	UTTARAPADA	1	0	0	0	0	1	0	absent
hetumadbhāva	UTTARAPADA	1	0	0	0	0	1	0	absent
hetunirṇaya	UTTARAPADA	1	0	0	0	0	1	0	absent
hetutāvāda	UTTARAPADA	1	0	0	0	0	1	0	absent
heḍana	UTTARAPADA	1	2	4	1	1	0	0	final
heḷana	UTTARAPADA	1	0	0	0	0	1	0	absent
heḷas	UTTARAPADA	1	0	0	0	0	1	0	absent
heṣas	UTTARAPADA	1	0	0	0	0	1	0	absent
hi	UTTARAPADA	1	276	0	189	1	0	188	final
hibukayoga	UTTARAPADA	1	0	0	0	0	1	0	absent
hila	UTTARAPADA	1	0	0	0	0	1	0	absent
himavat	UTTARAPADA	1	0	0	0	0	1	0	absent
himālaya	UTTARAPADA	1	0	0	0	0	1	0	nonfinal_only
hiraṇmaya	UTTARAPADA	1	3	0	3	0	1	3	final
hiraṇyavat	UTTARAPADA	1	2	4	2	0	1	2	final
hitika	UTTARAPADA	1	0	0	0	0	1	0	absent
hitikā	UTTARAPADA	1	0	0	0	0	1	0	absent
hitopadeśa	UTTARAPADA	1	0	0	0	0	1	0	nonfinal_only
hitya	UTTARAPADA	1	0	0	0	0	1	0	absent
hitāyana	UTTARAPADA	1	0	0	0	0	1	0	absent
hiṃkāra	UTTARAPADA	1	0	0	0	0	1	0	nonfinal_only
hiṃs	UTTARAPADA	1	30	0	19	0	1	19	final
hiṃsaka	UTTARAPADA	1	0	0	0	0	1	0	nonfinal_only
hiṃsra	UTTARAPADA	1	3	1	2	0	1	2	final
hiṃsāghatimiramārtaṇḍodaya	UTTARAPADA	1	0	0	0	0	1	0	absent
hiṅgu	UTTARAPADA	1	7	4	6	0	1	6	final
hiṅgulikā	UTTARAPADA	1	0	0	0	0	1	0	nonfinal_only
hiṅgulī	UTTARAPADA	1	0	0	0	0	1	0	form_variant
hiṣṭhīya	UTTARAPADA	1	0	0	0	0	1	0	absent
hlādam	UTTARAPADA	1	0	0	0	0	1	0	absent
hlādanīya	UTTARAPADA	1	0	0	0	0	1	0	absent
hlādin	UTTARAPADA	1	0	0	0	0	1	0	absent
homamantra	UTTARAPADA	1	0	0	0	0	1	0	absent
homapariśiṣṭa	UTTARAPADA	1	0	0	0	0	1	0	absent
homaprayoga	UTTARAPADA	1	0	0	0	0	1	0	absent
homavidhi	UTTARAPADA	1	0	0	0	0	1	0	absent
homin	UTTARAPADA	1	1	1	1	0	1	1	final
homopayuktā	UTTARAPADA	1	0	0	0	0	1	0	absent
homya	UTTARAPADA	1	0	0	0	0	1	0	absent
homāya	UTTARAPADA	1	0	0	0	0	1	0	absent
hoti	UTTARAPADA	1	0	0	0	0	1	0	absent
hotrin	UTTARAPADA	1	1	3	1	1	0	0	final
hotrāgniṣṭoma	UTTARAPADA	1	0	0	0	0	1	0	absent
hotṛbrāhmaṇa	UTTARAPADA	1	0	0	0	0	1	0	absent
hoḍha	UTTARAPADA	1	1	0	1	1	0	0	final
hoṣin	UTTARAPADA	1	0	0	0	0	1	0	absent
hradin	UTTARAPADA	1	0	0	0	0	1	0	absent
hroḍa	UTTARAPADA	1	0	0	0	0	1	0	absent
hrāda	UTTARAPADA	1	2	2	2	1	0	1	final
hrādi	UTTARAPADA	1	0	0	0	0	1	0	absent
hrādā	UTTARAPADA	1	0	0	0	0	1	0	form_variant
hrī	UTTARAPADA	1	7	3	6	0	1	6	final
hrīka	UTTARAPADA	1	0	0	0	0	1	0	absent
hutmat	UTTARAPADA	1	0	0	0	0	1	0	absent
hutāśana	UTTARAPADA	1	1	1	1	0	1	1	final
huḍa	UTTARAPADA	1	1	0	1	1	0	0	final
huḍā	UTTARAPADA	1	0	0	0	0	1	0	form_variant
hvā	UTTARAPADA	1	23	0	16	0	1	16	final
hvāya	UTTARAPADA	1	0	0	0	0	1	0	absent
hākṛta	UTTARAPADA	1	0	0	0	0	1	0	absent
hālin	UTTARAPADA	1	0	0	0	0	1	0	absent
hālānta	UTTARAPADA	1	0	0	0	0	1	0	absent
hāna	UTTARAPADA	1	4	4	4	0	1	4	final
hānakṛt	UTTARAPADA	1	0	0	0	0	1	0	absent
hānis	UTTARAPADA	1	0	0	0	0	1	0	absent
hāradeva	UTTARAPADA	1	0	0	0	0	1	0	absent
hārakarī	UTTARAPADA	1	0	0	0	0	1	0	absent
hāram	UTTARAPADA	1	0	0	0	0	1	0	absent
hārastotra	UTTARAPADA	1	0	0	0	0	1	0	absent
hārava	UTTARAPADA	1	0	0	0	0	1	0	absent
hārdikā	UTTARAPADA	1	0	0	0	0	1	0	absent
hāri	UTTARAPADA	1	0	0	0	0	1	0	absent
hāryadhana	UTTARAPADA	1	0	0	0	0	1	0	absent
hārā	UTTARAPADA	1	0	0	0	0	1	0	form_variant
hārābhihata	UTTARAPADA	1	0	0	0	0	1	0	absent
hāsam	UTTARAPADA	1	0	0	0	0	1	0	absent
hāseśvaratīrtha	UTTARAPADA	1	0	0	0	0	1	0	absent
hāśabda	UTTARAPADA	1	0	0	0	0	1	0	absent
hāṇi	UTTARAPADA	1	0	0	0	0	1	0	absent
hāṭhī	UTTARAPADA	1	0	0	0	0	1	0	absent
hāṭī	UTTARAPADA	1	0	0	0	0	1	0	absent
hāṭṭā	UTTARAPADA	1	0	0	0	0	1	0	absent
hīla	UTTARAPADA	1	0	0	0	0	1	0	absent
hīnam	UTTARAPADA	1	0	0	0	0	1	0	absent
hīnavikalavikṛtasvara	UTTARAPADA	1	0	0	0	0	1	0	absent
hīnāt	UTTARAPADA	1	0	0	0	0	1	0	absent
hūna	UTTARAPADA	1	0	0	0	0	1	0	absent
hūra	UTTARAPADA	1	0	0	0	0	1	0	absent
hūrikā	UTTARAPADA	1	0	0	0	0	1	0	absent
hūrā	UTTARAPADA	1	0	0	0	0	1	0	absent
hūtavat	UTTARAPADA	1	1	2	1	1	0	0	final
hṛda	UTTARAPADA	1	0	0	0	0	1	0	absent
hṛdayacandana	UTTARAPADA	1	0	0	0	0	1	0	absent
hṛdayadarpaṇa	UTTARAPADA	1	0	0	0	0	1	0	absent
hṛdayajña	UTTARAPADA	1	0	0	0	0	1	0	absent
hṛdayam	UTTARAPADA	1	0	0	0	0	1	0	absent
hṛdayasetubandha	UTTARAPADA	1	0	0	0	0	1	0	absent
hṛdayatva	UTTARAPADA	1	0	0	0	0	1	0	absent
hṛdayopaniṣad	UTTARAPADA	1	0	0	0	0	1	0	absent
hṛdayā	UTTARAPADA	1	0	0	0	0	1	0	form_variant
hṛdayābharaṇa	UTTARAPADA	1	0	0	0	0	1	0	absent
hṛdayāloka	UTTARAPADA	1	0	0	0	0	1	0	absent
hṛdinī	UTTARAPADA	1	0	0	0	0	1	0	absent
hṛti	UTTARAPADA	1	2	2	2	0	1	2	final
hṛtkamala	UTTARAPADA	1	0	0	0	0	1	0	absent
hṛtphalā	UTTARAPADA	1	0	0	0	0	1	0	absent
hṛtāyana	UTTARAPADA	1	0	0	0	0	1	0	absent
