anchor_type	anchor_id	anchor_key_slp1	target_locus	link_type	source_dataset	match_method	confidence	evidence_count	date
id-gra	gra:9359	sam	vedaweb:1.6.3:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	609	08-07-2026
id-gra	gra:5681	pU	vedaweb:1.3.4:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	590	08-07-2026
id-gra	gra:9701	su	vedaweb:1.2.4:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	589	08-07-2026
id-gra	gra:3389	jan	vedaweb:1.5.6:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	585	08-07-2026
id-gra	gra:7091	yA	vedaweb:1.2.1:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	572	08-07-2026
id-gra	gra:616	ap	vedaweb:1.8.7:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	547	08-07-2026
id-gra	gra:3032	go	vedaweb:1.7.3:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	543	08-07-2026
id-gra	gra:7484	rE	vedaweb:1.1.3:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	536	08-07-2026
id-gra	gra:7325	rayi	vedaweb:1.1.3:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	535	08-07-2026
id-gra	gra:6437	Bf	vedaweb:1.1.7:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	523	08-07-2026
id-gra	gra:6708	mah	vedaweb:1.6.6:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	519	08-07-2026
id-gra	gra:6735	mahi	vedaweb:1.6.6:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	519	08-07-2026
id-gra	gra:10718	hU	vedaweb:1.2.7:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	515	08-07-2026
id-gra	gra:5285	pari	vedaweb:1.6.1:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	508	08-07-2026
id-gra	gra:1933	upa	vedaweb:1.1.7:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	508	08-07-2026
id-gra	gra:4938.1	ni	vedaweb:1.5.1:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	482	08-07-2026
id-gra	gra:510	anu	vedaweb:1.6.4:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	477	08-07-2026
id-gra	gra:7798	vasu	vedaweb:1.7.9:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	476	08-07-2026
id-gra	gra:7258	raTa	vedaweb:1.6.2:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	471	08-07-2026
id-gra	gra:2373	ka	vedaweb:1.23.22:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	468	08-07-2026
id-gra	gra:2402	kad	vedaweb:1.23.22:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	468	08-07-2026
id-gra	gra:2434	kayA	vedaweb:1.23.22:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	468	08-07-2026
id-gra	gra:2552	kim	vedaweb:1.23.22:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	468	08-07-2026
id-gra	gra:8408	vfzan	vedaweb:1.7.6:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	463	08-07-2026
id-gra	gra:7002	yajYa	vedaweb:1.1.1:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	457	08-07-2026
id-gra	gra:4860	nar	vedaweb:1.2.6:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	451	08-07-2026
id-gra	gra:5085	nf	vedaweb:1.2.6:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	451	08-07-2026
id-gra	gra:1288	aSvin	vedaweb:1.3.1:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	445	08-07-2026
id-gra	gra:10541	han	vedaweb:1.23.9:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	419	08-07-2026
id-gra	gra:5405	pA	vedaweb:1.2.1:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	417	08-07-2026
id-gra	gra:4164	dA	vedaweb:1.8.3:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	413	08-07-2026
id-gra	gra:6758	mA	vedaweb:1.4.3:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	413	08-07-2026
id-gra	gra:6679	marut	vedaweb:1.15.2:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	409	08-07-2026
id-gra	gra:10268	sTA	vedaweb:1.6.1:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	402	08-07-2026
id-gra	gra:7999	vid	vedaweb:1.4.3:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	402	08-07-2026
id-gra	gra:7721	varuRa	vedaweb:1.2.7:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	396	08-07-2026
id-gra	gra:7833	vah	vedaweb:1.1.2:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	382	08-07-2026
id-gra	gra:10120	sUrya	vedaweb:1.7.3:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	381	08-07-2026
id-gra	gra:7851	vAja	vedaweb:1.3.10:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	376	08-07-2026
id-gra	gra:8985	Sru	vedaweb:1.2.1:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	371	08-07-2026
id-gra	gra:6504	maGavan	vedaweb:1.31.12:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	371	08-07-2026
id-gra	gra:8385	vfD	vedaweb:1.1.8:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	371	08-07-2026
id-gra	gra:2184	fta	vedaweb:1.1.8:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	360	08-07-2026
id-gra	gra:2077	uz	vedaweb:1.6.3:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	359	08-07-2026
id-gra	gra:2078	uza	vedaweb:1.6.3:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	359	08-07-2026
id-gra	gra:2081	uzas	vedaweb:1.6.3:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	359	08-07-2026
id-gra	gra:2096	Uti	vedaweb:1.4.1:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	350	08-07-2026
id-gra	gra:6230	bfhat	vedaweb:1.2.8:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	346	08-07-2026
id-gra	gra:9208	sad	vedaweb:1.5.1:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	344	08-07-2026
id-gra	gra:2975	gir	vedaweb:1.3.2:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	343	08-07-2026
id-gra	gra:2295	etad	vedaweb:1.25.18:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	341	08-07-2026
id-gra	gra:2296	etad	vedaweb:1.25.18:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	341	08-07-2026
id-gra	gra:5078	nu	vedaweb:1.8.5:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	338	08-07-2026
id-gra	gra:6824	mitra	vedaweb:1.2.7:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	328	08-07-2026
id-gra	gra:1707	indu	vedaweb:1.2.4:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	327	08-07-2026
id-gra	gra:3390	jana	vedaweb:1.7.10:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	327	08-07-2026
id-gra	gra:5760	pfTivI	vedaweb:1.22.13:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	320	08-07-2026
id-gra	gra:7845	vA	vedaweb:1.6.9:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	318	08-07-2026
id-gra	gra:7053	yam	vedaweb:1.10.1:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	316	08-07-2026
id-gra	gra:354	aDi	vedaweb:1.6.9:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	311	08-07-2026
id-gra	gra:5481	pitf	vedaweb:1.1.9:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	309	08-07-2026
id-gra	gra:1101	av	vedaweb:1.4.8:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	306	08-07-2026
id-gra	gra:1892	ud	vedaweb:1.9.4:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	305	08-07-2026
id-gra	gra:1892.1	ud	vedaweb:1.9.4:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	294	08-07-2026
id-gra	gra:6994	yaj	vedaweb:1.13.1:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	293	08-07-2026
id-gra	gra:1818	iha	vedaweb:1.1.2:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	289	08-07-2026
id-gra	gra:10749	hotf	vedaweb:1.1.1:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	283	08-07-2026
id-gra	gra:6534	mada	vedaweb:1.4.2:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	279	08-07-2026
id-gra	gra:7041	yaTA	vedaweb:1.6.6:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	278	08-07-2026
id-gra	gra:10237	stu	vedaweb:1.12.7:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	277	08-07-2026
id-gra	gra:5198	pati	vedaweb:1.3.1:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	276	08-07-2026
id-gra	gra:1135	avas	vedaweb:1.17.1:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	272	08-07-2026
id-gra	gra:4710	DI	vedaweb:1.1.7:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	271	08-07-2026
id-gra	gra:10555	hari	vedaweb:1.5.4:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	271	08-07-2026
id-gra	gra:9112	saKi	vedaweb:1.4.4:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	267	08-07-2026
id-gra	gra:9702	su	vedaweb:1.9.6:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	265	08-07-2026
id-gra	gra:5404	pA	vedaweb:1.18.5:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	262	08-07-2026
id-gra	gra:6550	maDu	vedaweb:1.14.4:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	255	08-07-2026
id-gra	gra:6268	brahman	vedaweb:1.3.5:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	254	08-07-2026
id-gra	gra:1254	aSva	vedaweb:1.16.9:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	247	08-07-2026
id-gra	gra:5868	prati	vedaweb:1.9.4:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	247	08-07-2026
id-gra	gra:8058	vipra	vedaweb:1.8.6:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	247	08-07-2026
id-gra	gra:7364	rAjan	vedaweb:1.20.5:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	246	08-07-2026
id-gra	gra:2489	kavi	vedaweb:1.2.9:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	245	08-07-2026
id-gra	gra:7497	rodasI	vedaweb:1.10.8:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	242	08-07-2026
id-gra	gra:1778	iz	vedaweb:1.3.1:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	239	08-07-2026
id-gra	gra:6592	manas	vedaweb:1.20.2:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	238	08-07-2026
id-gra	gra:6533	mad	vedaweb:1.9.1:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	236	08-07-2026
id-gra	gra:617	apa	vedaweb:1.7.6:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	233	08-07-2026
id-gra	gra:3290	cit	vedaweb:1.2.5:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	233	08-07-2026
id-gra	gra:3541	juz	vedaweb:1.3.9:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	233	08-07-2026
id-gra	gra:2274	eka	vedaweb:1.7.9:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	225	08-07-2026
id-gra	gra:2973	gir	vedaweb:1.9.9:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	224	08-07-2026
id-gra	gra:10132	sfj	vedaweb:1.9.2:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	222	08-07-2026
id-gra	gra:601	anya	vedaweb:1.30.6:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	221	08-07-2026
id-gra	gra:1829	Im	vedaweb:1.4.7:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	219	08-07-2026
id-gra	gra:6073	priya	vedaweb:1.13.3:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	219	08-07-2026
id-gra	gra:315	adya	vedaweb:1.13.2:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	217	08-07-2026
id-gra	gra:3243	car	vedaweb:1.6.1:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	215	08-07-2026
