pwg_L	pwg_key1	pwg_key2	pwg_hom	pwg_pc	pwg_gloss_snippet	rv_occurrence_count	example_location	example_form	example_lemma	geldner_text	grassmann_text
93	akavi	a/kavi		1-0008	a/kavi¦ ( 3. a + kavi) adj. {%nicht weise, thöricht%}: a\yaM ka\viraka^vizu prace^tA\ marte^zvA\gnira\mfto\ ni DA^yi ṚV. 7,4,4 .	1	7.4.4	ákaviṣu	ákavi-	Er wurde als der Weise unter die Unweisen der kluge, unsterbliche Agni unter die Sterblichen gesetzt. Führe du uns dabei nicht auf Abwege, du Gewaltiger! Immer möchten wir bei dir gutes Mutes sein.	Er liess sich nieder, bei unweisen weise, bei sterblichen unsterblich, achtsam Agni; Du mögest nicht uns schäd'gen hier, o starker; wir möchten stets in deiner Gunst verbleiben.
4352	apsu	a/psu		1-0322	a/psu¦ ( 3. a + psu von psA) adj. {%ohne Lebensmittel%}: mA tvA^ va\yaM sa^hasAvanna\vIrA\ mApsa^va\H pari^ zadAma\ mAdu^vaH ṚV. 7,4,6 .	1	7.4.6	ápsavaḥ	ápsu-	Denn Agni vermag den reichlichen Lebensbalsam, er vermag einen Schatz von guten Söhnen zu geben. Nicht wollen wir dich, du Mächtiger, ohne Söhne, ohne Vieh und ohne Achtung umsitzen.	Denn er besitzt ja viele Götterspeise, vermag zu geben Heldenkraft und Reichthum; Nicht nahrungslos, nicht kinderlos, o mächt'ger, lass sitzen uns um dich, noch ohne Gaben.
1731	adU	a/dU		1-0128	a/dU¦ ( 3. a + dU) adj. {%zögernd, ohne Eifer%}: mApsa^va\H pari^ zadAma\ mAdu^vaH ṚV. 7,4,6 .	1	7.4.6	áduvaḥ	ádū-	Denn Agni vermag den reichlichen Lebensbalsam, er vermag einen Schatz von guten Söhnen zu geben. Nicht wollen wir dich, du Mächtiger, ohne Söhne, ohne Vieh und ohne Achtung umsitzen.	Denn er besitzt ja viele Götterspeise, vermag zu geben Heldenkraft und Reichthum; Nicht nahrungslos, nicht kinderlos, o mächt'ger, lass sitzen uns um dich, noch ohne Gaben.
43198	parizadya	parizadya		4-0553	parizadya¦ 1〉 adj. (von sad mit pari) parox. {%was man umwerben, um was man sich Mühe geben muss%}: pa\ri\zadya\M ({%zu meiden%} NIR. 3,2 ) hya^raRasya\ [Page4-0554] rekRo\ nitya^sya rA\yaH pata^yaH syAma ṚV. 7,4,7 . {%c	1	7.4.7	pariṣádyam	pariṣádya-	Denn den Besitz des fremden (Sohnes) muß man umwerben. Wir möchten Besitzer eines eigenen Schatzes sein. Nicht ist, o Agni, das von einem anderen erzeugte ein leibliches Kind. Mögest du nicht die Wege des Unverständigen mißbrauchen.	Denn werth des Strebens ist des Feindes Reichthum, doch eignen Guts Besitzer lass uns bleiben; Nicht nützt uns Kinderschar, die andre zeugten, nicht nützen Agni dir des Thoren Wege.
830	acetAna	a/cetAna		1-0062	a/cetAna¦ ( 3. a + cetAna von cit) adj. {%bethört, verblendet%}: ace^tAnasya\ mA pa\To vi du^kzaH ṚV. 7,4,7 . — Vgl. acit, acitti.	1	7.4.7	ácetānasya	ácetāna-	Denn den Besitz des fremden (Sohnes) muß man umwerben. Wir möchten Besitzer eines eigenen Schatzes sein. Nicht ist, o Agni, das von einem anderen erzeugte ein leibliches Kind. Mögest du nicht die Wege des Unverständigen mißbrauchen.	Denn werth des Strebens ist des Feindes Reichthum, doch eignen Guts Besitzer lass uns bleiben; Nicht nützt uns Kinderschar, die andre zeugten, nicht nützen Agni dir des Thoren Wege.
23657	graBa	gra/Ba		2-0849	gra/Ba¦ (von graB) m. {%das Besitzergreifen%} (nach NIR. 3,3 ): na\hi graBA\yAra^RaH su\Seva^H ṚV. 7,4,8 . Möglich ist auch: {%der Besitzergreifende%}.	1	7.4.8	grábhāya	grábha-	Denn nicht ist ein fremder Sohn so lieb, daß man ihn festhalten, nicht ein aus anderem Mutterleib Geborener, daß man seiner von Herzen gedenken mag. Auch geht er wieder nach seiner Heimat. Uns soll aufs neue ein siegreicher Preisgewinner kommen.	Nicht darf man halten, noch im Geist erstreben den Fremden andern Stamms, auch wenn er tüchtig; Denn bald ja kehrt ein solcher wieder heimwärts; uns werd' zu Theil ein neuer wackrer Sieger.
3607	anyodarya	a/nyodarya		1-0270	a/nyodarya¦ (von anya + udara) 1〉 adj. {%einem andern Mutterleibe entsprungen%} ṚV. 7,4,8 . — 2〉 m. {%Halbbruder%} = anyamAtfja, YĀJÑ. 2,139 .	1	7.4.8	anyódaryaḥ	anyódarya-	Denn nicht ist ein fremder Sohn so lieb, daß man ihn festhalten, nicht ein aus anderem Mutterleib Geborener, daß man seiner von Herzen gedenken mag. Auch geht er wieder nach seiner Heimat. Uns soll aufs neue ein siegreicher Preisgewinner kommen.	Nicht darf man halten, noch im Geist erstreben den Fremden andern Stamms, auch wenn er tüchtig; Denn bald ja kehrt ein solcher wieder heimwärts; uns werd' zu Theil ein neuer wackrer Sieger.
4865	aBIzAh	aBIzA/h		1-0356	aBIzA/h¦ (von sah mit aBi) 1〉 adj. {%übergewaltig%}: a\BI\zAqa^smi viSvA\zAqASA^mASAM vizAsa\hiH AV. 12,1,64 . 13,1,28 . ṚV. 7,4,8 . NIR. 3,3 . — 2〉 f. {%Gewalt%}: mEnAmaBIza\heva nEzwa ŚAT. BR. 3,2,4,4 .	1	7.4.8	abhīṣā́ṭ	abhīṣáh-	Denn nicht ist ein fremder Sohn so lieb, daß man ihn festhalten, nicht ein aus anderem Mutterleib Geborener, daß man seiner von Herzen gedenken mag. Auch geht er wieder nach seiner Heimat. Uns soll aufs neue ein siegreicher Preisgewinner kommen.	Nicht darf man halten, noch im Geist erstreben den Fremden andern Stamms, auch wenn er tüchtig; Denn bald ja kehrt ein solcher wieder heimwärts; uns werd' zu Theil ein neuer wackrer Sieger.
32611	dAru	dAru/	1	3-0595	1. dAru/¦ (wie eben) adj. {%zerbrechend%} DHAR. _im_ ŚKDR. von Indra ṚV. 7,6,1 ( SV. v. l. ).	1	7.6.1	dārúm	dārú-	Des Oberherrn, des Asura Lob verkünde ich, des Mannes der Völker, dem man zujubeln muß. Wie des Indra Taten verkünde ich die des Starken lobend, indem ich den Lobredner (dabei) lobe.	Das Lob des himmlischen Gebieters sing' ich des Völkerhelden, dem mit Recht man zujauchzt; Die Thaten rühm' ich des wie Indra starken, lobsingend ruf' ich ihn, den Burgzerbrecher.
84323	rAjya	rAjya/		6-0330	rAjya/¦ (wie eben) 1〉 adj. {%zur Herrschaft berufen, königlich%} TBR. 1,4 . 2,4 . — 2〉 n. (auch rA/jya und rAjya^ AV. ) {%Herrschaft, Königthum; Reich%} ( vgl. rAzwra) gaṇa purohitAdi zu P. 5,1,128 . gaṇa brAhmaRAdi zu 1	1	7.6.2	rājyám	rājyá-	Den Seher, das Banner, den Glanz, das Gemächte des Steins treiben sie zur Eile, das Heil und die Herrschaft beider Welten. Mit Lobreden erbitte ich für mich die früheren großen Werke des Burgenbrechers Agni:	Den weisen Führer, senden aus dem Fels sie als Licht und Lust zum Heil, zur Weltenherrschaft; Des Burgzerstörers Agni grosse Thaten, die alten schaff' ich her durch meine Lieder.
23624	graTin	graTi/n		2-0832	graTi/n¦ (von 2. graT) adj. {%falsch%}: a\kra\tUngra\Tino^ mf\DravA^caH pa\RIn ṚV. 7,6,3 . Nach SĀY. = jalpaka, also: {%Worte an einander reihend%} ( vgl. unter 1. graT).	1	7.6.3	grathínaḥ	grathín-	Du hast die unverständigen, zugeknöpften(?), mißredenden Paṇi's nieder(geworfen), die ohne Glauben, ohne Segen, ohne Opfer waren. Immer weiter hat Agni diese Dasyu's verdrängt; die Nichtopfernden hat er, der Erste, zu den Letzten gemacht.	Die unverständ'gen, ränkevollen Schmäher, die geiz'gen ohne Glauben, Gab' und Opfer; Vor, vor drang Agni wider die Barbaren, die opferlosen stiess zurück der vordre.
7001	aSradDa	aSradDa/		1-0518	aSradDa/¦ (von 3. a + SradDA) adj. {%nicht vertrauend, ungläubig%}: pa\RIMra^Sra\dDA~ a^vf\DA~ a^ya\jyUn ṚV. 7,6,3 . AV. 12,2,51 . mit dem loc. : malo devAdipU jAyAmaSradDaH H. 858 .	1	7.6.3	aśraddhā́n	aśraddhá-	Du hast die unverständigen, zugeknöpften(?), mißredenden Paṇi's nieder(geworfen), die ohne Glauben, ohne Segen, ohne Opfer waren. Immer weiter hat Agni diese Dasyu's verdrängt; die Nichtopfernden hat er, der Erste, zu den Letzten gemacht.	Die unverständ'gen, ränkevollen Schmäher, die geiz'gen ohne Glauben, Gab' und Opfer; Vor, vor drang Agni wider die Barbaren, die opferlosen stiess zurück der vordre.
6828	avfDa	avfDa/		1-0503	avfDa/¦ ( 3. a + vfDa) adj. {%nicht fördernd, nicht ehrend%}: pa\RIMra^Sra\dDA~ a^vf\DA~ a^ya\jYAn ṚV. 7,6,3 .	1	7.6.3	avr̥dhā́n	avr̥dhá-	Du hast die unverständigen, zugeknöpften(?), mißredenden Paṇi's nieder(geworfen), die ohne Glauben, ohne Segen, ohne Opfer waren. Immer weiter hat Agni diese Dasyu's verdrängt; die Nichtopfernden hat er, der Erste, zu den Letzten gemacht.	Die unverständ'gen, ränkevollen Schmäher, die geiz'gen ohne Glauben, Gab' und Opfer; Vor, vor drang Agni wider die Barbaren, die opferlosen stiess zurück der vordre.
18887	kfzRapavi	kfzRa/pavi		2-0417	kfzRa/pavi¦ (kfzRa + pavi) adj. {%der schwarze Radfelgen hat%}, von Agni : kf\zRapa^vi\roza^DIBirvavakze ṚV. 7,8,2 .	1	7.8.2	kr̥ṣṇápaviḥ	kr̥ṣṇápavi-	Dieser Agni, der Jüngste, ist bekannt als der ganz große, beliebte Hotr̥ des Manu. Sein Licht ausstrahlend hat er es auf Erden verteilt. Er ist durch die Pflanzen groß geworden, der eine schwarze Radspur hat.	Ja, dieser Agni zeigte sich als grosser, rastloser, muntrer Opferer des Menschen; Er schaffte Licht, hindringend durch die Erde; durch Pflanzen wuchs er, dessen Felgen schwarz sind.
122442	saMsahasra	sa/Msahasra		7-1815	sa/Msahasra¦ adj. {%von tausend begleitet%}: vacas ṚV. 7,8,6 .	1	7.8.6	sáṁsahasram	sáṁsahasra-	Diese Rede (sei) Hundert einbringend, Tausend zusammenbringend; für Agni werde sie doppelt so viel wert, daß sie den Sängern (und deinem) Vertrauten Glück bringe, glänzend, Plagen vertreibend, die Unholde tötend!	Dem Agni sei erzeugt dies zwiefach starke, dies Lied, das hundert-, tausendfaches spende, Dass heilvoll es den Sängern sei, dem Freunde, Krankheit vertreibend, glänzend, Nachtgeist tödtend.
111844	susaMsad	susaMsad		7-1143	susaMsad¦ s. suzaMsad.	1	7.9.3	susaṁsát	susaṁsád-	Der kluge Seher (ist) uns Aditi, Vivasvat, Mitra von schöner Gesellschaft, unser angenehmer Gast. Er leuchtet noch vor den Morgenröten in prächtigem Glanz; der Wasser Kind ist er in die sprossenden Pflansen eingegangen.	Der sinn'ge, helle, schrankenlose Weise, der schön gesellte Freund, der holde Gast uns Erglänzt hellleuchtend in der Morgen Anbruch; der Wasser Sohn betrat die Blütenähren.
34608	devayAvan	devayA/van		3-0754	devayA/van¦ (deva + yA˚) adj. {%zu den Göttern gehend%}: dra\vaddU\to de^va\yAvA\ vani^zWaH ṚV. 7,10,2 .	1	7.10.2	devayā́vā	devayā́van-	Wie die Sonne ist er um das Hellwerden der Morgenröten erstrahlt, das Opfer aufspannend wie die Fürbitter(?) ihre Gedanken. Gott Agni, der die Geschlechter unterscheidet, (geht) eilends als gottbesuchender Bote, der am meisten erwirkt.	Er strahlt wie Licht beim Schein der Morgenröthen; Gebet und Opfer weben wir verlangend; Gott Agni, alle Wesen unterscheidend, als bester Bote eil' er zu den Göttern.
111769	suzaRana	suzaRana/		7-1139	suzaRana/¦ adj. dass. : vasu ṚV. 7,12,3 .	1	7.12.3	suṣaṇanā́ni	suṣaṇaná-	Du, Agni, bist Varuṇa and Mitra; dich stärken die Vasiṣṭha's mit Gebeten. Bei dir sollen Schätze leicht zu gewinnen sein. — Behütet ihr uns immerdar mit eurem Segen!	Du bist, o Agni, Varuna und Mitra, dich stärkten durch Gebete die Vasischtha's; Von dir sei leicht das Gut uns zu erlangen. Ihr Götter, schützt uns stets mit eurem Segen.
93622	viSvaSuc	viSvaSu/c		6-1235	viSvaSu/c¦ adj. {%allstrahlend%} ṚV. 7,13,1 .	1	7.13.1	viśvaśúce	viśvaśúc-	Dem Agni, der ganz Glut ist, dem Gedankeneingeber, dem Asuratöter bringet das Gebet, die Dichtung dar! Ich bringe (es) freundlich gleich der Opfergabe auf das Barhis für Vaiśvānara, den Lenker der Gedanken.	Dem Allerleuchter, dem Asurentödter, dem frommen Agni tragt Gebet und Lied vor; Erfreut bring' ich's wie Opfer auf die Streu ihm, dem männerholden Lenker der Gebete.
5120	amAtya	amA/tya		1-0373	amA/tya¦ (von amA) P. 4,2,104 , Sch. m. 1〉 {%Hausgenosse, Eigener, Angehöriger%}: sa no\ vedo^ a\mAtya^ma\gnI ra^kzatu vi\Svata^H . u\tAsmAnpA\tvaMha^saH Agni {%bewahre uns Habe, Angehörige%} (collectiv) {%und schütze un	1	7.15.3	amā́tyam	amā́tya-	Agni soll unser häusliches Besitztum nach allen Seiten bewachen und soll uns vor Not behüten.	Er, Agni, schütz uns überall die Hab' und Hausgenossenschaft Und wahre uns vor allem Leid.
37345	nakzya	nakzya		4-0010	nakzya¦ (von nakz) adj. {%dem man nahen muss%} ṚV. 7,15,7 .	1	7.15.7	nakṣya	nákṣya-	Dich, du zugänglicher Clanfürst, den Glänzenden setzen wir ein, o Gott, den Meister, du (mit Schmalz) begossener Agni.	Dich starken, lichten setzen wir, o Hausherr, nahenswerther Gott, O opferreicher Agni hin.
54247	BalAnas	BalAna/s		5-0218	BalAna/s¦ m. pl. N. pr. eines Volksstammes ṚV. 7,18,7 .	1	7.18.7	bhalānásaḥ	bhalānás-	Die Paktha's, Bhalāna's, Alina's, Viṣāṇin's nannten sich seine guten (Freunde). Der Mahlgenosse des Ariers, der seine Mannen unter Kampf heranführte, ist aus Verlangen nach Kühen den Tr̥tsu's (zu Hilfe) gekommen.	Ihm jauchzten zu die Pakther und Bhalanas, die Aliner, die holden Säbeltrager, Er, bringend als des Arjers Freund die Beute den Tritsu's, kam im Kampfe zu den Männern.
6174	alina	a/lina		1-0461	a/lina¦ vielleicht N. eines Volksstammes ṚV. 7,18,7 . SĀY. : = tapoBiH pravfdDaH. — Vgl. alinda 2.	1	7.18.7	álināsaḥ	álina-	Die Paktha's, Bhalāna's, Alina's, Viṣāṇin's nannten sich seine guten (Freunde). Der Mahlgenosse des Ariers, der seine Mannen unter Kampf heranführte, ist aus Verlangen nach Kühen den Tr̥tsu's (zu Hilfe) gekommen.	Ihm jauchzten zu die Pakther und Bhalanas, die Aliner, die holden Säbeltrager, Er, bringend als des Arjers Freund die Beute den Tritsu's, kam im Kampfe zu den Männern.
93888	vizARin	vizARi/n		6-1254	vizARi/n¦ (von vizARa) 1〉 adj. a〉 {%gehörnt%} KAṆ. 2,1,8 . 3,1,16 . Kaqga HARIV. 11852 . MBH. 6,71 . hema˚ {%vergoldete Hörner habend%} 2,1928 . vizARitva n. {%das Gehörntsein%} Comm. zu KAṆ. 2,1,8 . 3,1,16 .	1	7.18.7	viṣāṇínaḥ	viṣāṇín-	Die Paktha's, Bhalāna's, Alina's, Viṣāṇin's nannten sich seine guten (Freunde). Der Mahlgenosse des Ariers, der seine Mannen unter Kampf heranführte, ist aus Verlangen nach Kühen den Tr̥tsu's (zu Hilfe) gekommen.	Ihm jauchzten zu die Pakther und Bhalanas, die Aliner, die holden Säbeltrager, Er, bringend als des Arjers Freund die Beute den Tritsu's, kam im Kampfe zu den Männern.
114763	srIv	srIv		7-1405	√srIv¦ (sriv), srI/vyati (gatiSozaRayoH) DHĀTUP. 26,3 . {%missrathen%}: yAni paYcamAsyAni retAMsi jAyante srIvyanti vE tAni AIT. BR. 4,22 . partic. srUta P. 6,4,20 . — caus. SrIvayati und srevayati {%missrathen machen, v	1	7.18.8	sreváyantaḥ	√srīv-	Indem sie in böser Absicht eine Fehlgeburt der Aditi bewirkten, leiteten die Toren die Paruṣṇī ab. Im Besitz der Macht umfaßte er die Erde. Als (Opfer)tier lag der da, der sich für den Weisen hielt.	Es leiteten die unverständ'gen Thoren auf andre Bahn die flutende Paruschni; Da fasste sie mit Macht der Herr der Erde, und Hirt und Heerde lagen da voll Schrecken.
87731	vaDrivAc	va/DrivAc		6-0665	va/DrivAc¦ adj. {%unmächtige Worte redend%} ṚV. 7,18,9 .	1	7.18.9	vádhrivācaḥ	vádhrivāc-	Sie kamen ans falsche Ziel als wäre es ihr richtiges Ziel: in die Paruṣṇī. Auch der Flinke kam nicht zur Heimkehr. Indra gab die spornstreichs fliehenden Feinde in Mānuṣa dem Sudās in die Hand, die wie Kastraten reden.	Ihr Ziel, der Strom, ward ihnen zum Verderben; der schnellste selbst fand dort die Ruhestätte; Die flücht'gen Feinde gab dem Sudas Indra als Beute hin, dem Mann die Weiberzüng'gen.
47123	pfSniniprezita	pf/Sniniprezita		4-0867	pf/Sniniprezita¦ (pf˚ + ni˚) adj. {%zur%} Pṛśni ({%Erde%}) {%hinabgesandt, — hinabeilend%}; nach SĀY. {%von%} Pṛśni {%gesandt%} ṚV. 7,18,10 .	1	7.18.10	pŕ̥śninipreṣitāsaḥ	pŕ̥śninipreṣita-	Sie gingen wie Kinder ohne Hirten von der Weide zu zufällig geschlossener Freundschaft geschart. Die Pr̥śnigu's, von der Pr̥śni abwärts getrieben, leisteten willig Folge, ihre Gespanne und ihre ......	Wie hirtenlose Kühe von der Weide entflohn gesellt dem Freund sie, wie sich's fügte, Mit bunten Rindern hin zur bunten Erde, es folgte nach der Tross mit seiner Ladung.
95590	vEkarRa	vEkarRa/		6-1386	vEkarRa/¦ (von vikarRa) m. 1〉 du N. pr. zweier Volksstämme: yo vE^ka\rRayo\rjanA\nrAjA\ nyasta^H ṚV. 7,18,11 ; vgl. vikarRa 2〉c〉. — 2〉 m. patron. , wenn ein vAtsya gemeint ist, P. 4,1,117 .	1	7.18.11	vaikarṇáyoḥ	vaikarṇá-	Einundzwanzig Leute der beiden Vaikarṇa's hat der König aus Ruhmbegierde niedergestreckt. Wie ein Sachkundiger das Barhis auf dem Opferplatz sticht er (sie) nieder. Der Held Indra machte ein Rennen unter ihnen.	Der einundzwanzig Mannen der Vaikarner zu Boden warf voll Ruhmbegier, der König; Der starke warf sie hin wie Streu zum Sitze, Held Indra machte einen Strom aus ihnen.
15840	kavaza	kava/za		2-0181	kava/za¦ 1〉 adj. f. kavazI/ nach MAHĪDH. entweder {%knarrend, tönend%} oder {%durchbrochen%}; Beiw der Thürflügel: dura^H kava\zya^H VS. 20,40 . 60 . 21,34 . [Page2-0182] Dagegen wird auffallend gelesen: f\zvAH sa\tIH ka	1	7.18.12	kaváṣam	kaváṣa-	Da stürzte der Keulenträger den berühmten alten Kavaṣa ins Wasser, hinterdrein den Druhyu(könig), während deine Anhänger, Freundschaft für Freundschaft erwählend, dir zujubelten.	Er warf den grossen Kavascha, den hehren, mit Blitz bewehrt ins Wasser, nach die Druhju's; Da schlossen die, die liebend dich begrüssten, an alte Freundschaft an die neue Freundschaft.
47646	prakalavid	prakalavi/d		4-0900	prakalavi/d¦ m. so v. a. baRij nach NIR. 6,6 ({%die kleinsten Theilchen kennend%} d. i. {%berechnend%} DURGA ). du\rmi\trAso^ prakala\vinmimA^nA ja\hu rviSvA^ni\ Boja^nA su\dAse^ ṚV. 7,18,15 . Nach SĀY. so v. a. ajAnanta	1	7.18.15	prakalavít	prakalavíd-	Von Indra wieder instandgesetzt ergossen sich die Tr̥tsu's wie die freigelassenen Gewässer niederwärts. Die Feinde, die kleinlich zumessen(?), überließen all ihre Besitztümer dem Sudās.	Geführt von Indra strömten diese Tritsu's hernieder gleich ergossenen Gewässern; Die bösen Feinde, die wie Krämer messen, verloren alle Habe an den Sudas.
47222	petva	pe/tva		4-0874	pe/tva¦ m. {%Bock, Schafbock; Hammel%} ( TBR. Comm. ): si\Mhya^M ci\tpetve^na jaGAna [Page4-0875] ṚV. 7,18,17 . AV. 4,4,8 . 5,19,2 . VS. 29,58 . 59 . TS. 6,2,8,4 . TBR. 1,2,5,3 . Nach WILSON m. {%ein kleiner Theil%}; nac	1	7.18.17	pétvena +	pétva-	Durch den Schwachen hat er diese einzige Tat getan; die Löwin hat er durch einen Schafbock erlegt. Mit einer Nadel hat Indra die Zacken abgespalten. Er schenkte dem Sudās all ihre Besitztümer.	Durch Schwache auch vollführt' er seine Absicht, die Löwin auch erschlug er durch den Widder, Die Zacken brach er ab mit einer Nadel; dem Sudas schenkte alle Güter Indra.
114710	srakti	srakti/		7-1401	srakti/¦ f. {%Zacke, Ecke%}: ava^ sra\ktIrve\SyA^vfSca\dindra^H ṚV. 7,18,17 . CHĀND. UP. 3,15,1 . namentlich {%die Ecken der%} Vedi ŚAT. BR. 2,6,1,36 . 3,5,2,8 . KĀṬH. 34,5 . KĀTY. ŚR. 5,9,17 . KAUŚ. 34 . 38 . 51 . 74 . 	1	7.18.17	sraktī́ḥ	sraktí-	Durch den Schwachen hat er diese einzige Tat getan; die Löwin hat er durch einen Schafbock erlegt. Mit einer Nadel hat Indra die Zacken abgespalten. Er schenkte dem Sudās all ihre Besitztümer.	Durch Schwache auch vollführt' er seine Absicht, die Löwin auch erschlug er durch den Widder, Die Zacken brach er ab mit einer Nadel; dem Sudas schenkte alle Güter Indra.
95525	veSI	veSI/		6-1377	veSI/¦ f. {%Nadel%} (nach SĀY. ): ava^ sra\ktIrve\SyA^vfScat ṚV. 7,18,17 .	1	7.18.17	veśyā̀	veśī́-	Durch den Schwachen hat er diese einzige Tat getan; die Löwin hat er durch einen Schafbock erlegt. Mit einer Nadel hat Indra die Zacken abgespalten. Er schenkte dem Sudās all ihre Besitztümer.	Durch Schwache auch vollführt' er seine Absicht, die Löwin auch erschlug er durch den Widder, Die Zacken brach er ab mit einer Nadel; dem Sudas schenkte alle Güter Indra.
83528	ranDi	ranDi/		6-0265	ranDi/¦ (von ranD) f. 1〉 {%Unterwerfung%} ṚV. 7,18,18 . — 2〉 {%das Garwerden%}: taRqulagarBa˚ BHĀG. P. 5,10,23 .	1	7.18.18	rándhim	rándhi-	"Alle Feinde sind dir ja erlegen. Finde du auch des überheblichen Bheda schwache Stelle! Wer an den lobsingenden Sterblichen Frevel begeht, auf den schleudere deine scharfe Keule, Indra!"	Denn dir erlagen alle Feindesscharen; bezwinge jeden trotzenden Vertilger; Wer an den frommen Männern Frevel übet, auf den wirf nieder Indra, scharfen Blitzstrahl.
99294	Sigru	Si/gru		7-0182	Si/gru¦ UJJVAL. _zu_ UṆĀDIS. 4,102 ( oxyt. ). m. 1〉 pl. N. pr. eines Volkes ṚV. 7,18,19 . sg. N. pr. eines Mannes gaṇa vidAdi zu P. 4,1,104 . gopavanAdi zu 2,4,67 . — 2〉 Moringa pterygosperma Gaertn. , {%horse radisch tr	1	7.18.19	śígravaḥ	śígru-	Dem Indra standen die Yamunā und die Tr̥tsu's zur Seite. Da raubte er den Bheda vollständig aus. Die Aja's und Śigru's und Yakṣu's brachten Pferdeköpfe als Tribut dar.	Dem Indra half die Jamuna, die Tritsu's; da plünderte er gänzlich aus den Tilger; Die Adscha's dann, die Çigru's und die Jakschu's entrichteten als Zoll der Pferde Häupter.
