Лемма	Тип	Класс	Залог	Форма	Лицо	Число	Время/наклонение	Примеры
saṁvṛt	Verb	1	Ā	saṃvṛtta			"Past Passive Participle"	"  126"
saṁkṛ	Verb	6	P.	saṃkīrṇa			"Past Passive Participle"	"  126"
rañjay	Verb	10	Ā	rañjita			"Past Passive Participle"	"  125"
samāp	Verb	5	Ā	samāpta			"Past Passive Participle"	"  124"
samudbhū	Verb	1	P.	samudbhūta			"Past Passive Participle"	"  124"
samupasthā	Verb	1	Ā	samupasthita			"Past Passive Participle"	"  124"
samanvāgam	Verb	6	P.	samanvāgata			"Past Passive Participle"	"  124"
dhā	Verb	1	P.	hita			"Past Passive Participle"	"  123"
pariplu	Verb	1	Ā	paripluta			"Past Passive Participle"	"  123"
prahi	Verb	5	P.	prahita			"Past Passive Participle"	"  123"
sāray	Verb	10	Ā	sārita			"Past Passive Participle"	"  122"
āhvā	Verb	4	Ā	āhūta			"Past Passive Participle"	"  121"
saṁtuṣ	Verb	4	P.	saṃtuṣṭa			"Past Passive Participle"	"  121"
daṁśay	Verb	10	P.	daṃśita			"Past Passive Participle"	"  120"
viśram	Verb	1	Ā	viśrānta			"Past Passive Participle"	"  120"
saṁsidh	Verb	4	Ā	saṃsiddha			"Past Passive Participle"	"  120"
ghṛṣ	Verb	4	P.	ghṛṣṭa			"Past Passive Participle"	"  119"
nirudh	Verb	7	Ā	niruddha			"Past Passive Participle"	"  119"
nivṛt	Verb	1	Ā	nivṛtta			"Past Passive Participle"	"  119"
praṇaś	Verb	4	Ā	pranaṣṭa			"Past Passive Participle"	"  119"
māray	Verb	10	Ā	mārita			"Past Passive Participle"	"  118"
yāc	Verb	1	Ā	yācita			"Past Passive Participle"	"  117"
mṛd	Verb	9	Ā	mṛdita			"Past Passive Participle"	"  117"
parigrah	Verb	9	Ā	parigṛhīta			"Past Passive Participle"	"  117"
samāśri	Verb	1	Ā	samāśrita			"Past Passive Participle"	"  117"
prasṛ	Verb	3	Ā	prasṛta			"Past Passive Participle"	"  115"
rañj	Verb	6	Ā	rakta			"Past Passive Participle"	"  114"
nikṣip	Verb	6	Ā	nikṣipta			"Past Passive Participle"	"  114"
preray	Verb	10	Ā	prerita			"Past Passive Participle"	"  114"
nibandh	Verb	9	Ā	nibaddha			"Past Passive Participle"	"  113"
pracoday	Verb	10	P.	pracodita			"Past Passive Participle"	"  113"
vistṛ	Verb	9	P.	vistṛta			"Past Passive Participle"	"  113"
samave	Verb	2	P.	samaveta			"Past Passive Participle"	"  113"
ācar	Verb	1	Ā	ācarita			"Past Passive Participle"	"  112"
yaj	Verb	2	P.	iṣṭa			"Past Passive Participle"	"  111"
dhāv	Verb	1	Ā	dhauta			"Past Passive Participle"	"  111"
niras	Verb	4	Ā	nirasta			"Past Passive Participle"	"  111"
samāviś	Verb	6	Ā	samāviṣṭa			"Past Passive Participle"	"  111"
avāp	Verb	5	Ā	avāpta			"Past Passive Participle"	"  110"
drāvay	Verb	10	Ā	drāvita			"Past Passive Participle"	"  110"
prakup	Verb	4	P.	prakupita			"Past Passive Participle"	"  110"
saṁsañj	Verb	1	Ā	saṃsakta			"Past Passive Participle"	"  110"
saṁnidhā	Verb	3	Ā	saṃnihita			"Past Passive Participle"	"  110"
śaṅk	Verb	1	P.	śaṅkita			"Past Passive Participle"	"  109"
anubhū	Verb	1	Ā	anubhūta			"Past Passive Participle"	"  109"
likh	Verb	6	Ā	likhita			"Past Passive Participle"	"  109"
upavas	Verb	2	P.	upoṣita			"Past Passive Participle"	"  109"
pratipad	Verb	4	P.	pratipanna			"Past Passive Participle"	"  109"
saṁrañj	Verb	6	Ā	saṃrakta			"Past Passive Participle"	"  109"
upayuj	Verb	7	Ā	upayukta			"Past Passive Participle"	"  108"
vyatī	Verb	2	P.	vyatīta			"Past Passive Participle"	"  108"
saṁnah	Verb	4	Ā	saṃnaddha			"Past Passive Participle"	"  108"
mṛj	Verb	7	Ā	mṛṣṭa			"Past Passive Participle"	"  107"
udīray	Verb	10	P.	udīrita			"Past Passive Participle"	"  107"
viśṛ	Verb	4	P.	viśīrṇa			"Past Passive Participle"	"  107"
pariśram	Verb	4	P.	pariśrānta			"Past Passive Participle"	"  106"
cintay	Verb	10	Ā	cintita			"Past Passive Participle"	"  105"
dhvaṁs	Verb	1	Ā	dhvasta			"Past Passive Participle"	"  105"
śikṣay	Verb	10	Ā	śikṣita			"Past Passive Participle"	"  105"
abhipre	Verb	2	P.	abhipreta			"Past Passive Participle"	"  104"
pratijñā	Verb	9	Ā	pratijñāta			"Past Passive Participle"	"  104"
vinihan	Verb	2	P.	vinihata			"Past Passive Participle"	"  104"
sraṁs	Verb	1	P.	srasta			"Past Passive Participle"	"  103"
adhī	Verb	4	P.	adhīta			"Past Passive Participle"	"  103"
pālay	Verb	10	Ā	pālita			"Past Passive Participle"	"  103"
snih	Verb	4	P.	snigdha			"Past Passive Participle"	"  103"
āsad	Verb	2	P.	āsanna			"Past Passive Participle"	"  103"
nimajj	Verb	1	Ā	nimagna			"Past Passive Participle"	"  103"
saṁvye	Verb	4	Ā	saṃvīta			"Past Passive Participle"	"  103"
śṛ	Verb	9	Ā	śīrṇa			"Past Passive Participle"	"  102"
uddhū	Verb	5	P.	uddhūta			"Past Passive Participle"	"  102"
darpay	Verb	10	P.	darpita			"Past Passive Participle"	"  102"
unmā	Verb	3	Ā	unmita			"Past Passive Participle"	"  102"
nikṛt	Verb	6	Ā	nikṛtta			"Past Passive Participle"	"  101"
pre	Verb	2	P.	preta			"Past Passive Participle"	"  101"
virañj	Verb	4	Ā	virakta			"Past Passive Participle"	"  101"
khid	Verb	4	P.	khinna			"Past Passive Participle"	"  100"
granth	Verb	1	P.	grathita			"Past Passive Participle"	"  100"
samākṛ	Verb	6	P.	samākīrṇa			"Past Passive Participle"	"  100"
śiṣ	Verb	4	Ā	śiṣṭa			"Past Passive Participle"	"   99"
klid	Verb	4	Ā	klinna			"Past Passive Participle"	"   97"
budh	Verb	1	Ā	buddha			"Past Passive Participle"	"   97"
ānam	Verb	1	P.	ānata			"Past Passive Participle"	"   97"
saṁci	Verb	5	Ā	saṃcita			"Past Passive Participle"	"   97"
adhigam	Verb	1	Ā	adhigata			"Past Passive Participle"	"   96"
udīr	Verb	2	P.	udīrṇa			"Past Passive Participle"	"   96"
pramud	Verb	1	P.	pramudita			"Past Passive Participle"	"   96"
prārthay	Denom.	0	Ā	prārthita			"Past Passive Participle"	"   94"
vañcay	Verb	10	Ā	vañcita			"Past Passive Participle"	"   94"
adhikṛ	Verb	8	Ā	adhikṛta			"Past Passive Participle"	"   93"
utpāday	Verb	10	Ā	utpādita			"Past Passive Participle"	"   93"
upekṣ	Verb	1	P.	upekṣita			"Past Passive Participle"	"   93"
pravartay	Verb	10	Ā	pravartita			"Past Passive Participle"	"   93"
abhyas	Verb	1	Ā	abhyasta			"Past Passive Participle"	"   93"
paribhraṁś	Verb	4	Ā	paribhraṣṭa			"Past Passive Participle"	"   93"
garh	Verb	1	P.	garhita			"Past Passive Participle"	"   91"
bhram	Verb	4	Ā	bhrānta			"Past Passive Participle"	"   91"
ākṛṣ	Verb	6	P.	ākṛṣṭa			"Past Passive Participle"	"   91"
lakṣay	Verb	10	Ā	lakṣita			"Past Passive Participle"	"   91"
vivṛdh	Verb	1	Ā	vivṛddha			"Past Passive Participle"	"   90"
vāray	Verb	10	Ā	vārita			"Past Passive Participle"	"   89"
kṣudh	Verb	4	P.	kṣudhita			"Past Passive Participle"	"   88"
abhitap	Verb	4	Ā	abhitapta			"Past Passive Participle"	"   88"
abhiyuj	Verb	7	Ā	abhiyukta			"Past Passive Participle"	"   88"
upanī	Verb	1	Ā	upanīta			"Past Passive Participle"	"   88"
nirdah	Verb	1	P.	nirdagdha			"Past Passive Participle"	"   88"
prabhid	Verb	7	P.	prabhinna			"Past Passive Participle"	"   88"
saṁkhyā	Verb	2	P.	saṃkhyāta			"Past Passive Participle"	"   88"
samudāhṛ	Verb	1	P.	samudāhṛta			"Past Passive Participle"	"   88"
kﾱp	Verb	1	P.	kﾱpta			"Past Passive Participle"	"   87"
mūrch	Verb	1	Ā	mūrta			"Past Passive Participle"	"   87"
upadhā	Verb	3	Ā	upahita			"Past Passive Participle"	"   87"
prakram	Verb	6	P.	prakrānta			"Past Passive Participle"	"   87"
vand	Verb	1	P.	vandita			"Past Passive Participle"	"   86"
vibhid	Verb	7	P.	vibhinna			"Past Passive Participle"	"   86"
virāj	Verb	1	Ā	virājita			"Past Passive Participle"	"   86"
samīray	Verb	10	Ā	samīrita			"Past Passive Participle"	"   86"
sambandh	Verb	9	Ā	sambaddha			"Past Passive Participle"	"   86"
sru	Verb	1	Ā	sruta			"Past Passive Participle"	"   85"
ārādhay	Verb	10	Ā	ārādhita			"Past Passive Participle"	"   85"
uttṛ	Verb	6	P.	uttīrṇa			"Past Passive Participle"	"   85"
vismṛ	Verb	1	Ā	vismṛta			"Past Passive Participle"	"   85"
samudi	Verb	2	P.	samudita			"Past Passive Participle"	"   85"
samudyam	Verb	1	P.	samudyata			"Past Passive Participle"	"   85"
antari	Verb	2	P.	antarita			"Past Passive Participle"	"   85"
kliś	Verb	9	Ā	kliṣṭa			"Past Passive Participle"	"   84"
kvath	Verb	1	Ā	kvathita			"Past Passive Participle"	"   84"
nirvivah	Verb	1	P.	nirvyūḍha			"Past Passive Participle"	"   84"
pratipāday	Verb	10	Ā	pratipādita			"Past Passive Participle"	"   84"
pratibudh	Verb	4	P.	pratibuddha			"Past Passive Participle"	"   84"
vivic	Verb	7	Ā	vivikta			"Past Passive Participle"	"   84"
vyatiric	Verb	7	P.	vyatirikta			"Past Passive Participle"	"   84"
āhu	Verb	3	Ā	āhuta			"Past Passive Participle"	"   83"
vyāhṛ	Verb	1	Ā	vyāhṛta			"Past Passive Participle"	"   83"
saṁchad	Verb	1	P.	saṃchanna			"Past Passive Participle"	"   83"
adhiṣṭhā	Verb	1	Ā	dhiṣṭhita			"Past Passive Participle"	"   82"
dṛp	Verb	4	P.	dṛpta			"Past Passive Participle"	"   82"
toṣay	Verb	10	Ā	toṣita			"Past Passive Participle"	"   82"
prajval	Verb	1	P.	prajvalita			"Past Passive Participle"	"   82"
viyuj	Verb	4	P.	viyukta			"Past Passive Participle"	"   82"
vinirmā	Verb	3	Ā	vinirmita			"Past Passive Participle"	"   82"
krī	Verb	1	P.	krīta			"Past Passive Participle"	"   81"
lal	Verb	1	Ā	lalita			"Past Passive Participle"	"   81"
prabhū	Verb	1	Ā	prabhūta			"Past Passive Participle"	"   81"
ceṣṭ	Verb	1	Ā	ceṣṭita			"Past Passive Participle"	"   80"
gālay	Verb	10	P.	gālita			"Past Passive Participle"	"   80"
prak￞	Verb	6	P.	prakīrṇa			"Past Passive Participle"	"   80"
pratyupasthā	Verb	1	Ā	pratyupasthita			"Past Passive Participle"	"   80"
viśvas	Verb	1	Ā	viśvasta			"Past Passive Participle"	"   80"
abhipad	Verb	4	P.	abhipanna			"Past Passive Participle"	"   79"
niveśay	Verb	10	Ā	niveśita			"Past Passive Participle"	"   79"
pariṇam	Verb	1	Ā	pariṇata			"Past Passive Participle"	"   79"
vikṛ	Verb	6	Ā	vikīrṇa			"Past Passive Participle"	"   79"
vicchid	Verb	7	Ā	vicchinna			"Past Passive Participle"	"   79"
vyavasā	Verb	6	Ā	vyavasita			"Past Passive Participle"	"   79"
abhiram	Verb	1	P.	abhirata			"Past Passive Participle"	"   78"
nirbhid	Verb	6	P.	nirbhinna			"Past Passive Participle"	"   78"
niṣkram	Verb	6	P.	niṣkrānta			"Past Passive Participle"	"   78"
pragrah	Verb	9	Ā	pragṛhīta			"Past Passive Participle"	"   78"
vitras	Verb	4	Ā	vitrasta			"Past Passive Participle"	"   78"
bhṛjj	Verb	4	P.	bhṛṣṭa			"Past Passive Participle"	"   78"
apavyadh	Verb	4	P.	apaviddha			"Past Passive Participle"	"   77"
ākṣip	Verb	4	P.	ākṣipta			"Past Passive Participle"	"   77"
upadā	Verb	3	P.	upātta			"Past Passive Participle"	"   77"
vipad	Verb	4	P.	vipanna			"Past Passive Participle"	"   77"
viracay	Verb	10	Ā	viracita			"Past Passive Participle"	"   77"
saṁspṛś	Verb	6	Ā	saṃspṛṣṭa			"Past Passive Participle"	"   77"
kṛ	Verb	6	Ā	kīrṇa			"Past Passive Participle"	"   76"
nāday	Verb	10	Ā	nādita			"Past Passive Participle"	"   76"
mānay	Verb	10	Ā	mānita			"Past Passive Participle"	"   76"
avaśeṣay	Verb	10	P.	avaśeṣita			"Past Passive Participle"	"   76"
upāśri	Verb	1	Ā	upāśrita			"Past Passive Participle"	"   76"
pratihan	Verb	4	Ā	pratihata			"Past Passive Participle"	"   76"
viniḥsṛ	Verb	1	Ā	viniḥsṛta			"Past Passive Participle"	"   76"
pidhā	Verb	3	Ā	pihita			"Past Passive Participle"	"   76"
kāṅkṣ	Verb	2	Ā	kāṅkṣita			"Past Passive Participle"	"   75"
kṣam	Verb	1	P.	kṣānta			"Past Passive Participle"	"   75"
math	Verb	4	Ā	mathita			"Past Passive Participle"	"   75"
ucchiṣ	Verb	4	Ā	ucchiṣṭa			"Past Passive Participle"	"   75"
pravraj	Verb	1	Ā	pravrajita			"Past Passive Participle"	"   75"
varṇay	Denom.	0	Ā	varṇita			"Past Passive Participle"	"   74"
udyuj	Verb	7	Ā	udyukta			"Past Passive Participle"	"   74"
parimā	Verb	3	Ā	parimita			"Past Passive Participle"	"   74"
viṣṭhā	Verb	1	Ā	viṣṭhita			"Past Passive Participle"	"   74"
samprahṛṣ	Verb	6	P.	samprahṛṣṭa			"Past Passive Participle"	"   74"
peṣay	Verb	10	P.	peṣita			"Past Passive Participle"	"   74"
kṛt	Verb	2	P.	kṛtta			"Past Passive Participle"	"   73"
ric	Verb	7	Ā	rikta			"Past Passive Participle"	"   73"
abhimantray	Denom.	0	Ā	abhimantrita			"Past Passive Participle"	"   73"
vigarh	Verb	1	P.	vigarhita			"Past Passive Participle"	"   73"
vidhvaṁs	Verb	1	Ā	vidhvasta			"Past Passive Participle"	"   73"
nirūpay	Denom.	0	P.	nirūpita			"Past Passive Participle"	"   73"
samarpay	Verb	10	Ā	samarpita			"Past Passive Participle"	"   73"
pradiś	Verb	6	Ā	pradiṣṭa			"Past Passive Participle"	"   73"
klam	Verb	4	Ā	klānta			"Past Passive Participle"	"   72"
kṣubh	Verb	1	Ā	kṣubhita			"Past Passive Participle"	"   72"
ativyadh	Verb	4	P.	atividdha			"Past Passive Participle"	"   72"
tarpay	Verb	10	Ā	tarpita			"Past Passive Participle"	"   72"
lih	Verb	4	P.	līḍha			"Past Passive Participle"	"   72"
sveday	Verb	10	Ā	svedita			"Past Passive Participle"	"   72"
avagāh	Verb	1	P.	avagāḍha			"Past Passive Participle"	"   72"
avanam	Verb	1	Ā	avanata			"Past Passive Participle"	"   72"
niṣpad	Verb	4	Ā	niṣpanna			"Past Passive Participle"	"   72"
parikṣip	Verb	6	P.	parikṣipta			"Past Passive Participle"	"   72"
parituṣ	Verb	4	P.	parituṣṭa			"Past Passive Participle"	"   72"
uparam	Verb	1	P.	uparata			"Past Passive Participle"	"   71"
prasāray	Verb	10	Ā	prasārita			"Past Passive Participle"	"   71"
samāsthā	Verb	1	Ā	samāsthita			"Past Passive Participle"	"   71"
samprayuj	Verb	7	P.	samprayukta			"Past Passive Participle"	"   71"
tāpay	Verb	10	Ā	tāpita			"Past Passive Participle"	"   70"
pācay	Verb	10	Ā	pācita			"Past Passive Participle"	"   70"
apagam	Verb	1	P.	apagata			"Past Passive Participle"	"   70"
abhīṣ	Verb	6	P.	abhīṣṭa			"Past Passive Participle"	"   70"
arthay	Denom.	0	Ā	arthita			"Past Passive Participle"	"   70"
pratiṣidh	Verb	1	Ā	pratiṣiddha			"Past Passive Participle"	"   70"
ṛdh	Verb	5	Ā	ṛddha			"Past Passive Participle"	"   69"
anuman	Verb	8	Ā	anumata			"Past Passive Participle"	"   69"
upapāday	Verb	10	Ā	upapādita			"Past Passive Participle"	"   69"
viric	Verb	7	P.	virikta			"Past Passive Participle"	"   69"
saṁkṣip	Verb	6	Ā	saṃkṣipta			"Past Passive Participle"	"   69"
aś	Verb	1	Ā	aśita			"Past Passive Participle"	"   68"
vam	Verb	1	Ā	vānta			"Past Passive Participle"	"   68"
prakṛ	Verb	8	Ā	prakṛta			"Past Passive Participle"	"   68"
pratyāgam	Verb	1	P.	pratyāgata			"Past Passive Participle"	"   68"
vikṣip	Verb	6	Ā	vikṣipta			"Past Passive Participle"	"   68"
saṁtras	Verb	4	P.	saṃtrasta			"Past Passive Participle"	"   68"
apanī	Verb	1	Ā	apanīta			"Past Passive Participle"	"   67"
saṁtan	Verb	8	Ā	saṃtata			"Past Passive Participle"	"   67"
kṛṣ	Verb	6	Ā	kṛṣṭa			"Past Passive Participle"	"   66"
śoṣay	Verb	10	Ā	śoṣita			"Past Passive Participle"	"   66"
avakṛ	Verb	6	Ā	avakīrṇa			"Past Passive Participle"	"   66"
sphuṭ	Verb	6	Ā	sphuṭita			"Past Passive Participle"	"   66"
upasṛj	Verb	6	Ā	upasṛṣṭa			"Past Passive Participle"	"   66"
yantray	Denom.	0	P.	yantrita			"Past Passive Participle"	"   66"
parikalpay	Verb	10	Ā	parikalpita			"Past Passive Participle"	"   66"
prabhañj	Verb	4	P.	prabhagna			"Past Passive Participle"	"   66"
saṁvṛt	Verb	1	Ā	saṃvṛtta			"Past Passive Participle"	"   66"
sambudh	Verb	4	P.	saṃbuddha			"Past Passive Participle"	"   66"
bubhukṣ	Denom.	0	Ā	bubhukṣita			"Past Passive Participle"	"   66"
tṛ	Verb	3	P.	tīrṇa			"Past Passive Participle"	"   65"
abhisaṁvṛ	Verb	5	P.	abhisaṃvṛta			"Past Passive Participle"	"   65"
niṣidh	Verb	1	P.	niṣiddha			"Past Passive Participle"	"   65"
praduṣ	Verb	4	Ā	praduṣṭa			"Past Passive Participle"	"   65"
pradarśay	Verb	10	Ā	pradarśita			"Past Passive Participle"	"   65"
pramā	Verb	3	Ā	pramita			"Past Passive Participle"	"   65"
vikṣan	Verb	8	P.	vikṣata			"Past Passive Participle"	"   65"
pratyutpad	Verb	4	Ā	pratyutpanna			"Past Passive Participle"	"   65"
śliṣ	Verb	6	P.	śliṣṭa			"Past Passive Participle"	"   64"
anugrah	Verb	9	Ā	anugṛhīta			"Past Passive Participle"	"   64"
abhilaṣ	Verb	4	P.	abhilaṣita			"Past Passive Participle"	"   64"
udric	Verb	7	P.	udrikta			"Past Passive Participle"	"   64"
praṇidhā	Verb	3	Ā	praṇihita			"Past Passive Participle"	"   64"
vāsay	Denom.	0	Ā	vāsita			"Past Passive Participle"	"   64"
viśrambh	Verb	1	Ā	viśrabdha			"Past Passive Participle"	"   64"
saṁvij	Verb	6	Ā	saṃvigna			"Past Passive Participle"	"   64"
saṁstu	Verb	5	P.	saṃstuta			"Past Passive Participle"	"   64"
saṁniviś	Verb	6	P.	saṃniviṣṭa			"Past Passive Participle"	"   64"
samanuprāp	Verb	5	Ā	samanuprāpta			"Past Passive Participle"	"   64"
ūrjay	Denom.	0	Ā	ūrjita			"Past Passive Participle"	"   64"
nivāray	Verb	10	Ā	nivārita			"Past Passive Participle"	"   63"
vidah	Verb	4	Ā	vidagdha			"Past Passive Participle"	"   63"
avaropay	Verb	10	Ā	avaropita			"Past Passive Participle"	"   62"
vrīḍ	Verb	1	P.	vrīḍita			"Past Passive Participle"	"   62"
ādṛ	Verb	1	P.	ādṛta			"Past Passive Participle"	"   62"
upalabh	Verb	1	P.	upalabdha			"Past Passive Participle"	"   62"
nirvṛt	Verb	1	Ā	nirvṛtta			"Past Passive Participle"	"   62"
prakṣip	Verb	6	Ā	prakṣipta			"Past Passive Participle"	"   62"
vyape	Verb	2	P.	vyapeta			"Past Passive Participle"	"   62"
car	Verb	1	Ā	cīrṇa			"Past Passive Participle"	"   61"
mantray	Denom.	0	Ā	mantrita			"Past Passive Participle"	"   61"
pravas	Verb	1	P.	proṣita			"Past Passive Participle"	"   61"
vinipātay	Verb	10	P.	vinipātita			"Past Passive Participle"	"   61"
vinyas	Verb	4	P.	vinyasta			"Past Passive Participle"	"   61"
vardhay	Verb	10	Ā	vardhita			"Past Passive Participle"	"   60"
upārjay	Verb	10	P.	upārjita			"Past Passive Participle"	"   60"
vimohay	Verb	10	Ā	vimohita			"Past Passive Participle"	"   60"
adhiruh	Verb	1	Ā	adhirūḍha			"Past Passive Participle"	"   59"
abhipūjay	Verb	10	P.	abhipūjita			"Past Passive Participle"	"   59"
ācam	Verb	1	Ā	ācānta			"Past Passive Participle"	"   59"
nipīḍay	Verb	10	P.	nipīḍita			"Past Passive Participle"	"   59"
parākram	Verb	6	P.	parākrānta			"Past Passive Participle"	"   59"
samāyā	Verb	2	P.	samāyāta			"Past Passive Participle"	"   59"
samās	Verb	4	P.	samāsīna			"Past Passive Participle"	"   59"
samucchri	Verb	1	P.	samucchrita			"Past Passive Participle"	"   59"
sambhāvay	Verb	10	Ā	saṃbhāvita			"Past Passive Participle"	"   59"
dhyā	Verb	3	Ā	dhyāta			"Past Passive Participle"	"   58"
gamay	Verb	10	Ā	gamita			"Past Passive Participle"	"   58"
abhirakṣ	Verb	1	Ā	abhirakṣita			"Past Passive Participle"	"   58"
āstṛ	Verb	5	P.	āstīrṇa			"Past Passive Participle"	"   58"
prakhyā	Verb	2	P.	prakhyāta			"Past Passive Participle"	"   58"
vyākṛ	Verb	8	Ā	vyākṛta			"Past Passive Participle"	"   58"
samuddiś	Verb	6	P.	samuddiṣṭa			"Past Passive Participle"	"   58"
indh	Verb	2	Ā	iddha			"Past Passive Participle"	"   57"
kalay	Verb	10	Ā	kalita			"Past Passive Participle"	"   57"
prapīḍay	Verb	10	P.	prapīḍita			"Past Passive Participle"	"   57"
vinirgam	Verb	1	P.	vinirgata			"Past Passive Participle"	"   57"
saṁdih	Verb	2	Ā	saṃdigdha			"Past Passive Participle"	"   57"
piṇḍay	Denom.	0	P.	piṇḍita			"Past Passive Participle"	"   57"
praticchad	Verb	1	P.	praticchanna			"Past Passive Participle"	"   57"
gad	Verb	1	Ā	gadita			"Past Passive Participle"	"   56"
nud	Verb	2	P.	nunna			"Past Passive Participle"	"   56"
upās	Verb	4	P.	upāsīna			"Past Passive Participle"	"   56"
pracyu	Verb	1	Ā	pracyuta			"Past Passive Participle"	"   56"
prajan	Verb	4	P.	prajāta			"Past Passive Participle"	"   56"
sūcay	Denom.	0	P.	sūcita			"Past Passive Participle"	"   56"
prajñapay	Verb	10	P.	prajñapta			"Past Passive Participle"	"   56"
lepay	Verb	10	Ā	lepita			"Past Passive Participle"	"   55"
anuśās	Verb	2	Ā	anuśiṣṭa			"Past Passive Participle"	"   55"
muṣ	Verb	9	Ā	muṣita			"Past Passive Participle"	"   55"
upahvā	Verb	4	Ā	upahūta			"Past Passive Participle"	"   55"
niguh	Verb	1	Ā	nigūḍha			"Past Passive Participle"	"   55"
vimuh	Verb	4	Ā	vimūḍha			"Past Passive Participle"	"   55"
vihan	Verb	2	Ā	vihata			"Past Passive Participle"	"   55"
bahiṣkṛ	Verb	8	Ā	bahiṣkṛta			"Past Passive Participle"	"   55"
andhay	Denom.	0	P.	andhita			"Past Passive Participle"	"   54"
vah	Verb	2	P.	ūḍha			"Past Passive Participle"	"   54"
stambhay	Verb	10	Ā	stambhita			"Past Passive Participle"	"   54"
upalakṣay	Verb	10	Ā	upalakṣita			"Past Passive Participle"	"   54"
nigrah	Verb	9	Ā	nigṛhīta			"Past Passive Participle"	"   54"
pratap	Verb	1	P.	pratapta			"Past Passive Participle"	"   54"
vinivṛt	Verb	1	Ā	vinivṛtta			"Past Passive Participle"	"   54"
lup	Verb	6	Ā	lupta			"Past Passive Participle"	"   53"
apakram	Verb	6	P.	apakrānta			"Past Passive Participle"	"   53"
duh	Verb	4	Ā	dugdha			"Past Passive Participle"	"   53"
samāhan	Verb	4	Ā	samāhata			"Past Passive Participle"	"   53"
visarjay	Verb	10	Ā	visarjita			"Past Passive Participle"	"   53"
nisṛj	Verb	6	P.	nisṛṣṭa			"Past Passive Participle"	"   53"
kalkay	Denom.	0	P.	kalkita			"Past Passive Participle"	"   53"
kamp	Verb	1	P.	kampita			"Past Passive Participle"	"   52"
