Лемма	Тип	Класс	Залог	Форма	Лицо	Число	Время/наклонение	Примеры
abhiṣṭan	Verb	1	P.	abhistanita			"Past Passive Participle"	"    2"
abhiṣṭhā	Verb	1	Ā	abhiṣṭhita			"Past Passive Participle"	"    2"
abhiṣvaj	Verb	1	P.	abhiṣvakta			"Past Passive Participle"	"    2"
abhisaṁgam	Verb	1	Ā	abhisaṃgata			"Past Passive Participle"	"    2"
abhisamplu	Verb	1	Ā	abhisaṃpluta			"Past Passive Participle"	"    2"
snehay	Verb	10	P.	snehita			"Past Passive Participle"	"    2"
hlāday	Verb	10	Ā	hlādita			"Past Passive Participle"	"    2"
abhyanuvac	Verb	3	P.	abhyanūkta			"Past Passive Participle"	"    2"
abhyāp	Verb	5	Ā	abhyāpta			"Past Passive Participle"	"    2"
abhyāyam	Verb	1	P.	abhyāyata			"Past Passive Participle"	"    2"
abhyārabh	Verb	1	P.	abhyārabdha			"Past Passive Participle"	"    2"
dalay	Verb	10	P.	dalita			"Past Passive Participle"	"    2"
kṣāray	Verb	10	P.	kṣārita			"Past Passive Participle"	"    2"
avadohay	Verb	10	P.	avadohita			"Past Passive Participle"	"    2"
avapothay	Verb	10	P.	avapothita			"Past Passive Participle"	"    2"
avamuc	Verb	6	Ā	avamukta			"Past Passive Participle"	"    2"
avaropay	Verb	10	Ā	varopita			"Past Passive Participle"	"    2"
avavyadh	Verb	4	P.	avaviddha			"Past Passive Participle"	"    2"
avaśṛ	Verb	9	P.	avaśīrṇa			"Past Passive Participle"	"    2"
avaṣṭambh	Verb	9	P.	avastabdha			"Past Passive Participle"	"    2"
avastṛ	Verb	9	Ā	avastīrṇa			"Past Passive Participle"	"    2"
avasthāpay	Verb	10	Ā	avasthāpita			"Past Passive Participle"	"    2"
avasraṁs	Verb	1	Ā	avasrasta			"Past Passive Participle"	"    2"
ākal	Verb	10	P.	ākalita			"Past Passive Participle"	"    2"
ākāṅkṣ	Verb	1	Ā	ākāṅkṣita			"Past Passive Participle"	"    2"
ākūj	Verb	1	P.	ākūjita			"Past Passive Participle"	"    2"
ācakṣ	Verb	1	P.	ācakṣita			"Past Passive Participle"	"    2"
ādīpay	Verb	10	P.	ādīpita			"Past Passive Participle"	"    2"
ādarśay	Verb	10	P.	ādarśita			"Past Passive Participle"	"    2"
āpothay	Verb	10	P.	āpothita			"Past Passive Participle"	"    2"
āpṛ	Verb	9	P.	āpṛta			"Past Passive Participle"	"    2"
āp￞	Verb	4	P.	āpūrita			"Past Passive Participle"	"    2"
āracay	Verb	10	P.	āracita			"Past Passive Participle"	"    2"
āram	Verb	1	P.	ārata			"Past Passive Participle"	"    2"
ārudh	Verb	7	Ā	āruddha			"Past Passive Participle"	"    2"
ārdray	Denom.	0	P.	ārdrita			"Past Passive Participle"	"    2"
las	Verb	1	P.	lasita			"Past Passive Participle"	"    2"
ālū	Verb	9	P.	ālūna			"Past Passive Participle"	"    2"
āvalg	Verb	1	Ā	āvalgita			"Past Passive Participle"	"    2"
āvas	Verb	1	Ā	āvasita			"Past Passive Participle"	"    2"
āvye	Verb	4	P.	āvīta			"Past Passive Participle"	"    2"
snu	Verb	2	Ā	snuta			"Past Passive Participle"	"    2"
spand	Verb	1	P.	spandita			"Past Passive Participle"	"    2"
syanday	Verb	10	P.	syandita			"Past Passive Participle"	"    2"
āsphālay	Verb	10	P.	āsphālita			"Past Passive Participle"	"    2"
āhāray	Verb	10	Ā	āhārita			"Past Passive Participle"	"    2"
hras	Verb	1	Ā	hrasita			"Past Passive Participle"	"    2"
ucchoṣay	Verb	10	P.	ucchoṣita			"Past Passive Participle"	"    2"
uttan	Verb	8	P.	uttata			"Past Passive Participle"	"    2"
kleday	Verb	10	P.	kledita			"Past Passive Participle"	"    2"
utsmi	Verb	1	P.	utsmita			"Past Passive Participle"	"    2"
udañc	Verb	1	Ā	udañcita			"Past Passive Participle"	"    2"
udañj	Verb	7	P.	udakta			"Past Passive Participle"	"    2"
ude	Verb	2	P.	udeta			"Past Passive Participle"	"    2"
udgal	Verb	1	P.	udgalita			"Past Passive Participle"	"    2"
udgṛ	Verb	9	P.	udgūrṇa			"Past Passive Participle"	"    2"
ghoṣay	Verb	10	Ā	ghoṣita			"Past Passive Participle"	"    2"
uddīp	Verb	4	Ā	uddīpta			"Past Passive Participle"	"    2"
uddhā	Verb	3	P.	uddhita			"Past Passive Participle"	"    2"
uddharṣay	Verb	10	P.	uddharṣita			"Past Passive Participle"	"    2"
uddhvaṁs	Verb	1	Ā	uddhvasta			"Past Passive Participle"	"    2"
yājay	Verb	10	Ā	yājita			"Past Passive Participle"	"    2"
upaghrā	Verb	4	P.	upaghrāta			"Past Passive Participle"	"    2"
upajap	Verb	1	P.	upajapta			"Past Passive Participle"	"    2"
upatāpay	Verb	10	Ā	upatāpita			"Past Passive Participle"	"    2"
upadah	Verb	1	P.	upadagdha			"Past Passive Participle"	"    2"
upanāhay	Verb	10	P.	upanāhita			"Past Passive Participle"	"    2"
upabandh	Verb	9	P.	upabaddha			"Past Passive Participle"	"    2"
upabhṛ	Verb	3	P.	upabhṛta			"Past Passive Participle"	"    2"
uparañjay	Verb	10	P.	uparañjita			"Past Passive Participle"	"    2"
upavāsay	Verb	10	P.	upavāsita			"Past Passive Participle"	"    2"
upavā	Verb	4	P.	upavāta			"Past Passive Participle"	"    2"
upaveśay	Verb	10	P.	upaveśita			"Past Passive Participle"	"    2"
upavye	Verb	4	P.	upavīta			"Past Passive Participle"	"    2"
upaśri	Verb	1	Ā	upaśrita			"Past Passive Participle"	"    2"
upasaṁgam	Verb	1	P.	upasaṃgata			"Past Passive Participle"	"    2"
upasamādhā	Verb	3	P.	upasamāhita			"Past Passive Participle"	"    2"
upastambh	Verb	9	P.	upaṣṭabdha			"Past Passive Participle"	"    2"
upastambhay	Verb	10	P.	upastambhita			"Past Passive Participle"	"    2"
upākhyā	Verb	2	P.	upākhyāta			"Past Passive Participle"	"    2"
upāmantray	Denom.	0	P.	upāmantrita			"Past Passive Participle"	"    2"
kothay	Verb	10	P.	kothita			"Past Passive Participle"	"    2"
tviṣ	Verb	6	Ā	tviṣita			"Past Passive Participle"	"    2"
daṇḍay	Denom.	0	P.	daṇḍita			"Past Passive Participle"	"    2"
dvaṁdvībhū	Verb	1	P.	dvandvībhūta			"Past Passive Participle"	"    2"
niḥsṛj	Verb	6	P.	niḥsṛṣṭa			"Past Passive Participle"	"    2"
nido	Verb	6	P.	nidita			"Past Passive Participle"	"    2"
nibādh	Verb	1	Ā	nibādhita			"Past Passive Participle"	"    2"
niyat	Verb	1	Ā	niyatta			"Past Passive Participle"	"    2"
nirādhā	Verb	3	P.	nirāhita			"Past Passive Participle"	"    2"
nirbhuj	Verb	6	P.	nirbhukta			"Past Passive Participle"	"    2"
nirmajj	Verb	1	P.	nirmagna			"Past Passive Participle"	"    2"
nirmāpay	Verb	10	P.	nirmāpita			"Past Passive Participle"	"    2"
nirmi	Verb	5	P.	nirmita			"Past Passive Participle"	"    2"
nirmṛj	Verb	6	Ā	nirmṛṣṭa			"Past Passive Participle"	"    2"
nirvah	Verb	1	P.	nirūḍha			"Past Passive Participle"	"    2"
niśvas	Verb	2	Ā	niśvasita			"Past Passive Participle"	"    2"
niṣūday	Verb	10	P.	nisūdita			"Past Passive Participle"	"    2"
niṣṭhīv	Verb	1	P.	niṣṭhīvita			"Past Passive Participle"	"    2"
nihnu	Verb	1	Ā	nihnuta			"Past Passive Participle"	"    2"
pāṭhay	Verb	10	P.	pāṭhita			"Past Passive Participle"	"    2"
parās	Verb	4	P.	parāsta			"Past Passive Participle"	"    2"
parikup	Verb	4	P.	parikupita			"Past Passive Participle"	"    2"
parikṛ	Verb	8	Ā	parikṛta			"Past Passive Participle"	"    2"
parikarśay	Verb	10	P.	parikarśita			"Past Passive Participle"	"    2"
parikṛṣ	Verb	6	P.	parikṛṣṭa			"Past Passive Participle"	"    2"
parikrī	Verb	9	P.	parikrīta			"Past Passive Participle"	"    2"
parikruś	Verb	1	P.	parikruṣṭa			"Past Passive Participle"	"    2"
pariklam	Verb	4	P.	pariklānta			"Past Passive Participle"	"    2"
parikṣi	Verb	5	P.	parikṣita			"Past Passive Participle"	"    2"
parigamay	Verb	10	P.	parigamita			"Past Passive Participle"	"    2"
parighṛṣ	Verb	1	Ā	parighṛṣṭa			"Past Passive Participle"	"    2"
paripat	Verb	1	P.	paripatita			"Past Passive Participle"	"    2"
paripoṣay	Verb	10	P.	paripoṣita			"Past Passive Participle"	"    2"
paripūjay	Verb	10	P.	paripūjita			"Past Passive Participle"	"    2"
paribandh	Verb	9	Ā	paribaddha			"Past Passive Participle"	"    2"
paribhakṣay	Verb	10	P.	paribhakṣita			"Past Passive Participle"	"    2"
paribhūṣ	Verb	1	P.	paribhūṣita			"Past Passive Participle"	"    2"
pariyat	Verb	1	Ā	pariyatta			"Past Passive Participle"	"    2"
parirabh	Verb	1	Ā	parirabdha			"Past Passive Participle"	"    2"
parilikh	Verb	6	P.	parilikhita			"Past Passive Participle"	"    2"
parilip	Verb	6	P.	parilipta			"Past Passive Participle"	"    2"
parilup	Verb	6	P.	parilupta			"Past Passive Participle"	"    2"
parivid	Verb	6	P.	parivitta			"Past Passive Participle"	"    2"
parivṛj	Verb	7	P.	parivṛkta			"Past Passive Participle"	"    2"
parivṛdh	Verb	1	Ā	parivṛddha			"Past Passive Participle"	"    2"
pariśṛ	Verb	9	P.	pariśīrṇa			"Past Passive Participle"	"    2"
parisādhay	Verb	10	P.	parisādhita			"Past Passive Participle"	"    2"
paryavasthāpay	Verb	10	P.	paryavasthāpita			"Past Passive Participle"	"    2"
paryavāp	Verb	5	Ā	paryavāpta			"Past Passive Participle"	"    2"
prakṛt	Verb	6	P.	prakṛtta			"Past Passive Participle"	"    2"
pragam	Verb	1	P.	pragata			"Past Passive Participle"	"    2"
pracāray	Verb	10	P.	pracārita			"Past Passive Participle"	"    2"
prajap	Verb	1	P.	prajapta			"Past Passive Participle"	"    2"
prajñāpay	Verb	10	P.	prajñāpita			"Past Passive Participle"	"    2"
pratinud	Verb	6	Ā	pratinunna			"Past Passive Participle"	"    2"
pratibhid	Verb	7	P.	pratibhinna			"Past Passive Participle"	"    2"
pratibhuj	Verb	7	Ā	pratibhukta			"Past Passive Participle"	"    2"
prativāray	Verb	10	P.	prativārita			"Past Passive Participle"	"    2"
pratiśī	Verb	2	P.	pratiśayita			"Past Passive Participle"	"    2"
pratisaṁdhā	Verb	3	Ā	pratisaṃhita			"Past Passive Participle"	"    2"
pratistambh	Verb	5	P.	pratistabdha			"Past Passive Participle"	"    2"
pratīṣ	Verb	6	Ā	pratīṣṭa			"Past Passive Participle"	"    2"
pratyanunī	Verb	1	Ā	pratyanunīta			"Past Passive Participle"	"    2"
pratyabhinand	Verb	1	P.	pratyabhinandita			"Past Passive Participle"	"    2"
pratyānī	Verb	1	Ā	pratyānīta			"Past Passive Participle"	"    2"
pratyāyā	Verb	2	P.	pratyāyāta			"Past Passive Participle"	"    2"
pratyudi	Verb	2	P.	pratyudita			"Past Passive Participle"	"    2"
pratyarpay	Verb	10	P.	pratyarpita			"Past Passive Participle"	"    2"
pradviṣ	Verb	6	Ā	pradviṣṭa			"Past Passive Participle"	"    2"
pradhāv	Verb	1	Ā	pradhauta			"Past Passive Participle"	"    2"
pradhyā	Verb	4	Ā	pradhyāta			"Past Passive Participle"	"    2"
prapaś	Verb	4	P.	praspaṣṭa			"Past Passive Participle"	"    2"
pramih	Verb	1	P.	pramīḍha			"Past Passive Participle"	"    2"
prayat	Verb	1	P.	prayatita			"Past Passive Participle"	"    2"
pralih	Verb	2	P.	pralīḍha			"Past Passive Participle"	"    2"
pravāhay	Verb	10	P.	pravāhita			"Past Passive Participle"	"    2"
pravigal	Verb	1	P.	pravigalita			"Past Passive Participle"	"    2"
pravij	Verb	6	Ā	pravikta			"Past Passive Participle"	"    2"
praveday	Verb	10	Ā	pravedita			"Past Passive Participle"	"    2"
pravidhā	Verb	3	Ā	pravihita			"Past Passive Participle"	"    2"
praveṣṭay	Verb	10	P.	praveṣṭita			"Past Passive Participle"	"    2"
prasad	Verb	1	Ā	prasatta			"Past Passive Participle"	"    2"
prastṛ	Verb	1	P.	prastīrṇa			"Past Passive Participle"	"    2"
prāñjalībhū	Verb	1	P.	prāñjalībhūta			"Past Passive Participle"	"    2"
projh	Verb	6	P.	projjhita			"Past Passive Participle"	"    2"
proddhṛ	Verb	1	P.	proddhṛta			"Past Passive Participle"	"    2"
prodyam	Verb	1	P.	prodyata			"Past Passive Participle"	"    2"
vikṣi	Verb	9	P.	vikṣita			"Past Passive Participle"	"    2"
vicālay	Verb	10	P.	vicālita			"Past Passive Participle"	"    2"
vitakṣ	Verb	2	Ā	vitaṣṭa			"Past Passive Participle"	"    2"
vitarkay	Denom.	0	P.	vitarkita			"Past Passive Participle"	"    2"
vidyut	Verb	1	P.	vidyutta			"Past Passive Participle"	"    2"
viniḥśvas	Verb	1	P.	viniḥśvasita			"Past Passive Participle"	"    2"
viparivṛt	Verb	1	Ā	viparivṛtta			"Past Passive Participle"	"    2"
vipothay	Verb	10	Ā	vipothita			"Past Passive Participle"	"    2"
vipū	Verb	9	P.	vipūta			"Past Passive Participle"	"    2"
vipralap	Verb	1	P.	vipralapta			"Past Passive Participle"	"    2"
vipralup	Verb	6	P.	vipralupta			"Past Passive Participle"	"    2"
vipravas	Verb	1	P.	vipravasita			"Past Passive Participle"	"    2"
vibhās	Verb	1	Ā	vibhāsita			"Past Passive Participle"	"    2"
vimuh	Verb	4	Ā	vimugdha			"Past Passive Participle"	"    2"
viyam	Verb	6	P.	viyata			"Past Passive Participle"	"    2"
vilih	Verb	6	P.	vilīḍha			"Past Passive Participle"	"    2"
vilopay	Verb	10	P.	vilopita			"Past Passive Participle"	"    2"
vilobhay	Verb	10	P.	vilobhita			"Past Passive Participle"	"    2"
vivad	Verb	1	Ā	vivadita			"Past Passive Participle"	"    2"
vivāday	Verb	10	P.	vivādita			"Past Passive Participle"	"    2"
vivraśc	Verb	6	P.	vivṛkṇa			"Past Passive Participle"	"    2"
viśri	Verb	1	Ā	viśrita			"Past Passive Participle"	"    2"
viṣṭambh	Verb	9	Ā	viṣṭabhita			"Past Passive Participle"	"    2"
viskhal	Verb	1	P.	viskhalita			"Past Passive Participle"	"    2"
vispand	Verb	1	Ā	vispandita			"Past Passive Participle"	"    2"
visru	Verb	1	P.	visruta			"Past Passive Participle"	"    2"
vihiṁs	Verb	7	Ā	vihiṃsita			"Past Passive Participle"	"    2"
vyādhā	Verb	3	Ā	vyāhita			"Past Passive Participle"	"    2"
vyutthāpay	Verb	10	P.	vyutthāpita			"Past Passive Participle"	"    2"
śraddhā	Verb	1	P.	śraddhita			"Past Passive Participle"	"    2"
saṁrādhay	Verb	10	P.	saṃrādhita			"Past Passive Participle"	"    2"
saṁlih	Verb	2	P.	saṃlīḍha			"Past Passive Participle"	"    2"
saṁvidhā	Verb	3	Ā	saṃvihita			"Past Passive Participle"	"    2"
saṁśap	Verb	1	P.	saṃśapta			"Past Passive Participle"	"    2"
samśoṣay	Verb	10	P.	saṃśoṣita			"Past Passive Participle"	"    2"
saṁśleṣay	Verb	10	P.	saṃśleṣita			"Past Passive Participle"	"    2"
saṁsṛ	Verb	1	Ā	saṃsṛta			"Past Passive Participle"	"    2"
saṁsāray	Verb	10	P.	saṃsārita			"Past Passive Participle"	"    2"
saṁkup	Verb	4	Ā	saṃkupita			"Past Passive Participle"	"    2"
saṁkṣud	Verb	1	P.	saṃkṣuṇṇa			"Past Passive Participle"	"    2"
saṁgamay	Verb	10	P.	saṃgamita			"Past Passive Participle"	"    2"
saṁcal	Verb	1	Ā	saṃcalita			"Past Passive Participle"	"    2"
saṁcintay	Verb	10	Ā	saṃcintita			"Past Passive Participle"	"    2"
saṁjalp	Verb	1	Ā	saṃjalpita			"Past Passive Participle"	"    2"
saṁtāḍay	Verb	10	P.	saṃtāḍita			"Past Passive Participle"	"    2"
saṁtṛd	Verb	7	P.	saṃtṛṇṇa			"Past Passive Participle"	"    2"
saṁdā	Verb	4	Ā	saṃdatta			"Past Passive Participle"	"    2"
saṁnāday	Verb	10	P.	saṃnādita			"Past Passive Participle"	"    2"
samadhiruh	Verb	1	P.	samadhirūḍha			"Past Passive Participle"	"    2"
samanvārabh	Verb	1	Ā	samanvārabdha			"Past Passive Participle"	"    2"
samabhipūjay	Verb	10	P.	samabhipūjita			"Past Passive Participle"	"    2"
samabhipūray	Verb	10	P.	samabhipūrita			"Past Passive Participle"	"    2"
samabhyāgam	Verb	1	P.	samabhyāgata			"Past Passive Participle"	"    2"
samaś	Verb	5	Ā	samaṣṭa			"Past Passive Participle"	"    2"
samākṛ	Verb	8	Ā	samākṛta			"Past Passive Participle"	"    2"
samāghrā	Verb	3	Ā	samāghrāta			"Past Passive Participle"	"    2"
samādā	Verb	3	Ā	samādatta			"Past Passive Participle"	"    2"
samālikh	Verb	6	P.	samālikhita			"Past Passive Participle"	"    2"
samujjval	Verb	1	P.	samujjvalita			"Past Passive Participle"	"    2"
samutkṣip	Verb	6	P.	samutkṣipta			"Past Passive Participle"	"    2"
samupaci	Verb	5	Ā	samupacita			"Past Passive Participle"	"    2"
samupasev	Verb	1	Ā	samupasevita			"Past Passive Participle"	"    2"
samupāghrā	Verb	3	P.	samupāghrāta			"Past Passive Participle"	"    2"
samupānī	Verb	1	P.	samupānīta			"Past Passive Participle"	"    2"
samupās	Verb	1	Ā	samupāsita			"Past Passive Participle"	"    2"
sampat	Verb	1	Ā	saṃpatita			"Past Passive Participle"	"    2"
sampū	Verb	9	P.	saṃpūta			"Past Passive Participle"	"    2"
samprakalpay	Verb	10	P.	saṃprakalpita			"Past Passive Participle"	"    2"
sampraṇud	Verb	6	P.	sampraṇunna			"Past Passive Participle"	"    2"
sampratipad	Verb	4	P.	sampratipanna			"Past Passive Participle"	"    2"
sampraduṣ	Verb	4	P.	sampraduṣṭa			"Past Passive Participle"	"    2"
samprapūjay	Verb	10	P.	samprapūjita			"Past Passive Participle"	"    2"
samprasāray	Verb	10	P.	samprasārita			"Past Passive Participle"	"    2"
samprasru	Verb	1	Ā	samprasruta			"Past Passive Participle"	"    2"
sambhaj	Verb	1	Ā	saṃbhakta			"Past Passive Participle"	"    2"
sammantray	Denom.	0	Ā	saṃmantrita			"Past Passive Participle"	"    2"
sūtray	Denom.	0	P.	sūtrita			"Past Passive Participle"	"    2"
śītkṛ	Verb	8	Ā	śītkṛta			"Past Passive Participle"	"    2"
dvidhākṛ	Verb	8	P.	dvidhākṛta			"Past Passive Participle"	"    2"
upakliś	Verb	9	P.	upakliṣṭa			"Past Passive Participle"	"    2"
amṛtīkṛ	Verb	8	P.	amṛtīkṛta			"Past Passive Participle"	"    2"
saṁpaś	Verb	4	Ā	saṃspaṣṭa			"Past Passive Participle"	"    2"
sphuṭīkṛ	Verb	8	P.	sphuṭīkṛta			"Past Passive Participle"	"    2"
ātmīkṛ	Verb	8	P.	ātmīkṛta			"Past Passive Participle"	"    2"
pratisaṁhan	Verb	2	P.	pratisaṃhata			"Past Passive Participle"	"    2"
dṛḍhīkṛ	Verb	8	P.	dṛḍhīkṛta			"Past Passive Participle"	"    2"
prokṣay	Verb	10	P.	prokṣita			"Past Passive Participle"	"    2"
rakṣay	Verb	10	P.	rakṣita			"Past Passive Participle"	"    2"
vinibandh	Verb	9	P.	vinibaddha			"Past Passive Participle"	"    2"
udghaṭay	Verb	10	P.	udghaṭita			"Past Passive Participle"	"    2"
proccāray	Verb	10	P.	proccārita			"Past Passive Participle"	"    2"
prasvāpay	Verb	10	P.	prasvāpita			"Past Passive Participle"	"    2"
dṛḍhībhū	Verb	1	P.	dṛḍhībhūta			"Past Passive Participle"	"    2"
pramāpay	Verb	10	P.	pramāpita			"Past Passive Participle"	"    2"
skanday	Verb	10	Ā	skandita			"Past Passive Participle"	"    2"
udbodhay	Verb	10	P.	udbodhita			"Past Passive Participle"	"    2"
jighāṁs	Denom.	0	Ā	jighāṃsita			"Past Passive Participle"	"    2"
nirguh	Verb	1	Ā	nirgūḍha			"Past Passive Participle"	"    2"
samāpyāyay	Verb	10	P.	samāpyāyita			"Past Passive Participle"	"    2"
dṛṣṭāntīkṛ	Verb	8	P.	dṛṣṭāntīkṛta			"Past Passive Participle"	"    2"
vivaśīkṛ	Verb	8	P.	vivaśīkṛta			"Past Passive Participle"	"    2"
nirādiś	Verb	6	P.	nirādiṣṭa			"Past Passive Participle"	"    2"
dhyānībhū	Verb	1	P.	dhyānībhūta			"Past Passive Participle"	"    2"
vigarhay	Verb	10	Ā	vigarhita			"Past Passive Participle"	"    2"
vipravāsay	Verb	10	P.	vipravāsita			"Past Passive Participle"	"    2"
niśāmay	Verb	10	Ā	niśāmita			"Past Passive Participle"	"    2"
viṣamīkṛ	Verb	8	P.	viṣamīkṛta			"Past Passive Participle"	"    2"
vyapās	Verb	4	P.	vyapāsta			"Past Passive Participle"	"    2"
pratisaṁrudh	Verb	7	Ā	pratisaṃruddha			"Past Passive Participle"	"    2"
mīmāṁs	Int.	0	Ā	mīmāṃsita			"Past Passive Participle"	"    2"
bahulībhū	Verb	1	P.	bahulībhūta			"Past Passive Participle"	"    2"
antarīkṛ	Verb	8	P.	antarīkṛta			"Past Passive Participle"	"    2"
apavāray	Verb	10	P.	apavārita			"Past Passive Participle"	"    2"
vyayīkṛ	Verb	8	P.	vyayīkṛta			"Past Passive Participle"	"    2"
avalag	Verb	1	P.	avalagna			"Past Passive Participle"	"    2"
parighaṭ	Verb	1	Ā	parighaṭita			"Past Passive Participle"	"    2"
pravaṇīkṛ	Verb	8	P.	pravaṇīkṛta			"Past Passive Participle"	"    2"
nirjñā	Verb	9	P.	nirjñāta			"Past Passive Participle"	"    2"
āghoṣay	Verb	10	P.	āghoṣita			"Past Passive Participle"	"    2"
kapilīkṛ	Verb	8	P.	kapilīkṛta			"Past Passive Participle"	"    2"
samudbhid	Verb	7	P.	samudbhinna			"Past Passive Participle"	"    2"
upanāday	Verb	10	P.	upanādita			"Past Passive Participle"	"    2"
abhisamman	Verb	4	Ā	abhisaṃmata			"Past Passive Participle"	"    2"
abhitarpay	Verb	10	P.	abhitarpita			"Past Passive Participle"	"    2"
abhiprasāday	Verb	10	Ā	abhiprasādita			"Past Passive Participle"	"    2"
saṁvah	Verb	1	P.	samūḍha			"Past Passive Participle"	"    2"
pratyarcay	Verb	10	P.	pratyarcita			"Past Passive Participle"	"    2"
paridhṛ	Verb	1	P.	paridhṛta			"Past Passive Participle"	"    2"
abhiprārthay	Denom.	0	P.	abhiprārthita			"Past Passive Participle"	"    2"
yamay	Verb	10	Ā	yamita			"Past Passive Participle"	"    2"
samupakalpay	Verb	10	P.	samupakalpita			"Past Passive Participle"	"    2"
anvāśri	Verb	1	Ā	anvāśrita			"Past Passive Participle"	"    2"
atipat	Verb	1	Ā	atipatita			"Past Passive Participle"	"    2"
upaghātay	Verb	10	P.	upaghātita			"Past Passive Participle"	"    2"
nirviṣayīkṛ	Verb	8	Ā	nirviṣayīkṛta			"Past Passive Participle"	"    2"
atyupayuj	Verb	7	Ā	atyupayukta			"Past Passive Participle"	"    2"
avalehay	Verb	10	P.	avalehita			"Past Passive Participle"	"    2"
parisrāvay	Verb	10	P.	parisrāvita			"Past Passive Participle"	"    2"
kaṭhinīkṛ	Verb	8	Ā	kaṭhinīkṛta			"Past Passive Participle"	"    2"
pravidhvaṁs	Verb	1	P.	pravidhvasta			"Past Passive Participle"	"    2"
vipraṇāśay	Verb	10	Ā	vipraṇāśita			"Past Passive Participle"	"    2"
sajjībhū	Verb	1	Ā	sajjībhūta			"Past Passive Participle"	"    2"
surabhay	Denom.	0	P.	surabhita			"Past Passive Participle"	"    2"
vyāmiśray	Denom.	0	P.	vyāmiśrita			"Past Passive Participle"	"    2"
atitāpay	Verb	10	P.	atitāpita			"Past Passive Participle"	"    2"
unnāday	Verb	10	P.	unnādita			"Past Passive Participle"	"    2"
nivāpay	Verb	10	P.	nivāpita			"Past Passive Participle"	"    2"
śailīkṛ	Verb	8	Ā	śailīkṛta			"Past Passive Participle"	"    2"
saṁmiśray	Denom.	0	P.	saṃmiśrita			"Past Passive Participle"	"    2"
puñjībhū	Verb	1	Ā	puñjībhūta			"Past Passive Participle"	"    2"
capalībhū	Verb	1	Ā	capalībhūta			"Past Passive Participle"	"    2"
niḥṣṭhīv	Verb	1	P.	niḥṣṭhyūta			"Past Passive Participle"	"    2"
ślathīkṛ	Verb	8	Ā	ślathīkṛta			"Past Passive Participle"	"    2"
abhipātay	Verb	10	Ā	abhipātita			"Past Passive Participle"	"    2"
abhisaṁgup	Verb	1	P.	abhisaṃgupta			"Past Passive Participle"	"    2"
vyavaropay	Verb	10	Ā	vyavaropita			"Past Passive Participle"	"    2"
saṁśram	Verb	4	Ā	saṃśrānta			"Past Passive Participle"	"    2"
saṁvāhay	Verb	10	Ā	saṃvāhita			"Past Passive Participle"	"    2"
parimocay	Verb	10	Ā	parimocita			"Past Passive Participle"	"    2"
saṁgranth	Verb	9	P.	saṃgrathita			"Past Passive Participle"	"    2"
saṁpraṇaś	Verb	4	Ā	saṃpranaṣṭa			"Past Passive Participle"	"    2"
anuśri	Verb	1	Ā	anuśrita			"Past Passive Participle"	"    2"
pramṛ	Verb	4	P.	pramṛta			"Past Passive Participle"	"    2"
abhividīpay	Verb	10	Ā	abhividīpita			"Past Passive Participle"	"    2"
parimantray	Denom.	0	Ā	parimantrita			"Past Passive Participle"	"    2"
ārambhay	Verb	10	P.	ārambhita			"Past Passive Participle"	"    2"
mlecchībhū	Verb	1	Ā	mlecchībhūta			"Past Passive Participle"	"    2"
śūdrībhū	Verb	1	Ā	śūdrībhūta			"Past Passive Participle"	"    2"
viguh	Verb	1	Ā	vigūḍha			"Past Passive Participle"	"    2"
saṁpramad	Verb	4	Ā	saṃpramatta			"Past Passive Participle"	"    2"
bhasmarāśīkṛ	Verb	8	Ā	bhasmarāśīkṛta			"Past Passive Participle"	"    2"
pratirañjay	Verb	10	P.	pratirañjita			"Past Passive Participle"	"    2"
anuśabday	Denom.	0	P.	anuśabdita			"Past Passive Participle"	"    2"
proddhū	Verb	9	P.	proddhūta			"Past Passive Participle"	"    2"
prodbhū	Verb	1	Ā	prodbhūta			"Past Passive Participle"	"    2"
vikhaṇḍay	Denom.	0	P.	vikhaṇḍita			"Past Passive Participle"	"    2"
prabhuj	Verb	7	Ā	prabhukta			"Past Passive Participle"	"    2"
ekārṇavībhū	Verb	1	Ā	ekārṇavībhūta			"Past Passive Participle"	"    2"
vilolay	Verb	10	P.	vilolita			"Past Passive Participle"	"    2"
bhāgīkṛ	Verb	8	Ā	bhāgīkṛta			"Past Passive Participle"	"    2"
viklid	Verb	4	Ā	viklinna			"Past Passive Participle"	"    2"
tṛṇīkṛ	Verb	8	Ā	tṛṇīkṛta			"Past Passive Participle"	"    2"
kṣamāpay	Denom.	0	Ā	kṣamāpita			"Past Passive Participle"	"    2"
nirṇam	Verb	1	Ā	nirṇata			"Past Passive Participle"	"    2"
vilāsay	Verb	10	P.	vilāsita			"Past Passive Participle"	"    2"
abhisaṁkram	Verb	6	P.	abhisaṃkrānta			"Past Passive Participle"	"    2"
saṁpraśam	Verb	4	Ā	saṃpraśānta			"Past Passive Participle"	"    2"
yugalīkṛ	Verb	8	Ā	yugalīkṛta			"Past Passive Participle"	"    2"
mṛdūbhū	Verb	1	Ā	mṛdūbhūta			"Past Passive Participle"	"    2"
praduh	Verb	4	P.	pradugdha			"Past Passive Participle"	"    2"
sātmyīkṛ	Verb	8	Ā	sātmyīkṛta			"Past Passive Participle"	"    2"
samudghuṣ	Verb	1	Ā	samudghuṣṭa			"Past Passive Participle"	"    2"
