Лемма	Тип	Класс	Залог	Форма	Лицо	Число	Время/наклонение	Примеры
vyatibhid	Verb	7	P.	vyatibhinna			"Past Passive Participle"	"    1"
praḍī	Verb	4	Ā	praḍīna			"Past Passive Participle"	"    1"
viparicchid	Verb	7	Ā	viparicchinna			"Past Passive Participle"	"    1"
paribhañj	Verb	7	Ā	paribhagna			"Past Passive Participle"	"    1"
samālag	Verb	1	P.	samālagna			"Past Passive Participle"	"    1"
abhisaṁbhañj	Verb	7	Ā	abhisaṃbhagna			"Past Passive Participle"	"    1"
parimajj	Verb	1	Ā	parimagna			"Past Passive Participle"	"    1"
samavasad	Verb	2	P.	samavasanna			"Past Passive Participle"	"    1"
saṁprachad	Verb	1	P.	saṃpracchanna			"Past Passive Participle"	"    1"
āmajj	Verb	1	Ā	āmagna			"Past Passive Participle"	"    1"
apalī	Verb	4	Ā	apalīna			"Past Passive Participle"	"    1"
vyālag	Verb	1	P.	vyālagna			"Past Passive Participle"	"    1"
samucchvi	Verb	1	P.	samucchūna			"Past Passive Participle"	"    1"
vipracchad	Verb	1	P.	vipracchanna			"Past Passive Participle"	"    1"
saṁdā	Verb	6	P.	saṃdina			"Past Passive Participle"	"    1"
vipratihā	Verb	3	Ā	vipratihīna			"Past Passive Participle"	"    1"
saṁpraticchad	Verb	1	P.	saṃpraticchanna			"Past Passive Participle"	"    1"
pravlī	Verb	9	P.	prablīna			"Past Passive Participle"	"    1"
