lemma_slp1,lemma_iast,shared_ref,sigil,source_dict,inheritor,dcs_text,dcs_text_id,dcs_locus,status,lemma_present,reason,note
kAlAnala,kālānala,HARIV. 1669,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
kAlalocana,kālalocana,HARIV. 12941,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 12941 exceeds DCS total verses 6073 (vulgate vs critical edition),
kAnIna,kānīna,HARIV. 4057,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
kApitTika,kāpitthika,HARIV. 7988,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 7988 exceeds DCS total verses 6073 (vulgate vs critical edition),
kArta,kārta,HARIV. 1845,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
kAryAntara,kāryāntara,HARIV. 4339,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
kAzWaBAra,kāṣṭhabhāra,HARIV. 4356,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
kEraleya,kairaleya,HARIV. 5501,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
kEtaveya,kaitaveya,HARIV. 5019,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
kOSika,kauśika,HARIV. 5501,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
kOSika,kauśika,HARIV. 1457,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
kOSika,kauśika,HARIV. 11074,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 11074 exceeds DCS total verses 6073 (vulgate vs critical edition),
karavIrakaramBin,karavīrakarambhin,HARIV. 8954,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 8954 exceeds DCS total verses 6073 (vulgate vs critical edition),
ketumAla,ketumāla,HARIV. 8227,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 8227 exceeds DCS total verses 6073 (vulgate vs critical edition),
kfmi,kṛmi,HARIV. 1675,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
kfmilASva,kṛmilāśva,HARIV. 1779,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
kfttivAsas,kṛttivāsas,HARIV. 3285,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
kfzRa,kṛṣṇa,HARIV. 1892,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
kiNkiRIkin,kiṅkiṇīkin,HARIV. 2023,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
kuvalASva,kuvalāśva,HARIV. 671,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
kzar,kṣar,HARIV. 8898,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 8898 exceeds DCS total verses 6073 (vulgate vs critical edition),
kzemaDanvan,kṣemadhanvan,HARIV. 824,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
kzetrajYa,kṣetrajña,HARIV. 11297,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 11297 exceeds DCS total verses 6073 (vulgate vs critical edition),
kzupa,kṣupa,HARIV. 9183,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 9183 exceeds DCS total verses 6073 (vulgate vs critical edition),
tAmraliptaka,tāmraliptaka,HARIV. 12838,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 12838 exceeds DCS total verses 6073 (vulgate vs critical edition),
tAqakA,tāḍakā,HARIV. 218,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
tArkzya,tārkṣya,HARIV. 12468,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 12468 exceeds DCS total verses 6073 (vulgate vs critical edition),
tAvanmAtra,tāvanmātra,HARIV. 1204,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
tEtikzava,taitikṣava,HARIV. 1681,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
tamAla,tamāla,HARIV. 12837,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 12837 exceeds DCS total verses 6073 (vulgate vs critical edition),
taraRa,taraṇa,KAUŚ. 52,KAUŚ,PWG,MW,Kauśikasūtra,71,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
tizya,tiṣya,HARIV. 3019,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
tuRqa,tuṇḍa,HARIV. 14882,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 14882 exceeds DCS total verses 6073 (vulgate vs critical edition),
tuwituwa,tuṭituṭa,HARIV. 14882,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 14882 exceeds DCS total verses 6073 (vulgate vs critical edition),
tuzya,tuṣya,HARIV. 14882,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 14882 exceeds DCS total verses 6073 (vulgate vs critical edition),
upanAyika,upanāyika,HARIV. 4417,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
vAraRa,vāraṇa,HARIV. 1700,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
CAgali,chāgali,HARIV. 5017,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
GawABa,ghaṭābha,HARIV. 12698,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 12698 exceeds DCS total verses 6073 (vulgate vs critical edition),
GfRi,ghṛṇi,HARIV. 3588,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
Kara,khara,HARIV. 3114,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
aruRapriyA,aruṇapriyā,HARIV. 12470,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 12470 exceeds DCS total verses 6073 (vulgate vs critical edition),
asaNga,asaṅga,HARIV. 9207,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 9207 exceeds DCS total verses 6073 (vulgate vs critical edition),
astra,astra,HARIV. 10703,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 10703 exceeds DCS total verses 6073 (vulgate vs critical edition),
avijYAtagati,avijñātagati,HARIV. 156,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
cANgerI,cāṅgerī,HARIV. 4652,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
cAkzuza,cākṣuṣa,HARIV. 69,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
cArudezRa,cārudeṣṇa,HARIV. 1940,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
cAturdEva,cāturdaiva,HARIV. 6509,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 6509 exceeds DCS total verses 6073 (vulgate vs critical edition),
cIrin,cīrin,HARIV. 10594,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 10594 exceeds DCS total verses 6073 (vulgate vs critical edition),
candrASva,candrāśva,HARIV. 706,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
candrahan,candrahan,HARIV. 2289,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
carmavfkza,carmavṛkṣa,HARIV. 12681,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 12681 exceeds DCS total verses 6073 (vulgate vs critical edition),
caturveda,caturveda,HARIV. 14074,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 14074 exceeds DCS total verses 6073 (vulgate vs critical edition),
cekitAna,cekitāna,HARIV. 5013,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
celagaNgA,celagaṅgā,HARIV. 7736,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 7736 exceeds DCS total verses 6073 (vulgate vs critical edition),
citraGnI,citraghnī,HARIV. 9516,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 9516 exceeds DCS total verses 6073 (vulgate vs critical edition),
citraraTa,citraratha,HARIV. 9193,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 9193 exceeds DCS total verses 6073 (vulgate vs critical edition),
cola,cola,HARIV. 1836,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
daRqaka,daṇḍaka,HARIV. 637,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
daSArha,daśārha,HARIV. 1991,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
daSaraTa,daśaratha,HARIV. 1993,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
darada,darada,HARIV. 6441,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 6441 exceeds DCS total verses 6073 (vulgate vs critical edition),
datta,datta,HARIV. 2033,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
gAlava,gālava,HARIV. 1467,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
gAnDAra,gāndhāra,HARIV. 8395,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 8395 exceeds DCS total verses 6073 (vulgate vs critical edition),
gOra,gaura,HARIV. 981,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
gaNgAtIrTa,gaṅgātīrtha,HARIV. 9520,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 9520 exceeds DCS total verses 6073 (vulgate vs critical edition),
ganDarva,gandharva,HARIV. 234,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
garizWa,gariṣṭha,HARIV. 14289,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 14289 exceeds DCS total verses 6073 (vulgate vs critical edition),
guRaka,guṇaka,HARIV. 4479,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
jAmbUnada,jāmbūnada,HARIV. 8419,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 8419 exceeds DCS total verses 6073 (vulgate vs critical edition),
jaB,jabh,KAUŚ. 114,KAUŚ,PWG,MW,Kauśikasūtra,71,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
jaGanyaja,jaghanyaja,HARIV. 594,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
jalAntaka,jalāntaka,HARIV. 9186,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 9186 exceeds DCS total verses 6073 (vulgate vs critical edition),
jalaja,jalaja,HARIV. 8056,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 8056 exceeds DCS total verses 6073 (vulgate vs critical edition),
janeSvara,janeśvara,HARIV. 1828,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
jawAla,jaṭāla,HARIV. 10594,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 10594 exceeds DCS total verses 6073 (vulgate vs critical edition),
jihmatA,jihmatā,HARIV. 7335,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 7335 exceeds DCS total verses 6073 (vulgate vs critical edition),
jyotirBAsin,jyotirbhāsin,HARIV. 985,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
kAlakAkza,kālakākṣa,HARIV. 14289,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 14289 exceeds DCS total verses 6073 (vulgate vs critical edition),
kArti,kārti,HARIV. 1082,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
kEkeya,kaikeya,HARIV. 1680,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
kErava,kairava,HARIV. 5020,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
kOSAmbya,kauśāmbya,HARIV. 5017,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
kerala,kerala,HARIV. 1836,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
ketu,ketu,HARIV. 4259,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
kfmi,kṛmi,HARIV. 2002,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
kftAgni,kṛtāgni,HARIV. 1850,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
kftOjas,kṛtaujas,HARIV. 1850,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
kftalakzaRa,kṛtalakṣaṇa,HARIV. 1940,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
kftvI,kṛtvī,HARIV. 981,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
kfzwi,kṛṣṭi,HARIV. 3588,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
kola,kola,HARIV. 1836,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
komala,komala,HARIV. 12832,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 12832 exceeds DCS total verses 6073 (vulgate vs critical edition),
krIqAnArI,krīḍānārī,HARIV. 8309,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 8309 exceeds DCS total verses 6073 (vulgate vs critical edition),
kramaRa,kramaṇa,HARIV. 2002,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
kuSAmba,kuśāmba,HARIV. 1425,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
kukzi,kukṣi,HARIV. 59,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
kulija,kulija,KAUŚ. 12,KAUŚ,PWG,MW,Kauśikasūtra,71,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
kumBaketu,kumbhaketu,HARIV. 9254,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 9254 exceeds DCS total verses 6073 (vulgate vs critical edition),
kumuda,kumuda,HARIV. 9193,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 9193 exceeds DCS total verses 6073 (vulgate vs critical edition),
kunizaYja,kuniṣañja,HARIV. 474,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
tEttiri,taittiri,HARIV. 2016,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
tURi,tūṇi,HARIV. 9207,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 9207 exceeds DCS total verses 6073 (vulgate vs critical edition),
tanaya,tanaya,HARIV. 477,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
tapasomUrti,tapasomūrti,HARIV. 482,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
tapasya,tapasya,HARIV. 428,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
tapoSana,tapośana,HARIV. 482,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
tapomUla,tapomūla,HARIV. 428,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
taporavi,taporavi,HARIV. 482,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
taruRa,taruṇa,HARIV. 477,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
tigmatejas,tigmatejas,HARIV. 10703,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 10703 exceeds DCS total verses 6073 (vulgate vs critical edition),
tumba,tumba,HARIV. 3479,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
DArin,dhārin,HARIV. 11986,HARIV,PW,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 11986 exceeds DCS total verses 6073 (vulgate vs critical edition),
DArzRaka,dhārṣṇaka,HARIV. 642,HARIV,PW,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
Dvaja,dhvaja,HARIV. 9245,HARIV,PW,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 9245 exceeds DCS total verses 6073 (vulgate vs critical edition),
GAwa,ghāṭa,HARIV. 16117,HARIV,PW,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 16117 exceeds DCS total verses 6073 (vulgate vs critical edition),
aDigopam,adhigopam,LAGHUK. 970,LAGHUK,PW,MW,,,,UNRESOLVED,,text-absent-from-DCS-or-ambiguous-sigil,
atimAla,atimāla,LAGHUK. 1017,LAGHUK,PW,MW,,,,UNRESOLVED,,text-absent-from-DCS-or-ambiguous-sigil,
bisa,bisa,HARIV. 15445,HARIV,PW,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 15445 exceeds DCS total verses 6073 (vulgate vs critical edition),
caturviBakta,caturvibhakta,HARIV. 12883,HARIV,PW,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 12883 exceeds DCS total verses 6073 (vulgate vs critical edition),
dAsatA,dāsatā,VEṆĪS. 175,VEṆĪS,PW,MW,,,,UNRESOLVED,,text-absent-from-DCS-or-ambiguous-sigil,
daMzwrin,daṃṣṭrin,HARIV. 12496,HARIV,PW,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 12496 exceeds DCS total verses 6073 (vulgate vs critical edition),
gAnDarva,gāndharva,HARIV. 16291,HARIV,PW,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 16291 exceeds DCS total verses 6073 (vulgate vs critical edition),
jalapUrRa,jalapūrṇa,HARIV. 5196,HARIV,PW,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
kfzRanandana,kṛṣṇanandana,HARIV. 9331,HARIV,PW,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 9331 exceeds DCS total verses 6073 (vulgate vs critical edition),
kfzRasUnu,kṛṣṇasūnu,HARIV. 9324,HARIV,PW,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 9324 exceeds DCS total verses 6073 (vulgate vs critical edition),
pUlAsa,pūlāsa,GAṆAR. 81,GAṆAR,PW,MW,,,,UNRESOLVED,,text-absent-from-DCS-or-ambiguous-sigil,
prativyUha,prativyūha,HARIV. 3605,HARIV,PW,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
raB,rabh,HARIV. 8106,HARIV,PW,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 8106 exceeds DCS total verses 6073 (vulgate vs critical edition),
tURaka,tūṇaka,CHANDOM. 77,CHANDOM,PW,MW,,,,UNRESOLVED,,text-absent-from-DCS-or-ambiguous-sigil,
tiraspawa,tiraspaṭa,CAURAP. (A.) 49,CAURAP. (A.),PW,MW,Caurapañcaśikā,437,Caurapañcaśikā v.49,ERRONEOUS,no,,"recension marker 'CAURAP. (A.)' dropped for lookup; DCS carries one recension only | verse lemmas: adya, antareṇa, api, bhavat, bhrātṛ, duḥkha, eva, hi, jīv, lū, mad, maraṇa, surata, tad, tvaritam, upabhoga, vadhū, vara, vijñāpay, śānti"
